EventTime	AirTemp	RH	DP	ChuckTemp	ModTemp	sLid	sVacuu	sPressure
20230310125326	19.9825	0.0366	-66.0654	20.795954262693158	0	0	0	0
20230310125327	19.9504	0.0748	-60.6909	20.795954262693158	0	0	0	0
20230310125328	19.9691	0.0	-89.0026	20.795954262693158	0	0	0	1
20230310125329	19.9825	0.0	-88.998	20.795954262693158	0	0	0	1
20230310125331	19.9958	0.0	-88.9934	20.795954262693158	0	0	0	1
20230310125332	19.9825	0.0183	-70.9965	20.795954262693158	0	0	0	0
20230310125333	19.9958	0.0366	-66.0593	20.795954262693158	0	0	0	1
20230310125334	19.9825	0.0183	-70.9965	20.783761085060007	0	0	0	0
20230310125335	19.9825	0.0595	-62.4365	20.795954262693158	0	0	0	0
20230310125336	19.9825	0.0183	-70.9965	20.795954262693158	0	0	0	1
20230310125337	19.9825	0.0	-88.998	20.795954262693158	0	0	0	1
20230310125338	19.9825	0.0	-88.998	20.795954262693158	0	0	0	1
20230310125339	19.9825	0.0	-88.998	20.795954262693158	0	0	0	1
20230310125340	19.9958	0.0	-88.9934	20.795954262693158	0	0	0	1
20230310125341	19.9958	0.0961	-58.701	20.795954262693158	0	0	0	1
20230310125342	19.9958	0.0183	-70.9908	20.795954262693158	0	0	0	1
20230310125343	19.9825	0.0183	-70.9965	20.795954262693158	0	0	0	1
20230310125344	19.9825	0.0	-88.998	20.783761085060007	0	0	0	0
20230310125346	19.9958	0.0	-88.9934	20.795954262693158	0	0	0	1
20230310125347	19.9691	0.0183	-71.0022	20.795954262693158	0	0	0	1
