EventTime	AirTemp	RH	DP	ChuckTemp	ModTemp	sLid	sVacuu	sPressure
20230313111957	20.22	0.4	-46.51	20.88	0	1	0	1
20230313111958	20.22	0.36	-47.46	20.88	0	1	0	1
20230313111959	20.24	0.34	-47.96	20.88	0	1	0	1
20230313112001	20.21	0.3	-49.08	20.87	0	1	0	1
20230313112002	20.25	0.34	-47.95	20.88	0	1	0	1
20230313112003	20.22	0.33	-48.23	20.88	0	1	0	1
20230313112004	20.24	0.36	-47.45	20.88	0	1	0	1
20230313112005	20.25	0.34	-47.95	20.88	0	1	0	1
20230313112006	20.24	0.36	-47.45	20.88	0	1	0	0
20230313112007	20.22	0.4	-46.51	20.87	0	1	0	1
20230313112008	20.24	0.43	-45.85	20.88	0	1	0	0
20230313112009	20.24	0.38	-46.96	20.88	0	1	0	1
20230313112010	20.22	0.36	-47.46	20.88	0	1	0	1
20230313112011	20.22	0.36	-47.46	20.88	0	1	0	0
20230313112012	20.25	0.3	-49.06	20.88	0	1	0	1
20230313112013	20.24	0.38	-46.96	20.89	0	1	0	1
20230313112014	20.21	0.38	-46.98	20.88	0	1	0	1
20230313112016	20.22	0.44	-45.65	20.88	0	1	0	1
20230313112017	20.22	0.4	-46.51	20.88	0	1	0	1
20230313112018	20.25	0.36	-47.44	20.88	0	1	0	1
20230313112019	20.22	0.28	-49.68	20.88	0	1	0	0
20230313112020	20.24	0.34	-47.96	20.88	0	1	0	1
20230313112021	20.24	0.34	-47.96	20.88	0	1	0	0
20230313112022	20.18	0.28	-49.7	20.87	0	1	0	1
20230313112023	20.21	0.38	-46.98	20.88	0	1	0	1
20230313112024	20.22	0.33	-48.23	20.88	0	1	0	1
20230313112025	20.24	0.38	-46.96	20.88	0	1	0	0
20230313112026	20.22	0.34	-47.97	20.88	0	1	0	1
20230313112027	20.21	0.38	-46.98	20.88	0	1	0	1
20230313112028	20.21	0.36	-47.46	20.88	0	1	0	1
20230313112029	20.22	0.43	-45.86	20.88	0	1	0	1
20230313112031	20.24	0.38	-46.96	20.88	0	1	0	0
20230313112032	20.21	0.34	-47.97	20.88	0	1	0	1
20230313112033	20.21	0.33	-48.24	20.88	0	1	0	1
20230313112034	20.22	0.33	-48.23	20.88	0	1	0	0
20230313112035	20.22	0.38	-46.98	20.88	0	1	0	1
20230313112036	20.24	0.33	-48.22	20.88	0	1	0	1
20230313112037	20.21	0.38	-46.98	20.88	0	1	0	1
20230313112038	20.21	0.33	-48.24	20.87	0	1	0	0
20230313112039	20.22	0.36	-47.46	20.88	0	1	0	1
20230313112040	20.21	0.34	-47.97	20.87	0	1	0	1
20230313112041	20.22	0.33	-48.23	20.87	0	1	0	1
20230313112042	20.22	0.26	-50.33	20.88	0	1	0	1
20230313112043	20.22	0.34	-47.97	20.88	0	1	0	1
20230313112044	20.24	0.36	-47.45	20.89	0	1	0	1
20230313112046	20.19	0.38	-46.99	20.88	0	1	0	1
20230313112047	20.22	0.38	-46.98	20.88	0	1	0	1
20230313112048	20.22	0.3	-49.08	20.88	0	1	0	1
20230313112049	20.19	0.34	-47.99	20.88	0	1	0	0
20230313112050	20.21	0.28	-49.69	20.87	0	1	0	1
20230313112051	20.22	0.33	-48.23	20.88	0	1	0	1
20230313112052	20.21	0.36	-47.46	20.88	0	1	0	1
20230313112053	20.19	0.36	-47.48	20.88	0	1	0	1
20230313112054	20.19	0.38	-46.99	20.88	0	1	0	1
20230313112055	20.22	0.33	-48.23	20.88	0	1	0	1
20230313112056	20.19	0.26	-50.34	20.88	0	1	0	1
20230313112057	20.19	0.34	-47.99	20.88	0	1	0	1
20230313112058	20.21	0.26	-50.33	20.88	0	1	0	1
20230313112059	20.21	0.33	-48.24	20.88	0	1	0	0
20230313112101	20.21	0.3	-49.08	20.87	0	1	0	1
20230313112102	20.21	0.36	-47.46	20.88	0	1	0	1
20230313112103	20.21	0.34	-47.97	20.87	0	1	0	1
20230313112104	20.22	0.33	-48.23	20.87	0	1	0	1
20230313112105	20.21	0.34	-47.97	20.87	0	1	0	1
20230313112106	20.21	0.3	-49.08	20.88	0	1	0	0
20230313112107	20.21	0.28	-49.69	20.88	0	1	0	1
20230313112108	20.22	0.33	-48.23	20.88	0	1	0	1
20230313112109	20.21	0.33	-48.24	20.88	0	1	0	1
20230313112110	20.22	0.28	-49.68	20.88	0	1	0	1
20230313112111	20.21	0.34	-47.97	20.87	0	1	0	0
20230313112112	20.19	0.33	-48.25	20.88	0	1	0	1
20230313112113	20.22	0.28	-49.68	20.88	0	1	0	1
20230313112114	20.21	0.33	-48.24	20.87	0	1	0	1
20230313112116	20.21	0.34	-47.97	20.88	0	1	0	1
20230313112117	20.21	0.34	-47.97	20.88	0	1	0	0
20230313112118	20.22	0.33	-48.23	20.88	0	1	0	1
20230313112119	20.21	0.3	-49.08	20.87	0	1	0	1
20230313112120	20.21	0.28	-49.69	20.88	0	1	0	1
20230313112121	20.21	0.34	-47.97	20.88	0	1	0	1
20230313112122	20.22	0.28	-49.68	20.87	0	1	0	1
20230313112123	20.19	0.36	-47.48	20.88	0	1	0	1
20230313112124	20.21	0.3	-49.08	20.88	0	1	0	1
20230313112125	20.19	0.34	-47.99	20.88	0	1	0	1
20230313112126	20.22	0.33	-48.23	20.88	0	1	0	1
20230313112127	20.22	0.33	-48.23	20.88	0	1	0	1
20230313112128	20.21	0.3	-49.08	20.87	0	1	0	1
20230313112129	20.22	0.3	-49.08	20.88	0	1	0	1
20230313112130	20.21	0.34	-47.97	20.88	0	1	0	1
20230313112132	20.22	0.26	-50.33	20.88	0	1	0	1
20230313112133	20.22	0.36	-47.46	20.87	0	1	0	1
20230313112134	20.22	0.36	-47.46	20.88	0	1	0	0
20230313112135	20.21	0.22	-51.77	20.88	0	1	0	1
20230313112136	20.21	0.28	-49.69	20.88	0	1	0	1
20230313112137	20.19	0.3	-49.09	20.88	0	1	0	1
20230313112138	20.17	0.32	-48.53	20.87	0	1	0	1
20230313112139	20.21	0.3	-49.08	20.88	0	1	0	1
20230313112140	20.22	0.36	-47.46	20.88	0	1	0	1
20230313112141	20.22	0.33	-48.23	20.88	0	1	0	1
20230313112142	20.21	0.34	-47.97	20.88	0	1	0	1
20230313112143	20.19	0.3	-49.09	20.88	0	1	0	0
20230313112144	20.19	0.33	-48.25	20.88	0	1	0	1
20230313112145	20.21	0.38	-46.98	20.88	0	1	0	1
20230313112147	20.19	0.3	-49.09	20.88	0	1	0	1
20230313112148	20.21	0.36	-47.46	20.88	0	1	0	1
20230313112149	20.21	0.34	-47.97	20.88	0	1	0	1
20230313112150	20.19	0.33	-48.25	20.88	0	1	0	1
20230313112151	20.21	0.26	-50.33	20.88	0	1	0	1
20230313112152	20.21	0.3	-49.08	20.88	0	1	0	1
20230313112153	20.19	0.28	-49.7	20.88	0	1	0	1
20230313112154	20.21	0.33	-48.24	20.87	0	1	0	1
20230313112155	20.19	0.26	-50.34	20.88	0	1	0	1
20230313112156	20.19	0.26	-50.34	20.88	0	1	0	1
20230313112157	20.18	0.33	-48.26	20.88	0	1	0	1
20230313112158	20.19	0.3	-49.09	20.87	0	1	0	1
20230313112159	20.21	0.33	-48.24	20.87	0	1	0	1
20230313112200	20.21	0.28	-49.69	20.88	0	1	0	1
20230313112202	20.19	0.26	-50.34	20.88	0	1	0	1
20230313112203	20.19	0.24	-51.03	20.88	0	1	0	1
20230313112204	20.21	0.33	-48.24	20.88	0	1	0	1
20230313112205	20.19	0.3	-49.09	20.87	0	1	0	1
20230313112206	20.18	0.33	-48.26	20.87	0	1	0	1
20230313112207	20.21	0.34	-47.97	20.88	0	1	0	1
20230313112208	20.18	0.24	-51.04	20.88	0	1	0	1
20230313112209	20.21	0.28	-49.69	20.88	0	1	0	1
20230313112210	20.18	0.28	-49.7	20.88	0	1	0	1
20230313112211	20.19	0.3	-49.09	20.88	0	1	0	1
20230313112212	20.18	0.28	-49.7	20.88	0	1	0	1
20230313112213	20.21	0.3	-49.08	20.88	0	1	0	1
20230313112214	20.21	0.33	-48.24	20.88	0	1	0	1
20230313112215	20.21	0.26	-50.33	20.87	0	1	0	1
20230313112217	20.19	0.33	-48.25	20.88	0	1	0	1
20230313112218	20.18	0.33	-48.26	20.87	0	1	0	0
20230313112219	20.19	0.3	-49.09	20.88	0	1	0	1
20230313112220	20.18	0.28	-49.7	20.88	0	1	0	1
20230313112221	20.21	0.28	-49.69	20.88	0	1	0	1
20230313112222	20.19	0.26	-50.34	20.88	0	1	0	1
20230313112223	20.19	0.3	-49.09	20.88	0	1	0	1
20230313112224	20.19	0.3	-49.09	20.88	0	1	0	1
20230313112225	20.19	0.24	-51.03	20.88	0	1	0	1
20230313112226	20.19	0.33	-48.25	20.87	0	1	0	1
20230313112227	20.21	0.28	-49.69	20.88	0	1	0	1
20230313112228	20.18	0.33	-48.26	20.88	0	1	0	1
20230313112229	20.22	0.3	-49.08	20.88	0	1	0	1
20230313112230	20.19	0.3	-49.09	20.88	0	1	0	1
20230313112232	20.19	0.3	-49.09	20.88	0	1	0	1
20230313112233	20.18	0.3	-49.1	20.88	0	1	0	1
20230313112234	20.18	0.33	-48.26	20.88	0	1	0	1
20230313112235	20.18	0.28	-49.7	20.88	0	1	0	1
20230313112236	20.21	0.28	-49.69	20.88	0	1	0	0
20230313112237	20.21	0.3	-49.08	20.88	0	1	0	1
20230313112238	20.19	0.24	-51.03	20.88	0	1	0	1
20230313112239	20.19	0.3	-49.09	20.88	0	1	0	1
20230313112240	20.19	0.3	-49.09	20.88	0	1	0	1
20230313112241	20.18	0.3	-49.1	20.88	0	1	0	0
20230313112242	20.19	0.3	-49.09	20.88	0	1	0	1
20230313112243	20.18	0.34	-47.99	20.88	0	1	0	1
20230313112244	20.17	0.26	-50.35	20.88	0	1	0	1
20230313112245	20.19	0.28	-49.7	20.89	0	1	0	1
20230313112247	20.18	0.3	-49.1	20.88	0	1	0	1
20230313112248	20.19	0.28	-49.7	20.88	0	1	0	1
20230313112249	20.19	0.3	-49.09	20.88	0	1	0	1
20230313112250	20.18	0.24	-51.04	20.88	0	1	0	1
20230313112251	20.19	0.3	-49.09	20.87	0	1	0	1
20230313112252	20.19	0.2	-52.59	20.88	0	1	0	1
20230313112253	20.21	0.22	-51.77	20.88	0	1	0	1
20230313112254	20.18	0.33	-48.26	20.87	0	1	0	1
20230313112255	20.18	0.3	-49.1	20.88	0	1	0	0
20230313112256	20.18	0.28	-49.7	20.88	0	1	0	1
20230313112257	20.19	0.22	-51.78	20.88	0	1	0	1
20230313112258	20.19	0.28	-49.7	20.88	0	1	0	0
20230313112259	20.18	0.3	-49.1	20.88	0	1	0	0
20230313112300	20.18	0.3	-49.1	20.88	0	1	0	1
20230313112302	20.19	0.28	-49.7	20.88	0	1	0	0
20230313112303	20.17	0.3	-49.1	20.88	0	1	0	0
20230313112304	20.19	0.24	-51.03	20.88	0	1	0	1
20230313112305	20.19	0.24	-51.03	20.88	0	1	0	1
20230313112306	20.18	0.3	-49.1	20.88	0	1	0	0
20230313112307	20.18	0.33	-48.26	20.88	0	1	0	1
20230313112308	20.19	0.28	-49.7	20.88	0	1	0	1
20230313112309	20.18	0.36	-47.48	20.88	0	1	0	1
20230313112310	20.19	0.26	-50.34	20.88	0	1	0	0
20230313112311	20.21	0.28	-49.69	20.87	0	1	0	1
20230313112312	20.18	0.24	-51.04	20.88	0	1	0	1
20230313112313	20.21	0.28	-49.69	20.88	0	1	0	1
20230313112314	20.18	0.28	-49.7	20.88	0	1	0	1
20230313112315	20.19	0.26	-50.34	20.87	0	1	0	0
20230313112317	20.19	0.3	-49.09	20.87	0	1	0	0
20230313112318	20.17	0.26	-50.35	20.88	0	1	0	0
20230313112319	20.18	0.22	-51.78	20.88	0	1	0	1
20230313112320	20.17	0.26	-50.35	20.88	0	1	0	1
20230313112321	20.18	0.24	-51.04	20.88	0	1	0	1
20230313112322	20.17	0.28	-49.71	20.87	0	1	0	1
20230313112323	20.15	0.3	-49.11	20.88	0	1	0	1
20230313112324	20.15	0.22	-51.8	20.87	0	1	0	1
20230313112325	20.18	0.24	-51.04	20.88	0	1	0	1
20230313112326	20.18	0.33	-48.26	20.88	0	1	0	1
20230313112327	20.18	0.33	-48.26	20.88	0	1	0	0
20230313112328	20.17	0.24	-51.04	20.88	0	1	0	1
20230313112329	20.18	0.33	-48.26	20.87	0	1	0	1
20230313112330	20.17	0.28	-49.71	20.88	0	1	0	1
20230313112332	20.18	0.33	-48.26	20.88	0	1	0	1
20230313112333	20.18	0.33	-48.26	20.87	0	1	0	1
20230313112334	20.17	0.36	-47.49	20.87	0	1	0	0
20230313112335	20.18	0.28	-49.7	20.87	0	1	0	0
20230313112336	20.17	0.32	-48.53	20.87	0	1	0	1
20230313112337	20.17	0.3	-49.1	20.88	0	1	0	1
20230313112338	20.18	0.3	-49.1	20.88	0	1	0	1
20230313112339	20.18	0.22	-51.78	20.88	0	1	0	1
20230313112340	20.18	0.24	-51.04	20.88	0	1	0	1
20230313112341	20.19	0.22	-51.78	20.87	0	1	0	1
20230313112342	20.18	0.3	-49.1	20.88	0	1	0	0
20230313112343	20.18	0.24	-51.04	20.88	0	1	0	0
20230313112344	20.18	0.28	-49.7	20.88	0	1	0	1
20230313112345	20.17	0.28	-49.71	20.88	0	1	0	1
20230313112347	20.19	0.28	-49.7	20.87	0	1	0	1
20230313112348	20.18	0.24	-51.04	20.88	0	1	0	1
20230313112349	20.18	0.26	-50.35	20.87	0	1	0	1
20230313112350	20.17	0.34	-48.0	20.87	0	1	0	1
20230313112351	20.18	0.24	-51.04	20.87	0	1	0	1
20230313112352	20.18	0.3	-49.1	20.87	0	1	0	1
20230313112353	20.17	0.28	-49.71	20.87	0	1	0	1
20230313112354	20.18	0.28	-49.7	20.88	0	1	0	1
20230313112355	20.17	0.28	-49.71	20.88	0	1	0	1
20230313112356	20.18	0.26	-50.35	20.88	0	1	0	1
20230313112357	20.18	0.22	-51.78	20.87	0	1	0	1
20230313112358	20.15	0.24	-51.05	20.87	0	1	0	1
20230313112359	20.18	0.26	-50.35	20.88	0	1	0	1
20230313112400	20.18	0.3	-49.1	20.87	0	1	0	1
20230313112402	20.18	0.26	-50.35	20.88	0	1	0	1
20230313112403	20.17	0.3	-49.1	20.87	0	1	0	1
20230313112404	20.18	0.26	-50.35	20.88	0	1	0	1
20230313112405	20.18	0.28	-49.7	20.88	0	1	0	0
20230313112406	20.18	0.22	-51.78	20.88	0	1	0	0
20230313112407	20.17	0.28	-49.71	20.88	0	1	0	1
20230313112408	20.17	0.26	-50.35	20.87	0	1	0	1
20230313112409	20.18	0.18	-53.48	20.87	0	1	0	1
20230313112410	20.18	0.26	-50.35	20.88	0	1	0	0
20230313112411	20.17	0.26	-50.35	20.87	0	1	0	0
20230313112412	20.17	0.28	-49.71	20.88	0	1	0	0
20230313112413	20.18	0.24	-51.04	20.87	0	1	0	1
20230313112414	20.18	0.26	-50.35	20.87	0	1	0	1
20230313112415	20.18	0.33	-48.26	20.88	0	1	0	1
20230313112416	20.17	0.22	-51.79	20.88	0	1	0	0
20230313112418	20.18	0.34	-47.99	20.88	0	1	0	0
20230313112419	20.17	0.22	-51.79	20.87	0	1	0	0
20230313112420	20.17	0.32	-48.53	20.88	0	1	0	1
20230313112421	20.18	0.33	-48.26	20.88	0	1	0	1
20230313112422	20.17	0.3	-49.1	20.88	0	1	0	1
20230313112423	20.18	0.26	-50.35	20.88	0	1	0	0
20230313112424	20.15	0.22	-51.8	20.86	0	1	0	0
20230313112425	20.17	0.26	-50.35	20.88	0	1	0	0
20230313112426	20.19	0.22	-51.78	20.87	0	1	0	0
20230313112427	20.18	0.28	-49.7	20.87	0	1	0	1
20230313112428	20.17	0.24	-51.04	20.87	0	1	0	0
20230313112429	20.18	0.24	-51.04	20.87	0	1	0	0
20230313112430	20.17	0.3	-49.1	20.87	0	1	0	0
20230313112431	20.17	0.3	-49.1	20.88	0	1	0	0
20230313112433	20.18	0.24	-51.04	20.88	0	1	0	0
20230313112434	20.18	0.26	-50.35	20.87	0	1	0	0
20230313112435	20.17	0.28	-49.71	20.87	0	1	0	0
20230313112436	20.15	0.3	-49.11	20.87	0	1	0	0
20230313112437	20.15	0.26	-50.36	20.88	0	1	0	0
20230313112438	20.17	0.28	-49.71	20.88	0	1	0	0
20230313112439	20.17	0.26	-50.35	20.88	0	1	0	0
20230313112440	20.17	0.28	-49.71	20.88	0	1	0	0
20230313112441	20.17	0.24	-51.04	20.87	0	1	0	1
20230313112442	20.17	0.26	-50.35	20.88	0	1	0	0
20230313112443	20.17	0.26	-50.35	20.87	0	1	0	0
20230313112444	20.18	0.2	-52.6	20.87	0	1	0	0
20230313112445	20.18	0.26	-50.35	20.87	0	1	0	0
20230313112446	20.18	0.26	-50.35	20.87	0	1	0	0
20230313112448	20.14	0.2	-52.62	20.88	0	1	0	1
20230313112449	20.17	0.32	-48.53	20.88	0	1	0	0
20230313112450	20.17	0.3	-49.1	20.88	0	1	0	0
20230313112451	20.17	0.28	-49.71	20.87	0	1	0	1
20230313112452	20.17	0.18	-53.49	20.88	0	1	0	0
20230313112453	20.14	0.24	-51.06	20.88	0	1	0	0
20230313112454	20.17	0.2	-52.6	20.87	0	1	0	0
20230313112455	20.15	0.28	-49.72	20.88	0	1	0	0
20230313112456	20.15	0.26	-50.36	20.87	0	1	0	1
20230313112457	20.18	0.24	-51.04	20.88	0	1	0	1
20230313112458	20.15	0.28	-49.72	20.87	0	1	0	0
20230313112459	20.15	0.32	-48.54	20.87	0	1	0	0
20230313112500	20.15	0.28	-49.72	20.88	0	1	0	0
20230313112501	20.15	0.26	-50.36	20.88	0	1	0	0
20230313112503	20.15	0.24	-51.05	20.87	0	1	0	0
20230313112504	20.15	0.26	-50.36	20.87	0	1	0	0
20230313112505	20.18	0.28	-49.7	20.87	0	1	0	0
20230313112506	20.14	0.24	-51.06	20.87	0	1	0	0
20230313112507	20.17	0.3	-49.1	20.88	0	1	0	0
20230313112508	20.15	0.26	-50.36	20.87	0	1	0	0
20230313112509	20.15	0.22	-51.8	20.87	0	1	0	0
20230313112510	20.15	0.26	-50.36	20.87	0	1	0	0
20230313112511	20.15	0.24	-51.05	20.88	0	1	0	0
20230313112512	20.14	0.26	-50.37	20.88	0	1	0	0
20230313112513	20.17	0.28	-49.71	20.87	0	1	0	0
20230313112514	20.17	0.2	-52.6	20.88	0	1	0	1
20230313112515	20.15	0.22	-51.8	20.88	0	1	0	0
20230313112516	20.15	0.24	-51.05	20.87	0	1	0	1
20230313112517	20.15	0.22	-51.8	20.87	0	1	0	0
20230313112519	20.17	0.26	-50.35	20.88	0	1	0	0
20230313112520	20.15	0.24	-51.05	20.88	0	1	0	1
20230313112521	20.15	0.2	-52.61	20.88	0	1	0	0
20230313112522	20.17	0.22	-51.79	20.87	0	1	0	0
20230313112523	20.15	0.24	-51.05	20.88	0	1	0	0
20230313112524	20.12	0.18	-53.52	20.86	0	1	0	0
20230313112525	20.15	0.26	-50.36	20.87	0	1	0	0
20230313112526	20.15	0.28	-49.72	20.88	0	1	0	1
20230313112527	20.15	0.22	-51.8	20.87	0	1	0	0
20230313112528	20.15	0.2	-52.61	20.88	0	1	0	1
20230313112529	20.14	0.28	-49.72	20.88	0	1	0	0
20230313112530	20.15	0.22	-51.8	20.87	0	1	0	1
20230313112531	20.15	0.24	-51.05	20.88	0	1	0	1
20230313112532	20.14	0.26	-50.37	20.88	0	1	0	0
20230313112534	20.15	0.28	-49.72	20.87	0	1	0	0
20230313112535	20.17	0.24	-51.04	20.87	0	1	0	1
20230313112536	20.14	0.22	-51.81	20.87	0	1	0	0
20230313112537	20.17	0.22	-51.79	20.87	0	1	0	0
20230313112538	20.15	0.22	-51.8	20.87	0	1	0	0
20230313112539	20.14	0.28	-49.72	20.87	0	1	0	0
20230313112540	20.11	0.24	-51.08	20.87	0	1	0	0
20230313112541	20.15	0.24	-51.05	20.87	0	1	0	0
20230313112542	20.14	0.28	-49.72	20.87	0	1	0	0
20230313112543	20.15	0.3	-49.11	20.87	0	1	0	0
20230313112544	20.14	0.22	-51.81	20.87	0	1	0	1
20230313112545	20.14	0.28	-49.72	20.87	0	1	0	0
20230313112546	20.15	0.3	-49.11	20.87	0	1	0	0
20230313112547	20.14	0.24	-51.06	20.88	0	1	0	1
20230313112549	20.14	0.26	-50.37	20.87	0	1	0	0
20230313112550	20.15	0.3	-49.11	20.87	0	1	0	0
20230313112551	20.15	0.24	-51.05	20.87	0	1	0	1
20230313112552	20.12	0.26	-50.38	20.87	0	1	0	0
20230313112553	20.14	0.22	-51.81	20.87	0	1	0	0
20230313112554	20.12	0.2	-52.63	20.87	0	1	0	0
20230313112555	20.14	0.24	-51.06	20.87	0	1	0	1
20230313112556	20.15	0.24	-51.05	20.87	0	1	0	0
20230313112557	20.15	0.24	-51.05	20.87	0	1	0	0
20230313112558	20.14	0.24	-51.06	20.87	0	1	0	0
20230313112559	20.12	0.22	-51.82	20.87	0	1	0	0
20230313112600	20.14	0.26	-50.37	20.87	0	1	0	0
20230313112601	20.15	0.28	-49.72	20.87	0	1	0	0
20230313112602	20.12	0.2	-52.63	20.87	0	1	0	0
20230313112604	20.17	0.26	-50.35	20.87	0	1	0	0
20230313112605	20.15	0.24	-51.05	20.87	0	1	0	0
20230313112606	20.12	0.26	-50.38	20.87	0	1	0	0
20230313112607	20.14	0.2	-52.62	20.87	0	1	0	0
20230313112608	20.14	0.24	-51.06	20.87	0	1	0	0
20230313112609	20.12	0.18	-53.52	20.86	0	1	0	0
20230313112610	20.15	0.22	-51.8	20.87	0	1	0	0
20230313112611	20.14	0.26	-50.37	20.87	0	1	0	0
20230313112612	20.14	0.24	-51.06	20.87	0	1	0	0
20230313112613	20.15	0.28	-49.72	20.87	0	1	0	0
20230313112614	20.14	0.18	-53.51	20.87	0	1	0	1
20230313112615	20.14	0.28	-49.72	20.87	0	1	0	1
20230313112616	20.14	0.24	-51.06	20.87	0	1	0	1
20230313112617	20.15	0.24	-51.05	20.87	0	1	0	1
20230313112619	20.14	0.24	-51.06	20.88	0	1	0	1
20230313112620	20.11	0.24	-51.08	20.87	0	1	0	1
20230313112621	20.15	0.16	-54.48	20.87	0	1	0	1
20230313112622	20.15	0.24	-51.05	20.87	0	1	0	1
20230313112623	20.17	0.26	-50.35	20.87	0	1	0	0
20230313112624	20.15	0.22	-51.8	20.87	0	1	0	1
20230313112625	20.12	0.2	-52.63	20.87	0	1	0	1
20230313112626	20.15	0.24	-51.05	20.88	0	1	0	1
20230313112627	20.15	0.26	-50.36	20.87	0	1	0	1
20230313112628	20.14	0.24	-51.06	20.87	0	1	0	0
20230313112629	20.15	0.2	-52.61	20.87	0	1	0	1
20230313112630	20.14	0.24	-51.06	20.87	0	1	0	1
20230313112631	20.12	0.24	-51.07	20.87	0	1	0	0
20230313112632	20.14	0.2	-52.62	20.87	0	1	0	0
20230313112634	20.15	0.24	-51.05	20.87	0	1	0	1
20230313112635	20.12	0.28	-49.73	20.87	0	1	0	1
20230313112636	20.14	0.22	-51.81	20.87	0	1	0	0
20230313112637	20.14	0.18	-53.51	20.87	0	1	0	0
20230313112638	20.15	0.24	-51.05	20.87	0	1	0	0
20230313112639	20.14	0.22	-51.81	20.87	0	1	0	1
20230313112640	20.12	0.2	-52.63	20.87	0	1	0	1
20230313112641	20.14	0.2	-52.62	20.87	0	1	0	0
20230313112642	20.14	0.22	-51.81	20.87	0	1	0	0
20230313112643	20.14	0.22	-51.81	20.87	0	1	0	0
20230313112644	20.15	0.26	-50.36	20.86	0	1	0	0
20230313112645	20.15	0.18	-53.5	20.87	0	1	0	0
20230313112646	20.14	0.24	-51.06	20.87	0	1	0	0
20230313112647	20.15	0.34	-48.01	20.87	0	1	0	0
20230313112649	20.12	0.22	-51.82	20.88	0	1	0	1
20230313112650	20.14	0.24	-51.06	20.87	0	1	0	1
20230313112651	20.17	0.26	-50.35	20.87	0	1	0	0
20230313112652	20.12	0.24	-51.07	20.87	0	1	0	0
20230313112653	20.14	0.24	-51.06	20.87	0	1	0	1
20230313112654	20.12	0.26	-50.38	20.87	0	1	0	0
20230313112655	20.14	0.24	-51.06	20.87	0	1	0	0
20230313112656	20.14	0.22	-51.81	20.87	0	1	0	1
20230313112657	20.14	0.22	-51.81	20.87	0	1	0	1
20230313112658	20.15	0.24	-51.05	20.87	0	1	0	1
20230313112659	20.12	0.22	-51.82	20.87	0	1	0	0
20230313112700	20.14	0.2	-52.62	20.87	0	1	0	0
20230313112701	20.09	0.26	-50.39	20.87	0	1	0	0
20230313112702	20.14	0.24	-51.06	20.87	0	1	0	1
20230313112704	20.11	0.2	-52.63	20.88	0	1	0	0
20230313112705	20.11	0.26	-50.38	20.87	0	1	0	0
20230313112706	20.15	0.28	-49.72	20.87	0	1	0	0
20230313112707	20.12	0.28	-49.73	20.87	0	1	0	1
20230313112708	20.15	0.24	-51.05	20.87	0	1	0	0
20230313112709	20.14	0.2	-52.62	20.87	0	1	0	1
20230313112710	20.11	0.26	-50.38	20.87	0	1	0	1
20230313112711	20.11	0.22	-51.82	20.87	0	1	0	1
20230313112712	20.14	0.2	-52.62	20.87	0	1	0	0
20230313112713	20.14	0.2	-52.62	20.87	0	1	0	0
20230313112714	20.14	0.28	-49.72	20.87	0	1	0	1
20230313112715	20.15	0.2	-52.61	20.87	0	1	0	0
20230313112716	20.15	0.3	-49.11	20.87	0	1	0	0
20230313112717	20.12	0.18	-53.52	20.87	0	1	0	1
20230313112719	20.11	0.22	-51.82	20.87	0	1	0	0
20230313112720	20.12	0.26	-50.38	20.87	0	1	0	1
20230313112721	20.12	0.22	-51.82	20.86	0	1	0	1
20230313112722	20.15	0.24	-51.05	20.87	0	1	0	1
20230313112723	20.14	0.24	-51.06	20.87	0	1	0	0
20230313112724	20.12	0.24	-51.07	20.87	0	1	0	1
20230313112725	20.12	0.24	-51.07	20.87	0	1	0	1
20230313112726	20.14	0.14	-55.59	20.87	0	1	0	1
20230313112727	20.11	0.2	-52.63	20.87	0	1	0	0
20230313112728	20.12	0.26	-50.38	20.87	0	1	0	0
20230313112729	20.15	0.3	-49.11	20.87	0	1	0	1
20230313112730	20.14	0.24	-51.06	20.87	0	1	0	0
20230313112731	20.14	0.22	-51.81	20.87	0	1	0	0
20230313112732	20.12	0.24	-51.07	20.87	0	1	0	1
20230313112734	20.15	0.2	-52.61	20.87	0	1	0	1
20230313112735	20.14	0.2	-52.62	20.87	0	1	0	1
20230313112736	20.11	0.26	-50.38	20.87	0	1	0	1
20230313112737	20.15	0.26	-50.36	20.87	0	1	0	1
20230313112738	20.14	0.22	-51.81	20.87	0	1	0	1
20230313112739	20.14	0.28	-49.72	20.87	0	1	0	0
20230313112740	20.12	0.24	-51.07	20.86	0	1	0	0
20230313112741	20.15	0.24	-51.05	20.87	0	1	0	1
20230313112742	20.12	0.24	-51.07	20.86	0	1	0	0
20230313112743	20.17	0.28	-49.71	20.87	0	1	0	1
20230313112744	20.12	0.16	-54.5	20.87	0	1	0	0
20230313112745	20.14	0.24	-51.06	20.87	0	1	0	1
20230313112746	20.14	0.2	-52.62	20.87	0	1	0	1
20230313112747	20.12	0.2	-52.63	20.86	0	1	0	0
20230313112749	20.15	0.24	-51.05	20.87	0	1	0	1
20230313112750	20.14	0.2	-52.62	20.86	0	1	0	0
20230313112751	20.14	0.24	-51.06	20.87	0	1	0	0
20230313112752	20.14	0.24	-51.06	20.87	0	1	0	0
20230313112753	20.12	0.24	-51.07	20.86	0	1	0	0
20230313112754	20.14	0.22	-51.81	20.87	0	1	0	0
20230313112755	20.14	0.26	-50.37	20.87	0	1	0	0
20230313112756	20.14	0.18	-53.51	20.86	0	1	0	0
20230313112757	20.12	0.22	-51.82	20.86	0	1	0	0
20230313112758	20.14	0.22	-51.81	20.87	0	1	0	0
