EventTime	AirTemp	RH	DP	ChuckTemp	ModTemp	sLid	sVacuu	sPressure
20230313111353	20.45	38.8	5.94	20.84	0	1	0	1
20230313111354	20.43	38.74	5.9	20.84	0	1	0	1
20230313111355	20.43	38.76	5.91	20.84	0	1	0	1
20230313111356	20.43	38.77	5.91	20.84	0	1	0	1
20230313111358	20.39	38.77	5.88	20.84	0	1	0	1
20230313111359	20.41	38.77	5.89	20.84	0	1	0	1
20230313111400	20.38	38.77	5.87	20.84	0	1	0	1
20230313111401	20.39	38.78	5.88	20.84	0	1	0	1
20230313111402	20.41	38.77	5.89	20.84	0	1	0	1
20230313111403	20.39	38.83	5.9	20.84	0	1	0	1
20230313111404	20.39	38.81	5.89	20.83	0	1	0	1
20230313111405	20.42	38.8	5.92	20.84	0	1	0	1
20230313111406	20.39	38.86	5.91	20.84	0	1	0	1
20230313111407	20.42	38.84	5.93	20.84	0	1	0	1
20230313111408	20.45	38.83	5.95	20.84	0	1	0	1
20230313111409	20.45	38.88	5.97	20.84	0	1	0	1
20230313111410	20.45	38.88	5.97	20.84	0	1	0	1
20230313111411	20.46	38.85	5.97	20.84	0	1	0	1
20230313111413	20.43	38.95	5.98	20.84	0	1	0	1
20230313111414	20.45	38.89	5.98	20.84	0	1	0	1
20230313111415	20.46	38.86	5.97	20.84	0	1	0	1
20230313111416	20.46	38.82	5.96	20.84	0	1	0	1
20230313111417	20.43	38.8	5.92	20.84	0	1	0	1
20230313111418	20.45	38.83	5.95	20.84	0	1	0	1
20230313111419	20.45	38.84	5.96	20.84	0	1	0	1
20230313111420	20.43	38.79	5.92	20.84	0	1	0	1
20230313111421	20.45	38.83	5.95	20.84	0	1	0	1
20230313111422	20.42	38.8	5.92	20.84	0	1	0	1
20230313111423	20.45	38.79	5.94	20.83	0	1	0	1
20230313111424	20.43	38.8	5.92	20.84	0	1	0	1
20230313111425	20.46	38.82	5.96	20.84	0	1	0	1
20230313111426	20.48	38.75	5.95	20.84	0	1	0	1
20230313111428	20.49	38.75	5.96	20.84	0	1	0	1
20230313111429	20.46	38.7	5.91	20.84	0	1	0	1
20230313111430	20.48	38.7	5.93	20.84	0	1	0	1
20230313111431	20.48	38.73	5.94	20.84	0	1	0	1
20230313111432	20.46	38.7	5.91	20.84	0	1	0	1
20230313111433	20.45	38.73	5.92	20.83	0	1	0	1
20230313111434	20.46	38.75	5.93	20.84	0	1	0	1
20230313111435	20.45	38.74	5.92	20.83	0	1	0	1
20230313111436	20.45	38.74	5.92	20.84	0	1	0	1
20230313111437	20.46	38.78	5.94	20.84	0	1	0	1
20230313111438	20.45	38.79	5.94	20.84	0	1	0	1
20230313111439	20.46	38.82	5.96	20.84	0	1	0	1
20230313111440	20.46	38.82	5.96	20.84	0	1	0	1
20230313111441	20.45	38.82	5.95	20.84	0	1	0	1
20230313111443	20.46	38.79	5.95	20.84	0	1	0	1
20230313111444	20.46	38.75	5.93	20.84	0	1	0	1
20230313111445	20.49	38.78	5.97	20.84	0	1	0	1
20230313111446	20.45	38.79	5.94	20.84	0	1	0	1
20230313111447	20.48	38.79	5.96	20.84	0	1	0	1
20230313111448	20.48	38.8	5.97	20.84	0	1	0	1
20230313111449	20.49	38.78	5.97	20.84	0	1	0	1
20230313111450	20.51	38.75	5.98	20.84	0	1	0	1
20230313111451	20.51	38.69	5.95	20.84	0	1	0	1
20230313111452	20.51	38.71	5.96	20.84	0	1	0	1
20230313111453	20.53	38.69	5.97	20.84	0	1	0	1
20230313111454	20.51	38.72	5.97	20.84	0	1	0	1
20230313111455	20.49	38.69	5.94	20.84	0	1	0	1
20230313111456	20.51	38.71	5.96	20.84	0	1	0	1
20230313111458	20.49	38.69	5.94	20.84	0	1	0	1
20230313111459	20.49	38.72	5.95	20.84	0	1	0	1
20230313111500	20.53	38.71	5.98	20.84	0	1	0	1
20230313111501	20.56	38.68	6.0	20.84	0	1	0	1
20230313111502	20.53	38.66	5.96	20.84	0	1	0	1
20230313111503	20.55	38.62	5.96	20.84	0	1	0	1
20230313111504	20.53	38.61	5.94	20.84	0	1	0	1
20230313111505	20.55	38.58	5.95	20.84	0	1	0	1
20230313111506	20.53	38.66	5.96	20.84	0	1	0	1
20230313111507	20.55	38.64	5.97	20.84	0	1	0	1
20230313111508	20.53	38.65	5.96	20.84	0	1	0	1
20230313111509	20.55	38.7	5.99	20.84	0	1	0	1
20230313111510	20.52	38.72	5.97	20.84	0	1	0	1
20230313111511	20.55	38.68	5.99	20.84	0	1	0	1
20230313111513	20.52	38.75	5.99	20.84	0	1	0	1
20230313111514	20.52	38.72	5.97	20.84	0	1	0	1
20230313111515	20.51	38.72	5.97	20.84	0	1	0	1
20230313111516	20.52	38.74	5.98	20.84	0	1	0	1
20230313111517	20.51	38.77	5.98	20.84	0	1	0	1
20230313111518	20.49	38.75	5.96	20.84	0	1	0	1
20230313111519	20.53	38.75	5.99	20.84	0	1	0	1
20230313111520	20.53	38.68	5.97	20.84	0	1	0	1
20230313111521	20.55	38.71	6.0	20.84	0	1	0	1
20230313111522	20.56	38.68	6.0	20.84	0	1	0	1
20230313111523	20.55	38.65	5.98	20.84	0	1	0	1
20230313111524	20.55	38.65	5.98	20.84	0	1	0	1
20230313111525	20.58	38.62	5.99	20.84	0	1	0	1
20230313111526	20.58	38.64	6.0	20.84	0	1	0	1
20230313111528	20.59	38.58	5.98	20.84	0	1	0	1
20230313111529	20.55	38.61	5.96	20.84	0	1	0	1
20230313111530	20.56	38.61	5.97	20.84	0	1	0	1
20230313111531	20.53	38.62	5.95	20.84	0	1	0	1
20230313111532	20.56	38.61	5.97	20.84	0	1	0	1
20230313111533	20.53	38.69	5.97	20.84	0	1	0	1
20230313111534	20.53	38.75	5.99	20.84	0	1	0	1
20230313111535	20.55	38.76	6.02	20.84	0	1	0	1
20230313111536	20.53	38.71	5.98	20.84	0	1	0	1
20230313111537	20.55	38.76	6.02	20.84	0	1	0	1
20230313111538	20.56	38.73	6.01	20.84	0	1	0	1
20230313111539	20.53	38.77	6.0	20.84	0	1	0	1
20230313111540	20.55	38.7	5.99	20.84	0	1	0	1
20230313111541	20.55	38.68	5.99	20.84	0	1	0	1
20230313111542	20.56	38.68	6.0	20.84	0	1	0	1
20230313111544	20.58	38.64	6.0	20.84	0	1	0	1
20230313111545	20.59	38.61	6.0	20.84	0	1	0	1
20230313111546	20.61	38.61	6.01	20.84	0	1	0	1
20230313111547	20.63	38.54	6.01	20.84	0	1	0	1
20230313111548	20.62	38.53	5.99	20.84	0	1	0	1
20230313111549	20.65	38.51	6.01	20.84	0	1	0	1
20230313111550	20.65	38.5	6.01	20.84	0	1	0	1
20230313111551	20.65	38.51	6.01	20.84	0	1	0	1
20230313111552	20.63	38.47	5.98	20.84	0	1	0	1
20230313111553	20.66	38.52	6.02	20.84	0	1	0	1
20230313111554	20.66	38.41	5.98	20.84	0	1	0	1
20230313111555	20.69	38.43	6.02	20.84	0	1	0	1
20230313111556	20.69	38.4	6.01	20.84	0	1	0	1
20230313111557	20.71	38.36	6.01	20.84	0	1	0	1
20230313111559	20.72	38.32	6.0	20.84	0	1	0	1
20230313111600	20.73	38.3	6.0	20.84	0	1	0	1
20230313111601	20.72	38.27	5.98	20.84	0	1	0	1
20230313111602	20.73	38.26	5.99	20.84	0	1	0	1
20230313111603	20.72	38.23	5.97	20.84	0	1	0	1
20230313111604	20.75	38.25	6.0	20.84	0	1	0	1
20230313111605	20.76	38.14	5.97	20.84	0	1	0	1
20230313111606	20.78	37.95	5.92	20.84	0	1	0	1
20230313111607	20.79	37.9	5.91	20.84	0	1	0	1
20230313111608	20.82	37.66	5.84	20.84	0	1	0	1
20230313111609	20.83	37.31	5.71	20.84	0	1	0	1
20230313111610	20.82	36.57	5.42	20.84	0	1	0	1
20230313111611	20.83	35.68	5.07	20.86	0	1	0	1
20230313111612	20.83	34.36	4.53	20.86	0	1	0	0
20230313111614	20.83	32.38	3.68	20.86	0	1	0	1
20230313111615	20.82	29.45	2.33	20.86	0	1	0	0
20230313111616	20.79	26.32	0.74	20.86	0	1	0	0
20230313111617	20.76	23.41	-0.9	20.86	0	1	0	0
20230313111618	20.75	20.61	-2.65	20.86	0	1	0	0
20230313111619	20.73	18.17	-4.35	20.86	0	1	0	1
20230313111620	20.72	15.99	-6.05	20.86	0	1	0	0
20230313111621	20.65	12.64	-9.15	20.87	0	1	0	0
20230313111622	20.63	11.38	-10.5	20.86	0	1	0	0
20230313111623	20.61	10.12	-11.99	20.86	0	1	0	0
20230313111624	20.58	9.0	-13.46	20.86	0	1	0	0
20230313111625	20.58	8.02	-14.87	20.86	0	1	0	0
20230313111626	20.58	7.24	-16.11	20.86	0	1	0	0
20230313111627	20.55	6.4	-17.61	20.86	0	1	0	0
20230313111629	20.53	5.88	-18.62	20.86	0	1	0	0
20230313111630	20.52	5.26	-19.93	20.86	0	1	0	0
20230313111631	20.51	4.84	-20.9	20.87	0	1	0	0
20230313111632	20.49	4.38	-22.06	20.87	0	1	0	0
20230313111633	20.49	4.05	-22.95	20.87	0	1	0	0
20230313111634	20.48	3.66	-24.1	20.87	0	1	0	0
20230313111635	20.48	3.22	-25.52	20.87	0	1	0	0
20230313111636	20.46	2.93	-26.58	20.87	0	1	0	0
20230313111637	20.45	2.75	-27.27	20.87	0	1	0	0
20230313111638	20.42	2.5	-28.33	20.87	0	1	0	0
20230313111639	20.43	2.4	-28.76	20.87	0	1	0	0
20230313111640	20.43	2.23	-29.54	20.87	0	1	0	0
20230313111641	20.43	2.07	-30.33	20.87	0	1	0	0
20230313111642	20.41	2.02	-30.6	20.87	0	1	0	0
20230313111644	20.41	1.86	-31.47	20.87	0	1	0	0
20230313111645	20.41	1.79	-31.87	20.86	0	1	0	0
20230313111646	20.39	1.69	-32.48	20.87	0	1	0	0
20230313111647	20.38	1.69	-32.49	20.87	0	1	0	1
20230313111648	20.39	1.57	-33.24	20.87	0	1	0	1
20230313111649	20.39	1.51	-33.64	20.87	0	1	0	0
20230313111650	20.36	1.36	-34.73	20.87	0	1	0	1
20230313111651	20.38	1.29	-35.25	20.87	0	1	0	1
20230313111652	20.36	1.29	-35.26	20.87	0	1	0	1
20230313111653	20.36	1.29	-35.26	20.87	0	1	0	1
20230313111654	20.33	1.2	-36.01	20.87	0	1	0	1
20230313111655	20.35	1.17	-36.25	20.87	0	1	0	1
20230313111656	20.33	1.08	-37.06	20.88	0	1	0	1
20230313111657	20.33	1.13	-36.61	20.87	0	1	0	0
20230313111659	20.36	1.07	-37.13	20.87	0	1	0	0
20230313111700	20.35	1.05	-37.32	20.86	0	1	0	1
20230313111701	20.32	1.01	-37.72	20.87	0	1	0	1
20230313111702	20.33	1.07	-37.15	20.87	0	1	0	1
20230313111703	20.33	1.03	-37.52	20.87	0	1	0	1
20230313111704	20.33	0.99	-37.91	20.87	0	1	0	1
20230313111705	20.31	0.94	-38.43	20.87	0	1	0	1
20230313111706	20.31	0.88	-39.08	20.87	0	1	0	1
20230313111707	20.31	0.88	-39.08	20.87	0	1	0	1
20230313111708	20.33	0.89	-38.96	20.87	0	1	0	1
20230313111709	20.32	0.87	-39.18	20.87	0	1	0	1
20230313111710	20.32	0.83	-39.64	20.87	0	1	0	1
20230313111711	20.31	0.87	-39.19	20.87	0	1	0	1
20230313111712	20.31	0.88	-39.08	20.88	0	1	0	1
20230313111713	20.29	0.76	-40.5	20.87	0	1	0	1
20230313111715	20.32	0.78	-40.24	20.87	0	1	0	1
20230313111716	20.32	0.77	-40.36	20.87	0	1	0	1
20230313111717	20.31	0.85	-39.41	20.87	0	1	0	1
20230313111718	20.29	0.78	-40.26	20.87	0	1	0	0
20230313111719	20.33	0.78	-40.23	20.87	0	1	0	1
20230313111720	20.31	0.72	-41.01	20.87	0	1	0	1
20230313111721	20.28	0.75	-40.64	20.87	0	1	0	1
20230313111722	20.31	0.67	-41.69	20.87	0	1	0	1
20230313111723	20.27	0.68	-41.58	20.87	0	1	0	1
20230313111724	20.29	0.7	-41.29	20.87	0	1	0	1
20230313111725	20.28	0.81	-39.9	20.87	0	1	0	1
20230313111726	20.31	0.67	-41.69	20.87	0	1	0	0
20230313111727	20.29	0.68	-41.56	20.87	0	1	0	1
20230313111728	20.31	0.68	-41.55	20.87	0	1	0	1
20230313111730	20.28	0.68	-41.57	20.87	0	1	0	1
20230313111731	20.29	0.68	-41.56	20.87	0	1	0	1
20230313111732	20.28	0.72	-41.03	20.87	0	1	0	1
20230313111733	20.29	0.7	-41.29	20.87	0	1	0	1
20230313111734	20.28	0.66	-41.85	20.88	0	1	0	1
20230313111735	20.28	0.62	-42.44	20.87	0	1	0	1
20230313111736	20.27	0.66	-41.86	20.88	0	1	0	0
20230313111737	20.28	0.6	-42.75	20.87	0	1	0	1
20230313111738	20.27	0.68	-41.58	20.88	0	1	0	1
20230313111739	20.28	0.59	-42.91	20.87	0	1	0	1
20230313111740	20.28	0.66	-41.85	20.87	0	1	0	1
20230313111741	20.27	0.59	-42.91	20.87	0	1	0	1
20230313111742	20.27	0.6	-42.76	20.87	0	1	0	1
20230313111743	20.27	0.62	-42.45	20.87	0	1	0	1
20230313111745	20.28	0.6	-42.75	20.87	0	1	0	1
20230313111746	20.28	0.65	-42.0	20.87	0	1	0	0
20230313111747	20.28	0.56	-43.4	20.88	0	1	0	1
20230313111748	20.28	0.56	-43.4	20.87	0	1	0	1
20230313111749	20.28	0.52	-44.08	20.87	0	1	0	1
20230313111750	20.28	0.62	-42.44	20.87	0	1	0	1
20230313111751	20.27	0.6	-42.76	20.87	0	1	0	0
20230313111752	20.27	0.59	-42.91	20.88	0	1	0	1
20230313111753	20.27	0.49	-44.64	20.87	0	1	0	0
20230313111754	20.25	0.62	-42.46	20.88	0	1	0	1
20230313111755	20.28	0.56	-43.4	20.88	0	1	0	1
20230313111756	20.31	0.56	-43.38	20.88	0	1	0	1
20230313111757	20.28	0.54	-43.73	20.87	0	1	0	1
20230313111758	20.27	0.49	-44.64	20.87	0	1	0	1
20230313111800	20.25	0.54	-43.75	20.88	0	1	0	1
20230313111801	20.25	0.54	-43.75	20.87	0	1	0	1
20230313111802	20.27	0.52	-44.09	20.87	0	1	0	1
20230313111803	20.27	0.6	-42.76	20.88	0	1	0	1
20230313111804	20.27	0.6	-42.76	20.87	0	1	0	1
20230313111805	20.28	0.56	-43.4	20.87	0	1	0	1
20230313111806	20.27	0.52	-44.09	20.86	0	1	0	1
20230313111807	20.27	0.51	-44.27	20.87	0	1	0	1
20230313111808	20.27	0.54	-43.74	20.87	0	1	0	1
20230313111809	20.28	0.56	-43.4	20.87	0	1	0	1
20230313111810	20.28	0.51	-44.26	20.87	0	1	0	0
20230313111811	20.25	0.54	-43.75	20.87	0	1	0	1
20230313111812	20.25	0.56	-43.41	20.87	0	1	0	1
20230313111813	20.27	0.54	-43.74	20.88	0	1	0	1
20230313111815	20.25	0.5	-44.46	20.87	0	1	0	1
20230313111816	20.25	0.59	-42.93	20.88	0	1	0	0
20230313111817	20.25	0.49	-44.65	20.87	0	1	0	0
20230313111818	20.27	0.51	-44.27	20.87	0	1	0	1
20230313111819	20.25	0.52	-44.1	20.87	0	1	0	1
20230313111820	20.25	0.5	-44.46	20.87	0	1	0	1
20230313111821	20.27	0.52	-44.09	20.87	0	1	0	0
20230313111822	20.27	0.52	-44.09	20.87	0	1	0	1
20230313111823	20.27	0.46	-45.22	20.87	0	1	0	0
20230313111824	20.27	0.51	-44.27	20.88	0	1	0	1
20230313111825	20.27	0.49	-44.64	20.87	0	1	0	0
20230313111826	20.27	0.49	-44.64	20.88	0	1	0	1
20230313111827	20.28	0.51	-44.26	20.87	0	1	0	1
20230313111828	20.25	0.52	-44.1	20.89	0	1	0	1
20230313111829	20.25	0.49	-44.65	20.87	0	1	0	1
20230313111831	20.25	0.52	-44.1	20.88	0	1	0	1
20230313111832	20.27	0.49	-44.64	20.88	0	1	0	0
20230313111833	20.25	0.46	-45.23	20.88	0	1	0	1
20230313111834	20.25	0.44	-45.63	20.87	0	1	0	1
20230313111835	20.25	0.46	-45.23	20.87	0	1	0	1
20230313111836	20.25	0.46	-45.23	20.88	0	1	0	0
20230313111837	20.28	0.4	-46.48	20.86	0	1	0	0
20230313111838	20.25	0.49	-44.65	20.88	0	1	0	1
20230313111839	20.27	0.46	-45.22	20.88	0	1	0	1
20230313111840	20.27	0.4	-46.49	20.88	0	1	0	0
20230313111841	20.24	0.49	-44.65	20.88	0	1	0	0
20230313111842	20.25	0.43	-45.84	20.88	0	1	0	0
20230313111843	20.25	0.43	-45.84	20.87	0	1	0	1
20230313111844	20.24	0.49	-44.65	20.87	0	1	0	0
20230313111846	20.22	0.44	-45.65	20.88	0	1	0	0
20230313111847	20.24	0.49	-44.65	20.87	0	1	0	1
20230313111848	20.27	0.49	-44.64	20.87	0	1	0	1
20230313111849	20.27	0.46	-45.22	20.87	0	1	0	1
20230313111850	20.24	0.44	-45.64	20.87	0	1	0	1
20230313111851	20.25	0.38	-46.96	20.87	0	1	0	1
20230313111852	20.24	0.43	-45.85	20.88	0	1	0	1
20230313111853	20.25	0.38	-46.96	20.87	0	1	0	1
20230313111854	20.25	0.36	-47.44	20.88	0	1	0	1
20230313111855	20.25	0.43	-45.84	20.88	0	1	0	0
20230313111856	20.25	0.43	-45.84	20.88	0	1	0	1
20230313111857	20.25	0.44	-45.63	20.88	0	1	0	1
20230313111858	20.25	0.43	-45.84	20.88	0	1	0	1
20230313111859	20.25	0.46	-45.23	20.88	0	1	0	0
20230313111901	20.25	0.46	-45.23	20.88	0	1	0	1
20230313111902	20.27	0.45	-45.42	20.88	0	1	0	1
20230313111903	20.24	0.38	-46.96	20.88	0	1	0	1
20230313111904	20.24	0.43	-45.85	20.88	0	1	0	1
20230313111905	20.24	0.43	-45.85	20.87	0	1	0	1
20230313111906	20.24	0.38	-46.96	20.88	0	1	0	1
20230313111907	20.28	0.4	-46.48	20.88	0	1	0	1
20230313111908	20.25	0.46	-45.23	20.88	0	1	0	1
20230313111909	20.27	0.39	-46.71	20.87	0	1	0	1
20230313111910	20.24	0.44	-45.64	20.88	0	1	0	1
20230313111911	20.27	0.45	-45.42	20.87	0	1	0	1
20230313111912	20.24	0.4	-46.5	20.87	0	1	0	1
20230313111913	20.25	0.43	-45.84	20.88	0	1	0	1
20230313111914	20.25	0.4	-46.5	20.88	0	1	0	1
20230313111916	20.27	0.45	-45.42	20.88	0	1	0	1
20230313111917	20.24	0.44	-45.64	20.87	0	1	0	1
20230313111918	20.24	0.38	-46.96	20.87	0	1	0	0
20230313111919	20.25	0.44	-45.63	20.88	0	1	0	1
20230313111920	20.24	0.34	-47.96	20.88	0	1	0	1
20230313111921	20.25	0.36	-47.44	20.87	0	1	0	1
20230313111922	20.25	0.38	-46.96	20.88	0	1	0	0
20230313111923	20.25	0.3	-49.06	20.87	0	1	0	1
20230313111924	20.24	0.38	-46.96	20.88	0	1	0	0
20230313111925	20.24	0.36	-47.45	20.87	0	1	0	1
20230313111926	20.24	0.36	-47.45	20.88	0	1	0	1
20230313111927	20.25	0.43	-45.84	20.88	0	1	0	1
20230313111928	20.22	0.46	-45.24	20.88	0	1	0	0
20230313111929	20.25	0.38	-46.96	20.88	0	1	0	1
20230313111931	20.21	0.36	-47.46	20.88	0	1	0	1
20230313111932	20.24	0.4	-46.5	20.87	0	1	0	1
20230313111933	20.24	0.43	-45.85	20.88	0	1	0	1
20230313111934	20.24	0.43	-45.85	20.88	0	1	0	1
20230313111935	20.25	0.38	-46.96	20.88	0	1	0	1
20230313111936	20.24	0.44	-45.64	20.88	0	1	0	1
20230313111937	20.24	0.38	-46.96	20.88	0	1	0	1
20230313111938	20.22	0.38	-46.98	20.88	0	1	0	1
20230313111939	20.24	0.38	-46.96	20.88	0	1	0	1
20230313111940	20.22	0.36	-47.46	20.88	0	1	0	1
20230313111941	20.24	0.38	-46.96	20.88	0	1	0	1
20230313111942	20.21	0.36	-47.46	20.87	0	1	0	1
20230313111943	20.24	0.4	-46.5	20.88	0	1	0	1
20230313111944	20.22	0.38	-46.98	20.88	0	1	0	1
20230313111946	20.24	0.36	-47.45	20.88	0	1	0	1
20230313111947	20.24	0.38	-46.96	20.88	0	1	0	1
20230313111948	20.25	0.34	-47.95	20.88	0	1	0	1
20230313111949	20.24	0.33	-48.22	20.88	0	1	0	1
20230313111950	20.21	0.4	-46.52	20.88	0	1	0	0
20230313111951	20.25	0.4	-46.5	20.88	0	1	0	0
20230313111952	20.21	0.38	-46.98	20.87	0	1	0	1
20230313111953	20.24	0.33	-48.22	20.88	0	1	0	1
20230313111954	20.22	0.43	-45.86	20.88	0	1	0	1
20230313111955	20.22	0.43	-45.86	20.88	0	1	0	1
20230313111956	20.24	0.38	-46.96	20.88	0	1	0	1
