EventTime	AirTemp	RH	DP	ChuckTemp	ModTemp	sLid	sVacuu	sPressure
20230313103758	19.8383	0.1144	-57.3851	20.747202910006763	0	0	0	0
20230313103759	19.8516	0.0	-89.0429	20.735023934175956	0	0	0	1
20230313103800	19.8676	0.0336	-66.7407	20.735023934175956	0	0	0	1
20230313103801	19.8516	0.0	-89.0429	20.747202910006763	0	0	0	1
20230313103802	19.8516	0.0	-89.0429	20.747202910006763	0	0	0	0
20230313103803	19.881	0.0	-89.0328	20.735023934175956	0	0	0	1
20230313103804	19.8516	0.0	-89.0429	20.747202910006763	0	0	0	1
20230313103805	19.8676	0.0	-89.0374	20.735023934175956	0	0	0	1
20230313103806	19.8383	0.032	-67.1074	20.735023934175956	0	0	0	1
20230313103807	19.8516	0.0137	-73.0304	20.735023934175956	0	0	0	1
20230313103808	19.8516	0.0	-89.0429	20.735023934175956	0	0	0	0
20230313103810	19.8516	0.0	-89.0429	20.735023934175956	0	0	0	1
20230313103811	19.881	0.0336	-66.7347	20.735023934175956	0	0	0	0
20230313103812	19.8676	0.0	-89.0374	20.747202910006763	0	0	0	0
20230313103813	19.8383	0.0137	-73.036	20.735023934175956	0	0	0	1
