EventTime	AirTemp	RH	DP	ChuckTemp	ModTemp	sLid	sVacuu	sPressure
20230313104616	20.252	36.472	4.874	20.759	0	0	0	1
20230313104617	20.266	36.063	4.724	20.759	0	0	0	1
20230313104618	20.279	34.458	4.084	20.759	0	0	0	1
20230313104619	20.266	31.647	2.865	20.747	0	0	0	0
20230313104620	20.223	28.203	1.211	20.759	0	0	0	1
20230313104621	20.236	24.962	-0.467	20.759	0	0	0	1
20230313104622	20.193	22.014	-2.218	20.759	0	0	0	0
20230313104623	20.167	19.246	-4.046	20.759	0	0	0	0
20230313104625	20.124	16.912	-5.794	20.747	0	0	0	0
20230313104626	20.153	14.882	-7.44	20.747	0	0	0	1
20230313104627	20.124	13.211	-8.997	20.759	0	0	0	1
20230313104628	20.111	11.719	-10.531	20.759	0	0	0	0
20230313104629	20.111	10.375	-12.059	20.759	0	0	0	1
20230313104630	20.081	9.119	-13.679	20.759	0	0	0	1
20230313104631	20.052	7.182	-16.598	20.759	0	0	0	1
20230313104632	20.052	6.326	-18.108	20.759	0	0	0	1
20230313104633	20.052	5.705	-19.323	20.759	0	0	0	1
20230313104634	20.081	5.206	-20.367	20.759	0	0	0	1
20230313104635	20.095	6.703	-17.39	20.759	0	0	0	1
20230313104636	20.167	11.057	-11.219	20.759	0	0	0	1
20230313104637	20.167	15.332	-7.042	20.772	0	0	0	1
20230313104638	20.18	19.228	-4.048	20.759	0	0	0	1
20230313104640	20.223	22.501	-1.896	20.772	0	0	0	1
20230313104641	20.236	25.028	-0.431	20.772	0	0	0	1
20230313104642	20.236	27.086	0.661	20.759	0	0	0	1
20230313104643	20.266	28.826	1.553	20.759	0	0	0	1
20230313104644	20.308	30.272	2.276	20.759	0	0	0	1
20230313104645	20.335	32.447	3.279	20.772	0	0	0	1
20230313104646	20.351	33.339	3.678	20.759	0	0	0	1
20230313104647	20.335	34.051	3.964	20.759	0	0	0	1
20230313104648	20.364	34.54	4.193	20.772	0	0	0	1
20230313104649	20.391	34.998	4.405	20.772	0	0	0	1
20230313104650	20.407	35.367	4.57	20.759	0	0	0	1
20230313104651	20.434	35.648	4.707	20.772	0	0	0	1
20230313104652	20.42	35.944	4.813	20.772	0	0	0	1
20230313104653	20.42	36.21	4.919	20.772	0	0	0	1
20230313104655	20.434	36.402	5.007	20.772	0	0	0	1
20230313104656	20.434	36.637	5.1	20.772	0	0	0	1
20230313104657	20.45	36.905	5.219	20.759	0	0	0	1
20230313104658	20.434	36.976	5.232	20.772	0	0	0	1
20230313104659	20.45	37.081	5.287	20.772	0	0	0	1
20230313104700	20.492	37.186	5.365	20.759	0	0	0	1
20230313104701	20.492	37.186	5.365	20.772	0	0	0	1
20230313104702	20.506	37.263	5.408	20.772	0	0	0	1
20230313104703	20.492	37.35	5.429	20.772	0	0	0	1
20230313104704	20.476	37.423	5.443	20.772	0	0	0	1
20230313104705	20.463	37.436	5.436	20.772	0	0	0	1
20230313104706	20.463	37.536	5.475	20.772	0	0	0	1
20230313104707	20.45	37.536	5.463	20.759	0	0	0	1
20230313104708	20.45	37.581	5.48	20.772	0	0	0	1
20230313104710	20.45	37.653	5.508	20.772	0	0	0	1
20230313104711	20.45	37.699	5.526	20.772	0	0	0	1
20230313104712	20.42	37.71	5.503	20.772	0	0	0	1
20230313104713	20.434	37.755	5.533	20.772	0	0	0	1
20230313104714	20.391	37.768	5.5	20.772	0	0	0	1
20230313104715	20.434	37.8	5.55	20.772	0	0	0	1
20230313104716	20.434	37.726	5.522	20.772	0	0	0	1
20230313104717	20.434	37.742	5.528	20.772	0	0	0	1
20230313104718	20.45	37.801	5.565	20.772	0	0	0	1
20230313104719	20.434	37.772	5.539	20.772	0	0	0	1
20230313104720	20.45	37.787	5.559	20.772	0	0	0	1
20230313104721	20.45	37.818	5.571	20.772	0	0	0	1
20230313104722	20.434	37.8	5.55	20.772	0	0	0	1
20230313104723	20.434	37.742	5.528	20.772	0	0	0	1
20230313104725	20.476	37.746	5.567	20.784	0	0	0	1
20230313104726	20.463	37.7	5.538	20.772	0	0	0	1
20230313104727	20.463	37.728	5.548	20.772	0	0	0	1
20230313104728	20.476	37.704	5.551	20.772	0	0	0	1
20230313104729	20.476	37.671	5.538	20.772	0	0	0	1
20230313104730	20.492	37.673	5.553	20.772	0	0	0	1
20230313104731	20.492	37.687	5.558	20.772	0	0	0	1
20230313104732	20.463	37.641	5.515	20.772	0	0	0	1
20230313104733	20.476	37.641	5.527	20.772	0	0	0	1
20230313104734	20.476	37.598	5.51	20.772	0	0	0	1
20230313104735	20.492	37.63	5.537	20.772	0	0	0	1
20230313104736	20.463	37.641	5.515	20.784	0	0	0	1
20230313104737	20.45	37.639	5.503	20.772	0	0	0	1
20230313104738	20.45	37.682	5.519	20.772	0	0	0	1
20230313104740	20.434	37.668	5.5	20.772	0	0	0	1
20230313104741	20.45	37.713	5.531	20.772	0	0	0	1
20230313104742	20.45	37.726	5.536	20.784	0	0	0	1
20230313104743	20.434	37.772	5.539	20.772	0	0	0	1
20230313104744	20.42	37.842	5.554	20.784	0	0	0	1
20230313104745	20.407	37.783	5.52	20.784	0	0	0	1
20230313104746	20.434	37.829	5.561	20.772	0	0	0	1
20230313104747	20.434	37.829	5.561	20.784	0	0	0	1
20230313104748	20.42	37.859	5.56	20.772	0	0	0	1
20230313104749	20.42	37.813	5.543	20.784	0	0	0	1
20230313104750	20.463	37.818	5.583	20.784	0	0	0	1
20230313104751	20.45	37.774	5.554	20.772	0	0	0	1
20230313104752	20.45	37.726	5.536	20.772	0	0	0	1
20230313104753	20.463	37.801	5.576	20.772	0	0	0	1
20230313104755	20.463	37.787	5.571	20.784	0	0	0	1
20230313104756	20.476	37.731	5.561	20.784	0	0	0	1
20230313104757	20.463	37.671	5.527	20.784	0	0	0	1
20230313104758	20.492	37.613	5.53	20.772	0	0	0	1
20230313104759	20.476	37.687	5.544	20.784	0	0	0	1
20230313104800	20.506	37.659	5.56	20.772	0	0	0	1
20230313104801	20.492	37.687	5.558	20.772	0	0	0	1
20230313104802	20.476	37.641	5.527	20.784	0	0	0	1
20230313104803	20.506	37.705	5.578	20.784	0	0	0	1
20230313104804	20.476	37.717	5.556	20.784	0	0	0	1
20230313104805	20.476	37.777	5.579	20.772	0	0	0	1
20230313104806	20.463	37.758	5.56	20.784	0	0	0	1
20230313104807	20.476	37.746	5.567	20.784	0	0	0	1
20230313104808	20.463	37.801	5.576	20.784	0	0	0	1
20230313104810	20.45	37.699	5.526	20.784	0	0	0	1
20230313104811	20.476	37.717	5.556	20.784	0	0	0	1
20230313104812	20.506	37.778	5.606	20.784	0	0	0	1
20230313104813	20.506	37.733	5.589	20.784	0	0	0	1
20230313104814	20.492	37.687	5.558	20.784	0	0	0	1
20230313104815	20.476	37.717	5.556	20.784	0	0	0	1
20230313104816	20.492	37.746	5.581	20.784	0	0	0	1
20230313104817	20.463	37.774	5.566	20.784	0	0	0	1
20230313104818	20.45	37.713	5.531	20.784	0	0	0	1
20230313104819	20.45	37.758	5.548	20.784	0	0	0	1
20230313104820	20.45	37.818	5.571	20.784	0	0	0	1
20230313104821	20.463	37.818	5.583	20.784	0	0	0	1
20230313104822	20.45	37.845	5.581	20.784	0	0	0	1
20230313104823	20.42	37.902	5.577	20.784	0	0	0	1
20230313104825	20.434	37.902	5.589	20.784	0	0	0	1
20230313104826	20.434	37.902	5.589	20.784	0	0	0	1
20230313104827	20.463	37.877	5.605	20.784	0	0	0	1
20230313104828	20.45	37.919	5.61	20.784	0	0	0	1
20230313104829	20.45	37.961	5.626	20.784	0	0	0	1
20230313104830	20.434	37.948	5.606	20.784	0	0	0	1
20230313104831	20.463	37.92	5.622	20.784	0	0	0	1
20230313104832	20.45	37.948	5.621	20.784	0	0	0	1
20230313104833	20.42	37.96	5.599	20.784	0	0	0	1
20230313104834	20.42	37.932	5.588	20.784	0	0	0	1
20230313104835	20.434	37.961	5.611	20.784	0	0	0	1
20230313104836	20.42	37.96	5.599	20.784	0	0	0	1
20230313104837	20.42	38.019	5.621	20.784	0	0	0	1
20230313104838	20.45	37.992	5.637	20.784	0	0	0	1
20230313104840	20.45	38.038	5.655	20.784	0	0	0	1
20230313104841	20.45	37.992	5.637	20.784	0	0	0	1
20230313104842	20.434	38.035	5.64	20.784	0	0	0	1
20230313104843	20.42	38.006	5.616	20.784	0	0	0	1
20230313104844	20.42	37.989	5.61	20.784	0	0	0	1
20230313104845	20.42	38.019	5.621	20.784	0	0	0	1
20230313104846	20.42	38.033	5.626	20.784	0	0	0	1
20230313104847	20.434	38.035	5.64	20.784	0	0	0	1
20230313104848	20.42	38.019	5.621	20.784	0	0	0	1
20230313104849	20.463	38.038	5.667	20.784	0	0	0	1
20230313104850	20.434	38.065	5.651	20.784	0	0	0	1
20230313104851	20.391	38.03	5.599	20.796	0	0	0	1
20230313104852	20.42	38.033	5.626	20.784	0	0	0	1
20230313104853	20.407	38.048	5.62	20.784	0	0	0	1
20230313104855	20.42	38.033	5.626	20.784	0	0	0	1
20230313104856	20.42	38.079	5.644	20.784	0	0	0	1
20230313104857	20.407	38.062	5.626	20.796	0	0	0	1
20230313104858	20.42	38.106	5.654	20.784	0	0	0	1
20230313104859	20.407	38.062	5.626	20.784	0	0	0	1
20230313104900	20.434	38.051	5.646	20.784	0	0	0	1
20230313104901	20.434	38.108	5.667	20.784	0	0	0	1
20230313104902	20.42	38.122	5.66	20.784	0	0	0	1
20230313104903	20.42	38.122	5.66	20.784	0	0	0	1
20230313104904	20.45	38.083	5.672	20.784	0	0	0	1
20230313104905	20.434	38.094	5.662	20.772	0	0	0	1
20230313104906	20.434	38.138	5.679	20.784	0	0	0	1
20230313104907	20.42	38.138	5.666	20.784	0	0	0	1
20230313104908	20.463	38.143	5.706	20.784	0	0	0	1
20230313104910	20.45	38.126	5.688	20.784	0	0	0	1
20230313104911	20.45	38.17	5.705	20.784	0	0	0	1
20230313104912	20.45	38.17	5.705	20.784	0	0	0	1
20230313104913	20.434	38.181	5.695	20.784	0	0	0	1
20230313104914	20.45	38.14	5.694	20.784	0	0	0	1
20230313104915	20.45	38.184	5.71	20.784	0	0	0	1
20230313104916	20.434	38.152	5.684	20.784	0	0	0	1
20230313104917	20.434	38.138	5.679	20.784	0	0	0	1
20230313104918	20.45	38.14	5.694	20.784	0	0	0	1
20230313104919	20.42	38.093	5.649	20.784	0	0	0	1
20230313104920	20.434	38.108	5.667	20.784	0	0	0	1
20230313104921	20.434	38.125	5.674	20.784	0	0	0	1
20230313104922	20.45	38.111	5.683	20.784	0	0	0	1
20230313104923	20.434	38.181	5.695	20.784	0	0	0	1
20230313104925	20.42	38.181	5.682	20.784	0	0	0	1
20230313104926	20.434	38.167	5.69	20.784	0	0	0	1
20230313104927	20.42	38.198	5.689	20.784	0	0	0	1
20230313104928	20.42	38.268	5.715	20.784	0	0	0	1
20230313104929	20.42	38.299	5.727	20.784	0	0	0	1
20230313104930	20.42	38.299	5.727	20.784	0	0	0	1
20230313104931	20.434	38.331	5.752	20.784	0	0	0	1
20230313104932	20.391	38.34	5.717	20.784	0	0	0	1
20230313104933	20.42	38.328	5.738	20.784	0	0	0	1
20230313104934	20.434	38.331	5.752	20.784	0	0	0	1
20230313104935	20.434	38.3	5.74	20.784	0	0	0	1
20230313104936	20.434	38.331	5.752	20.784	0	0	0	1
20230313104937	20.407	38.328	5.726	20.784	0	0	0	1
20230313104938	20.434	38.257	5.724	20.784	0	0	0	1
20230313104940	20.391	38.386	5.734	20.784	0	0	0	1
20230313104941	20.407	38.372	5.743	20.784	0	0	0	1
20230313104942	20.378	38.367	5.715	20.784	0	0	0	1
20230313104943	20.407	38.415	5.759	20.784	0	0	0	1
20230313104944	20.391	38.413	5.744	20.784	0	0	0	1
20230313104945	20.407	38.459	5.776	20.784	0	0	0	1
20230313104946	20.407	38.415	5.759	20.784	0	0	0	1
20230313104947	20.407	38.445	5.77	20.772	0	0	0	1
20230313104948	20.391	38.442	5.755	20.784	0	0	0	1
20230313104949	20.378	38.442	5.743	20.784	0	0	0	1
20230313104950	20.407	38.459	5.776	20.784	0	0	0	1
20230313104951	20.378	38.442	5.743	20.784	0	0	0	1
20230313104952	20.391	38.442	5.755	20.784	0	0	0	1
20230313104953	20.391	38.473	5.767	20.796	0	0	0	1
20230313104955	20.391	38.486	5.772	20.784	0	0	0	1
20230313104956	20.378	38.486	5.76	20.784	0	0	0	1
20230313104957	20.42	38.46	5.788	20.784	0	0	0	1
20230313104958	20.407	38.415	5.759	20.784	0	0	0	1
20230313104959	20.42	38.477	5.794	20.784	0	0	0	1
20230313105000	20.434	38.433	5.79	20.784	0	0	0	1
20230313105001	20.407	38.459	5.776	20.784	0	0	0	1
20230313105002	20.407	38.488	5.787	20.784	0	0	0	1
20230313105003	20.42	38.506	5.805	20.784	0	0	0	1
20230313105004	20.42	38.491	5.799	20.784	0	0	0	1
20230313105005	20.434	38.509	5.819	20.784	0	0	0	1
20230313105006	20.434	38.509	5.819	20.796	0	0	0	1
20230313105007	20.42	38.447	5.783	20.784	0	0	0	1
20230313105008	20.45	38.509	5.833	20.784	0	0	0	1
20230313105010	20.45	38.479	5.822	20.784	0	0	0	1
20230313105011	20.42	38.52	5.81	20.784	0	0	0	1
20230313105012	20.434	38.509	5.819	20.784	0	0	0	1
20230313105013	20.434	38.491	5.812	20.784	0	0	0	1
20230313105014	20.42	38.477	5.794	20.784	0	0	0	1
20230313105015	20.434	38.477	5.807	20.784	0	0	0	1
20230313105016	20.434	38.509	5.819	20.796	0	0	0	1
20230313105017	20.42	38.46	5.788	20.784	0	0	0	1
20230313105018	20.45	38.479	5.822	20.784	0	0	0	1
20230313105019	20.434	38.46	5.8	20.784	0	0	0	1
20230313105020	20.42	38.491	5.799	20.784	0	0	0	1
20230313105021	20.45	38.45	5.811	20.796	0	0	0	1
20230313105022	20.506	38.177	5.758	20.784	0	0	0	1
20230313105023	20.492	37.498	5.486	20.796	0	0	0	1
20230313105025	20.549	36.532	5.16	20.784	0	0	0	1
20230313105026	20.549	35.131	4.599	20.796	0	0	0	1
20230313105027	20.578	33.198	3.816	20.796	0	0	0	1
20230313105028	20.562	30.13	2.43	20.796	0	0	0	0
20230313105029	20.533	26.931	0.835	20.796	0	0	0	0
20230313105030	20.519	23.975	-0.781	20.796	0	0	0	0
20230313105031	20.506	21.082	-2.542	20.796	0	0	0	0
20230313105032	20.492	16.411	-5.891	20.796	0	0	0	0
20230313105033	20.476	14.557	-7.468	20.796	0	0	0	0
20230313105034	20.476	12.923	-9.001	20.796	0	0	0	0
20230313105035	20.45	11.569	-10.429	20.796	0	0	0	1
20230313105036	20.434	10.329	-11.866	20.796	0	0	0	0
20230313105037	20.42	9.133	-13.403	20.796	0	0	0	0
20230313105038	20.391	8.232	-14.697	20.796	0	0	0	0
20230313105040	20.391	7.353	-16.064	20.796	0	0	0	0
20230313105041	20.364	6.555	-17.458	20.796	0	0	0	1
20230313105042	20.378	5.919	-18.655	20.796	0	0	0	0
20230313105043	20.351	5.339	-19.88	20.796	0	0	0	0
20230313105044	20.351	4.88	-20.921	20.796	0	0	0	0
20230313105045	20.335	4.437	-22.024	20.796	0	0	0	0
20230313105046	20.322	4.057	-23.05	20.796	0	0	0	0
20230313105047	20.335	3.439	-24.894	20.796	0	0	0	0
20230313105048	20.292	3.142	-25.923	20.796	0	0	0	0
20230313105049	20.279	2.94	-26.661	20.796	0	0	0	0
20230313105050	20.292	2.802	-27.176	20.796	0	0	0	1
20230313105051	20.292	2.501	-28.407	20.796	0	0	0	0
20230313105052	20.279	2.341	-29.124	20.796	0	0	0	0
20230313105053	20.279	2.263	-29.486	20.796	0	0	0	0
20230313105055	20.308	2.065	-30.438	20.796	0	0	0	0
20230313105056	20.266	1.979	-30.914	20.796	0	0	0	0
20230313105057	20.266	1.881	-31.446	20.796	0	0	0	0
20230313105058	20.266	1.782	-32.01	20.796	0	0	0	0
20230313105059	20.252	1.703	-32.49	20.796	0	0	0	0
