EventTime	aTemp	RH	DP	cTemp	mTemp	sLid	sVacuu	sPressure
20230321105242	18.22	0.22	-52.82	18.64	18.31	0	0	0
20230321105244	18.24	0.14	-56.56	18.65	18.32	0	0	0
20230321105245	18.22	0.16	-55.48	18.64	18.31	0	0	0
20230321105246	18.25	0.18	-54.49	18.64	18.31	0	0	0
20230321105247	18.25	0.14	-56.55	18.65	18.32	0	0	1
20230321105248	18.22	0.11	-58.51	18.64	18.32	0	0	0
20230321105249	18.25	0.13	-57.15	18.65	18.31	0	0	0
20230321105250	18.25	0.17	-54.96	18.65	18.33	0	0	0
20230321105251	18.27	0.11	-58.48	18.65	18.32	0	0	0
20230321105252	18.27	0.17	-54.95	18.64	18.32	0	0	0
20230321105253	18.25	0.14	-56.55	18.66	18.32	0	0	0
20230321105255	18.25	0.14	-56.55	18.66	18.33	0	0	0
20230321105256	18.28	0.18	-54.47	18.66	18.33	0	0	0
20230321105257	18.28	0.14	-56.54	18.66	18.33	0	0	0
20230321105258	18.29	0.11	-58.47	18.65	18.33	0	0	0
20230321105259	18.28	0.17	-54.95	18.65	18.33	0	0	0
20230321105300	18.27	0.18	-54.48	18.67	18.33	0	0	0
20230321105301	18.31	0.13	-57.12	18.66	18.34	0	0	0
20230321105302	18.28	0.17	-54.95	18.67	18.34	0	0	0
20230321105303	18.28	0.11	-58.48	18.67	18.33	0	0	0
20230321105304	18.31	0.17	-54.93	18.67	18.33	0	0	0
