EventTime	aTemp	RH	DP	cTemp	mTemp	sLid	sVacuu	sPressure
20230321103502	18.86	0.26	-51.06	21.58	19.31	0	0	0
20230321103504	18.83	0.2	-53.3	21.56	19.3	0	0	0
20230321103505	18.85	0.22	-52.49	21.55	19.28	0	0	0
20230321103506	18.83	0.2	-53.3	21.52	19.28	0	0	0
20230321103507	18.86	0.22	-52.48	21.5	19.27	0	0	0
20230321103508	18.85	0.2	-53.29	21.47	19.27	0	0	0
20230321103509	18.82	0.26	-51.08	21.45	19.24	0	0	0
20230321103510	18.8	0.22	-52.51	21.41	19.25	0	0	0
20230321103511	18.82	0.26	-51.08	21.4	19.23	0	0	0
20230321103512	18.83	0.22	-52.5	21.37	19.24	0	0	0
20230321103513	18.8	0.14	-56.27	21.35	19.23	0	0	0
20230321103514	18.82	0.22	-52.5	21.34	19.21	0	0	0
20230321103515	18.82	0.22	-52.5	21.31	19.2	0	0	0
20230321103517	18.78	0.2	-53.33	21.29	19.19	0	0	0
20230321103518	18.79	0.26	-51.09	21.27	19.19	0	0	0
20230321103519	18.8	0.26	-51.09	21.24	19.19	0	0	0
20230321103520	18.79	0.18	-54.21	21.24	19.18	0	0	0
20230321103521	18.79	0.22	-52.52	21.21	19.17	0	0	0
20230321103522	18.79	0.22	-52.52	21.19	19.17	0	0	0
20230321103523	18.79	0.32	-49.29	21.18	19.15	0	0	0
20230321103524	18.79	0.2	-53.32	21.15	19.13	0	0	0
20230321103525	18.79	0.26	-51.09	21.14	19.14	0	0	0
20230321103526	18.76	0.16	-55.2	21.11	19.13	0	0	0
20230321103527	18.76	0.24	-51.8	21.09	19.13	0	0	0
20230321103528	18.78	0.28	-50.46	21.08	19.12	0	0	0
20230321103529	18.76	0.12	-57.54	21.05	19.11	0	0	0
20230321103531	18.76	0.18	-54.22	21.04	19.1	0	0	0
20230321103532	18.75	0.18	-54.23	21.03	19.1	0	0	0
20230321103533	18.76	0.18	-54.22	20.99	19.08	0	0	0
20230321103534	18.75	0.28	-50.47	20.99	19.08	0	0	0
20230321103535	18.74	0.2	-53.35	20.97	19.08	0	0	0
20230321103536	18.74	0.2	-53.35	20.94	19.07	0	0	0
20230321103537	18.74	0.16	-55.21	20.94	19.06	0	0	0
20230321103538	18.74	0.18	-54.23	20.91	19.06	0	0	0
20230321103539	18.72	0.22	-52.56	20.89	19.05	0	0	0
20230321103540	18.72	0.16	-55.22	20.88	19.04	0	0	0
20230321103541	18.72	0.18	-54.24	20.87	19.04	0	0	0
20230321103542	18.75	0.18	-54.23	20.84	19.04	0	0	0
20230321103544	18.72	0.2	-53.36	20.83	19.02	0	0	0
20230321103545	18.71	0.22	-52.56	20.82	19.02	0	0	0
20230321103546	18.71	0.24	-51.82	20.8	19.02	0	0	0
20230321103547	18.71	0.22	-52.56	20.78	19.01	0	0	0
20230321103548	18.69	0.24	-51.83	20.76	19.0	0	0	0
20230321103549	18.72	0.18	-54.24	20.74	18.99	0	0	0
20230321103550	18.71	0.24	-51.82	20.74	18.99	0	0	0
20230321103551	18.69	0.16	-55.23	20.72	18.99	0	0	0
20230321103552	18.68	0.28	-50.51	20.7	18.97	0	0	0
20230321103553	18.68	0.2	-53.38	20.67	18.98	0	0	0
20230321103554	18.63	0.23	-52.23	20.67	18.97	0	0	0
20230321103555	18.68	0.16	-55.24	20.65	18.95	0	0	0
20230321103556	18.66	0.2	-53.39	20.64	18.94	0	0	0
20230321103558	18.68	0.2	-53.38	20.61	18.93	0	0	0
20230321103559	18.66	0.26	-51.16	20.61	18.94	0	0	0
20230321103600	18.66	0.2	-53.39	20.6	18.93	0	0	0
20230321103601	18.65	0.18	-54.28	20.58	18.92	0	0	0
20230321103602	18.65	0.2	-53.4	20.56	18.93	0	0	0
20230321103603	18.63	0.26	-51.18	20.54	18.91	0	0	0
20230321103604	18.63	0.18	-54.29	20.54	18.91	0	0	0
20230321103605	18.62	0.22	-52.61	20.52	18.91	0	0	1
20230321103606	18.61	0.19	-53.85	20.5	18.9	0	0	0
20230321103607	18.61	0.18	-54.3	20.49	18.9	0	0	0
20230321103608	18.63	0.18	-54.29	20.48	18.9	0	0	0
20230321103609	18.63	0.16	-55.27	20.47	18.87	0	0	0
20230321103611	18.61	0.22	-52.62	20.43	18.88	0	0	0
20230321103612	18.62	0.18	-54.3	20.43	18.88	0	0	0
20230321103613	18.63	0.18	-54.29	20.42	18.88	0	0	0
20230321103614	18.61	0.22	-52.62	20.4	18.86	0	0	0
20230321103615	18.56	0.18	-54.33	20.38	18.86	0	0	0
20230321103616	18.61	0.22	-52.62	20.37	18.84	0	0	0
20230321103617	18.58	0.13	-56.99	20.37	18.85	0	0	0
20230321103618	18.59	0.25	-51.54	20.35	18.84	0	0	0
20230321103619	18.59	0.19	-53.86	20.32	18.82	0	0	0
20230321103620	18.55	0.21	-53.04	20.32	18.84	0	0	0
20230321103621	18.58	0.18	-54.32	20.31	18.84	0	0	0
20230321103622	18.59	0.23	-52.25	20.3	18.82	0	0	0
20230321103623	18.58	0.21	-53.02	20.27	18.8	0	0	0
20230321103625	18.58	0.18	-54.32	20.27	18.81	0	0	0
20230321103626	18.56	0.18	-54.33	20.26	18.81	0	0	0
20230321103627	18.52	0.25	-51.57	20.25	18.8	0	0	0
20230321103628	18.52	0.21	-53.06	20.23	18.8	0	0	0
20230321103629	18.53	0.15	-55.85	20.23	18.79	0	0	0
20230321103630	18.55	0.23	-52.27	20.23	18.79	0	0	0
20230321103631	18.52	0.19	-53.9	20.2	18.79	0	0	0
20230321103632	18.55	0.17	-54.81	20.18	18.77	0	0	0
20230321103633	18.52	0.15	-55.85	20.17	18.78	0	0	0
20230321103634	18.53	0.19	-53.89	20.18	18.77	0	0	0
20230321103635	18.52	0.19	-53.9	20.15	18.75	0	0	0
20230321103636	18.51	0.19	-53.9	20.15	18.77	0	0	0
20230321103638	18.53	0.23	-52.28	20.13	18.75	0	0	0
20230321103639	18.49	0.15	-55.87	20.13	18.75	0	0	0
20230321103640	18.51	0.17	-54.83	20.13	18.75	0	0	0
20230321103641	18.46	0.21	-53.09	20.11	18.74	0	0	0
20230321103642	18.49	0.19	-53.91	20.09	18.74	0	0	0
20230321103643	18.49	0.17	-54.84	20.07	18.73	0	0	0
20230321103644	18.46	0.23	-52.32	20.07	18.73	0	0	0
20230321103645	18.48	0.21	-53.08	20.07	18.73	0	0	0
20230321103646	18.49	0.19	-53.91	20.06	18.72	0	0	0
20230321103647	18.45	0.21	-53.09	20.03	18.72	0	0	0
20230321103648	18.46	0.19	-53.93	20.02	18.72	0	0	0
20230321103649	18.46	0.15	-55.88	20.02	18.71	0	0	0
20230321103650	18.45	0.21	-53.09	20.0	18.7	0	0	0
20230321103652	18.46	0.15	-55.88	20.0	18.71	0	0	0
20230321103653	18.45	0.17	-54.86	19.99	18.7	0	0	0
20230321103654	18.43	0.17	-54.87	19.97	18.7	0	0	0
20230321103655	18.43	0.19	-53.94	19.97	18.68	0	0	0
20230321103656	18.43	0.21	-53.1	19.96	18.7	0	0	0
20230321103657	18.43	0.11	-58.4	19.96	18.68	0	0	0
20230321103658	18.43	0.19	-53.94	19.95	18.68	0	0	0
20230321103659	18.43	0.15	-55.9	19.93	18.68	0	0	0
20230321103700	18.42	0.15	-55.9	19.93	18.67	0	0	0
20230321103701	18.43	0.19	-53.94	19.91	18.67	0	0	0
20230321103702	18.41	0.17	-54.88	19.9	18.65	0	0	0
20230321103703	18.39	0.19	-53.96	19.9	18.66	0	0	0
20230321103704	18.41	0.19	-53.95	19.88	18.65	0	0	0
20230321103706	18.42	0.17	-54.87	19.88	18.65	0	0	0
20230321103707	18.41	0.19	-53.95	19.87	18.65	0	0	0
20230321103708	18.39	0.19	-53.96	19.85	18.65	0	0	0
20230321103709	18.38	0.15	-55.92	19.82	18.64	0	0	0
20230321103710	18.38	0.21	-53.13	19.76	18.64	0	0	0
20230321103711	18.39	0.15	-55.92	19.68	18.63	0	0	0
20230321103712	18.38	0.21	-53.13	19.58	18.63	0	0	0
20230321103713	18.38	0.21	-53.13	19.47	18.6	0	0	0
20230321103714	18.36	0.15	-55.93	19.39	18.6	0	0	0
20230321103715	18.38	0.21	-53.13	19.28	18.6	0	0	0
20230321103716	18.36	0.13	-57.1	19.19	18.58	0	0	0
20230321103717	18.35	0.17	-54.91	19.1	18.59	0	0	0
20230321103718	18.33	0.19	-54.0	19.0	18.57	0	0	0
20230321103720	18.35	0.25	-51.67	18.91	18.54	0	0	0
20230321103721	18.32	0.15	-55.95	18.81	18.54	0	0	0
20230321103722	18.33	0.19	-54.0	18.72	18.52	0	0	0
20230321103723	18.33	0.19	-54.0	18.63	18.5	0	0	0
20230321103724	18.33	0.21	-53.16	18.54	18.5	0	0	0
20230321103725	18.32	0.15	-55.95	18.44	18.46	0	0	0
20230321103726	18.32	0.15	-55.95	18.36	18.45	0	0	0
20230321103727	18.33	0.21	-53.16	18.29	18.44	0	0	0
20230321103728	18.31	0.21	-53.17	18.2	18.41	0	0	0
20230321103729	18.31	0.18	-54.46	18.11	18.4	0	0	0
20230321103730	18.29	0.15	-55.97	18.01	18.39	0	0	0
20230321103731	18.29	0.18	-54.47	17.95	18.36	0	0	0
20230321103732	18.29	0.18	-54.47	17.86	18.34	0	0	0
20230321103733	18.29	0.13	-57.13	17.77	18.32	0	0	0
20230321103735	18.29	0.11	-58.47	17.68	18.3	0	0	0
20230321103736	18.27	0.17	-54.95	17.62	18.26	0	0	0
20230321103737	18.27	0.23	-52.42	17.54	18.26	0	0	0
20230321103738	18.28	0.17	-54.95	17.46	18.25	0	0	0
20230321103739	18.27	0.2	-53.6	17.38	18.2	0	0	0
20230321103740	18.25	0.13	-57.15	17.29	18.2	0	0	0
20230321103741	18.25	0.14	-56.55	17.23	18.18	0	0	0
20230321103742	18.27	0.18	-54.48	17.15	18.16	0	0	0
20230321103743	18.24	0.14	-56.56	17.07	18.12	0	0	0
20230321103744	18.24	0.14	-56.56	17.0	18.11	0	0	0
20230321103745	18.24	0.18	-54.49	16.94	18.1	0	0	0
20230321103746	18.22	0.22	-52.82	16.85	18.06	0	0	0
20230321103747	18.22	0.14	-56.57	16.79	18.05	0	0	0
20230321103748	18.24	0.2	-53.61	16.71	18.03	0	0	0
20230321103750	18.21	0.12	-57.82	16.65	18.01	0	0	0
20230321103751	18.21	0.2	-53.63	16.57	18.0	0	0	0
20230321103752	18.21	0.16	-55.48	16.51	17.96	0	0	0
20230321103753	18.2	0.18	-54.51	16.43	17.95	0	0	0
20230321103754	18.18	0.2	-53.65	16.38	17.93	0	0	0
20230321103755	18.24	0.18	-54.49	16.31	17.9	0	0	0
20230321103756	18.2	0.14	-56.58	16.24	17.87	0	0	0
20230321103757	18.17	0.14	-56.59	16.18	17.87	0	0	0
20230321103758	18.18	0.2	-53.65	16.1	17.83	0	0	0
20230321103759	18.15	0.16	-55.51	16.03	17.82	0	0	0
20230321103800	18.15	0.22	-52.86	15.98	17.8	0	0	0
20230321103801	18.15	0.14	-56.6	15.93	17.77	0	0	0
20230321103802	18.11	0.2	-53.68	15.87	17.76	0	0	0
20230321103804	18.12	0.18	-54.56	15.8	17.73	0	0	0
20230321103805	18.12	0.22	-52.88	15.74	17.72	0	0	0
20230321103806	18.12	0.24	-52.14	15.67	17.69	0	0	0
20230321103807	18.09	0.14	-56.63	15.6	17.67	0	0	0
20230321103808	18.11	0.22	-52.88	15.53	17.67	0	0	0
20230321103809	18.09	0.12	-57.88	15.5	17.64	0	0	0
20230321103810	18.08	0.18	-54.58	15.43	17.61	0	0	0
20230321103811	18.08	0.18	-54.58	15.37	17.59	0	0	0
20230321103812	18.08	0.12	-57.88	15.31	17.58	0	0	0
20230321103813	18.08	0.16	-55.55	15.27	17.57	0	0	0
20230321103814	18.05	0.18	-54.59	15.21	17.53	0	0	0
20230321103815	18.05	0.14	-56.65	15.16	17.52	0	0	0
20230321103816	18.04	0.2	-53.72	15.09	17.51	0	0	0
20230321103818	18.04	0.16	-55.57	15.06	17.47	0	0	0
20230321103819	18.0	0.16	-55.59	14.99	17.45	0	0	0
20230321103820	18.03	0.18	-54.6	14.94	17.44	0	0	0
20230321103821	18.01	0.2	-53.73	14.9	17.43	0	0	0
20230321103822	18.0	0.19	-54.17	14.84	17.39	0	0	0
20230321103823	17.98	0.19	-54.18	14.8	17.46	0	0	0
20230321103824	17.98	0.19	-54.18	14.75	17.8	0	0	0
20230321103825	17.96	0.12	-57.94	14.7	18.32	0	0	0
20230321103826	17.97	0.23	-52.58	14.66	18.94	0	0	0
20230321103827	17.96	0.18	-54.64	14.62	19.6	0	0	0
20230321103828	17.97	0.16	-55.61	14.58	20.26	0	0	0
20230321103829	17.97	0.18	-54.63	14.54	20.89	0	0	0
20230321103830	17.97	0.13	-57.29	14.49	21.5	0	0	0
20230321103831	17.98	0.19	-54.18	14.47	22.04	0	0	0
20230321103833	18.0	0.22	-52.94	14.44	22.34	0	0	0
20230321103834	18.0	0.22	-52.94	14.39	22.42	0	0	0
20230321103835	18.01	0.18	-54.61	14.36	22.33	0	0	0
20230321103836	18.03	0.24	-52.19	14.34	22.15	0	0	0
20230321103837	18.01	0.12	-57.92	14.28	21.97	0	0	0
20230321103838	18.04	0.22	-52.92	14.26	21.75	0	0	0
20230321103839	18.04	0.14	-56.66	14.22	21.52	0	0	0
20230321103840	18.04	0.12	-57.9	14.19	21.32	0	0	0
20230321103841	18.05	0.14	-56.65	14.15	21.11	0	0	0
20230321103842	18.04	0.16	-55.57	14.11	20.92	0	0	0
20230321103843	18.05	0.1	-59.35	14.09	20.74	0	0	0
20230321103844	18.05	0.18	-54.59	14.05	20.56	0	0	0
20230321103845	18.05	0.16	-55.56	14.01	20.37	0	0	0
20230321103846	18.07	0.2	-53.7	13.99	20.2	0	0	0
20230321103848	18.07	0.18	-54.58	13.95	20.05	0	0	0
20230321103849	18.05	0.14	-56.65	13.91	19.89	0	0	0
20230321103850	18.04	0.16	-55.57	13.86	19.72	0	0	0
20230321103851	18.01	0.18	-54.61	13.85	19.58	0	0	0
20230321103852	18.03	0.1	-59.36	13.81	19.45	0	0	0
20230321103853	18.01	0.2	-53.73	13.77	19.33	0	0	0
20230321103854	18.01	0.14	-56.67	13.73	19.19	0	0	0
20230321103855	18.0	0.08	-61.11	13.71	19.07	0	0	0
20230321103856	18.01	0.2	-53.73	13.66	18.95	0	0	0
20230321103857	17.98	0.16	-55.6	13.64	18.82	0	0	0
20230321103858	18.01	0.18	-54.61	13.58	18.73	0	0	0
20230321103859	17.98	0.12	-57.93	13.57	18.64	0	0	0
20230321103900	17.98	0.19	-54.18	13.52	18.54	0	0	0
20230321103901	17.98	0.16	-55.6	13.5	18.45	0	0	0
20230321103903	17.98	0.16	-55.6	13.46	18.36	0	0	0
20230321103904	17.97	0.12	-57.94	13.42	18.26	0	0	0
20230321103905	17.94	0.19	-54.2	13.4	18.2	0	0	0
20230321103906	17.96	0.18	-54.64	13.37	18.11	0	0	0
20230321103907	17.94	0.16	-55.62	13.33	18.05	0	0	0
20230321103908	17.91	0.17	-55.14	13.28	17.96	0	0	0
20230321103909	17.93	0.07	-62.17	13.26	17.9	0	0	0
20230321103910	17.89	0.13	-57.33	13.22	17.83	0	0	0
20230321103911	17.88	0.13	-57.34	13.21	17.77	0	0	0
20230321103912	17.87	0.15	-56.18	13.16	17.7	0	0	0
20230321103913	17.85	0.25	-51.93	13.15	17.67	0	0	0
20230321103914	17.85	0.19	-54.25	13.12	17.61	0	0	0
20230321103915	17.85	0.15	-56.2	13.09	17.55	0	0	0
20230321103916	17.84	0.15	-56.2	13.05	17.51	0	0	0
20230321103917	17.82	0.19	-54.26	13.03	17.45	0	0	0
20230321103918	17.8	0.15	-56.22	13.01	17.4	0	0	0
20230321103920	17.8	0.17	-55.19	12.97	17.37	0	0	0
20230321103921	17.78	0.09	-60.31	12.94	17.31	0	0	0
20230321103922	17.78	0.19	-54.28	12.92	17.29	0	0	0
20230321103923	17.76	0.13	-57.4	12.88	17.24	0	0	0
20230321103924	17.74	0.13	-57.41	12.87	17.21	0	0	0
20230321103925	17.73	0.09	-60.33	12.82	17.16	0	0	0
20230321103926	17.74	0.15	-56.25	12.8	17.13	0	0	0
20230321103927	17.7	0.19	-54.33	12.76	17.08	0	0	0
20230321103928	17.7	0.09	-60.34	12.75	17.06	0	0	0
20230321103929	17.67	0.15	-56.29	12.72	17.02	0	0	0
20230321103930	17.68	0.15	-56.28	12.69	17.0	0	0	0
20230321103931	17.65	0.11	-58.79	12.66	16.96	0	0	0
20230321103932	17.65	0.15	-56.3	12.64	16.93	0	0	0
20230321103933	17.63	0.15	-56.31	12.62	16.91	0	0	0
20230321103934	17.64	0.17	-55.28	12.59	16.88	0	0	0
20230321103936	17.61	0.13	-57.48	12.57	16.85	0	0	0
20230321103937	17.61	0.15	-56.32	12.53	16.83	0	0	0
20230321103938	17.6	0.18	-54.83	12.51	16.8	0	0	0
20230321103939	17.6	0.21	-53.54	12.48	16.79	0	0	0
20230321103940	17.57	0.2	-53.97	12.47	16.76	0	0	0
20230321103941	17.57	0.09	-60.41	12.42	16.72	0	0	0
20230321103942	17.57	0.12	-58.14	12.41	16.71	0	0	0
20230321103943	17.53	0.12	-58.16	12.39	16.7	0	0	0
20230321103944	17.53	0.18	-54.86	12.36	16.68	0	0	0
20230321103945	17.53	0.12	-58.16	12.33	16.64	0	0	0
20230321103946	17.53	0.08	-61.34	12.32	16.63	0	0	0
20230321103947	17.5	0.12	-58.17	12.28	16.61	0	0	0
20230321103948	17.49	0.1	-59.62	12.27	16.59	0	0	0
20230321103950	17.47	0.1	-59.63	12.24	16.57	0	0	0
20230321103951	17.47	0.16	-55.86	12.22	16.56	0	0	0
20230321103952	17.46	0.12	-58.19	12.18	16.54	0	0	0
20230321103953	17.43	0.1	-59.65	12.17	16.51	0	0	0
20230321103954	17.43	0.14	-56.97	12.15	16.5	0	0	0
20230321103955	17.42	0.06	-63.59	12.12	16.49	1	0	0
20230321103956	17.42	0.16	-55.89	12.1	16.47	1	0	0
20230321103957	17.4	0.12	-58.22	12.07	16.46	1	0	0
20230321103958	17.37	0.14	-57.0	12.05	16.44	1	0	0
20230321103959	17.36	0.1	-59.69	12.03	16.41	1	0	0
20230321104000	17.36	0.08	-61.42	12.01	16.42	1	0	0
20230321104001	17.34	0.1	-59.7	11.99	16.41	1	0	0
20230321104003	17.34	0.12	-58.25	11.95	16.36	1	0	0
20230321104004	17.33	0.14	-57.02	11.95	16.38	1	0	0
20230321104005	17.32	0.18	-54.97	11.94	16.35	1	0	0
20230321104006	17.32	0.1	-59.71	11.92	16.34	1	0	0
20230321104007	17.26	0.1	-59.74	11.89	16.33	1	0	0
20230321104008	17.27	0.05	-65.02	11.87	16.32	1	0	0
20230321104009	17.26	0.1	-59.74	11.86	16.29	1	0	0
20230321104010	17.26	0.1	-59.74	11.82	16.28	1	0	0
20230321104011	17.27	0.14	-57.05	11.82	16.27	1	0	0
20230321104012	17.27	0.1	-59.73	11.81	16.27	1	0	0
20230321104013	17.23	0.07	-62.51	11.77	16.25	1	0	0
20230321104014	17.23	0.11	-59.0	11.76	16.25	1	0	0
20230321104015	17.21	0.11	-59.01	11.72	16.23	1	0	0
20230321104016	17.19	0.11	-59.02	11.72	16.23	1	0	0
20230321104018	17.17	0.13	-57.7	11.7	16.2	1	0	0
20230321104019	17.17	0.11	-59.03	11.67	16.21	1	0	0
20230321104020	17.16	0.15	-56.55	11.67	16.2	1	0	0
20230321104021	17.16	0.13	-57.71	11.66	16.19	1	0	0
20230321104022	17.14	0.17	-55.54	11.65	16.18	1	0	0
20230321104023	17.13	0.13	-57.72	11.62	16.29	1	0	0
20230321104024	17.13	0.07	-62.56	11.61	16.7	1	0	0
20230321104025	17.13	0.13	-57.72	11.61	17.3	1	0	0
20230321104026	17.1	0.09	-60.64	11.57	17.96	1	0	0
20230321104027	17.1	0.13	-57.74	11.57	18.65	1	0	0
20230321104028	17.11	0.13	-57.73	11.56	19.33	1	0	0
20230321104029	17.11	0.15	-56.58	11.56	19.97	1	0	0
20230321104030	17.1	0.07	-62.57	11.56	20.59	1	0	0
20230321104032	17.16	0.11	-59.04	11.56	21.19	1	0	0
20230321104033	17.16	0.09	-60.61	11.55	21.73	1	0	0
20230321104034	17.16	0.15	-56.55	11.55	22.28	1	0	0
20230321104035	17.16	0.07	-62.54	11.55	22.76	1	0	0
20230321104036	17.17	0.11	-59.03	11.55	23.23	1	0	0
20230321104037	17.19	0.15	-56.53	11.53	23.69	1	0	0
20230321104038	17.2	0.13	-57.68	11.56	24.1	1	0	0
20230321104039	17.23	0.13	-57.67	11.56	24.49	1	0	0
20230321104040	17.21	0.15	-56.52	11.56	24.88	1	0	0
20230321104041	17.26	0.11	-58.99	11.55	25.21	1	0	0
20230321104042	17.3	0.11	-58.97	11.56	25.55	1	0	0
20230321104043	17.3	0.14	-57.04	11.59	25.87	1	0	0
20230321104044	17.32	0.2	-54.1	11.59	26.16	1	0	0
20230321104046	17.34	0.12	-58.25	11.61	26.46	1	0	0
20230321104047	17.39	0.14	-56.99	11.61	26.72	1	0	0
20230321104048	17.42	0.12	-58.21	11.64	26.93	1	0	0
20230321104049	17.44	0.14	-56.97	11.64	27.18	1	0	0
20230321104050	17.44	0.08	-61.39	11.65	27.41	1	0	0
20230321104051	17.49	0.1	-59.62	11.66	27.62	1	0	0
20230321104052	17.52	0.1	-59.61	11.67	27.83	1	0	0
20230321104053	17.52	0.14	-56.92	11.7	28.02	1	0	0
20230321104054	17.56	0.12	-58.14	11.71	28.17	1	0	0
20230321104055	17.57	0.11	-58.83	11.72	28.34	1	0	0
20230321104056	17.61	0.13	-57.48	11.73	28.52	1	0	0
20230321104057	17.65	0.13	-57.46	11.76	28.65	1	0	0
20230321104059	17.67	0.18	-54.79	11.76	28.81	0	0	0
20230321104100	17.7	0.13	-57.43	11.78	28.93	0	0	0
20230321104101	17.76	0.05	-64.79	11.81	29.06	0	0	0
20230321104102	17.78	0.11	-58.73	11.82	29.31	0	0	0
20230321104103	17.8	0.15	-56.22	11.83	29.55	0	0	0
20230321104104	17.82	0.13	-57.37	11.84	29.73	0	0	0
20230321104105	17.82	0.15	-56.21	11.84	29.88	0	0	0
20230321104106	17.87	0.11	-58.68	11.88	30.04	0	0	0
20230321104107	17.91	0.1	-59.42	11.9	30.17	0	0	0
20230321104108	17.93	0.17	-55.13	11.9	30.28	0	0	0
20230321104109	17.96	0.13	-57.3	11.92	30.39	0	0	0
20230321104110	18.0	0.16	-55.59	11.94	30.48	0	0	0
20230321104111	18.03	0.16	-55.57	11.97	30.58	0	0	0
20230321104112	18.08	0.12	-57.88	11.98	30.65	0	0	0
20230321104114	18.11	0.18	-54.56	11.99	30.75	0	0	0
20230321104115	18.09	0.22	-52.89	12.01	30.83	0	0	0
20230321104116	18.14	0.12	-57.85	12.01	30.88	0	0	0
20230321104117	18.17	0.24	-52.11	12.04	30.96	0	0	0
20230321104118	18.2	0.14	-56.58	12.05	30.79	0	0	0
20230321104119	18.22	0.16	-55.48	12.05	30.37	0	0	0
20230321104120	18.24	0.18	-54.49	12.06	29.86	0	0	0
20230321104121	18.27	0.17	-54.95	12.09	29.31	0	0	0
20230321104122	18.28	0.14	-56.54	12.1	28.74	0	0	0
20230321104123	18.31	0.15	-55.96	12.11	28.19	0	0	0
20230321104124	18.33	0.19	-54.0	12.12	27.65	0	0	0
20230321104125	18.35	0.17	-54.91	12.12	27.13	0	0	0
20230321104126	18.35	0.19	-53.99	12.15	26.66	0	0	0
20230321104128	18.36	0.17	-54.9	12.2	26.19	0	0	0
20230321104129	18.38	0.23	-52.36	12.27	25.74	0	0	0
20230321104130	18.36	0.19	-53.98	12.32	25.29	0	0	0
20230321104131	18.36	0.19	-53.98	12.4	24.87	0	0	0
20230321104132	18.38	0.19	-53.97	12.47	24.48	0	0	0
20230321104133	18.36	0.23	-52.37	12.53	24.11	0	0	0
20230321104134	18.36	0.25	-51.66	12.62	23.76	0	0	0
20230321104135	18.35	0.15	-55.94	12.66	23.4	0	0	0
20230321104136	18.38	0.15	-55.92	12.75	23.1	0	0	0
20230321104137	18.36	0.17	-54.9	12.81	22.78	0	0	0
20230321104138	18.35	0.15	-55.94	12.87	22.48	0	0	0
20230321104139	18.33	0.15	-55.95	12.95	22.2	0	0	0
20230321104140	18.33	0.15	-55.95	13.02	21.92	0	0	0
20230321104141	18.32	0.19	-54.0	13.07	21.67	0	0	0
20230321104142	18.31	0.15	-55.96	13.14	21.42	0	0	0
20230321104144	18.29	0.2	-53.59	13.2	21.19	0	0	0
20230321104145	18.31	0.17	-54.93	13.26	21.0	0	0	0
20230321104146	18.29	0.18	-54.47	13.31	20.78	0	0	0
20230321104147	18.28	0.17	-54.95	13.38	20.6	0	0	0
20230321104148	18.27	0.13	-57.14	13.42	20.41	0	0	0
20230321104149	18.27	0.18	-54.48	13.5	20.24	0	0	0
20230321104150	18.21	0.16	-55.48	13.55	20.08	0	0	0
20230321104151	18.24	0.14	-56.56	13.58	19.91	0	0	0
20230321104152	18.22	0.12	-57.81	13.64	19.76	0	0	0
20230321104153	18.22	0.14	-56.57	13.71	19.63	0	0	0
20230321104154	18.18	0.18	-54.52	13.75	19.49	0	0	0
20230321104155	18.18	0.18	-54.52	13.8	19.38	0	0	0
20230321104156	18.15	0.22	-52.86	13.86	19.25	0	0	0
20230321104157	18.14	0.16	-55.52	13.89	19.13	0	0	0
20230321104158	18.12	0.12	-57.86	13.94	19.04	0	0	0
20230321104200	18.12	0.16	-55.53	13.98	18.92	0	0	0
20230321104201	18.11	0.14	-56.62	14.02	18.84	0	0	0
20230321104202	18.08	0.24	-52.16	14.07	18.74	0	0	0
