EventTime	aTemp	RH	DP	cTemp	mTemp	sLid	sVacuu	sPressure
20230321102202	19.75	0.79	-40.45	19.5	18.9	0	0	0
20230321102203	19.71	0.79	-40.48	19.5	18.9	0	0	0
20230321102204	19.71	0.73	-41.23	19.5	18.9	0	0	0
20230321102205	19.68	0.7	-41.65	19.5	18.9	0	0	0
20230321102206	19.7	0.71	-41.5	19.49	18.9	0	0	0
20230321102207	19.7	0.67	-42.05	19.49	18.9	0	0	0
20230321102208	19.7	0.71	-41.5	19.49	18.88	0	0	0
20230321102209	19.67	0.69	-41.79	19.49	18.88	0	0	0
20230321102210	19.68	0.69	-41.78	19.49	18.88	0	0	0
20230321102212	19.65	0.69	-41.8	19.49	18.87	0	0	0
20230321102213	19.65	0.66	-42.22	19.47	18.86	0	0	0
20230321102214	19.63	0.66	-42.23	19.47	18.87	0	0	0
20230321102215	19.64	0.65	-42.37	19.47	18.86	0	0	0
20230321102216	19.63	0.68	-41.95	19.47	18.85	0	0	0
20230321102217	19.63	0.63	-42.67	19.46	18.85	0	0	0
20230321102218	19.61	0.59	-43.3	19.47	18.85	0	0	0
20230321102219	19.61	0.65	-42.39	19.47	18.85	0	0	0
20230321102220	19.6	0.58	-43.46	19.46	18.84	0	0	0
20230321102221	19.57	0.62	-42.86	19.46	18.85	0	0	0
20230321102222	19.57	0.6	-43.16	19.45	18.84	0	0	0
20230321102223	19.57	0.64	-42.56	19.44	18.84	0	0	0
20230321102224	19.56	0.58	-43.48	19.44	18.84	0	0	0
20230321102226	19.54	0.52	-44.51	19.43	18.82	0	0	0
20230321102227	19.57	0.52	-44.49	19.43	18.81	0	0	0
20230321102228	19.53	0.62	-42.88	19.43	18.82	0	0	0
20230321102229	19.51	0.56	-43.84	19.43	18.81	0	0	0
20230321102230	19.54	0.56	-43.82	19.43	18.8	0	0	0
20230321102231	19.49	0.58	-43.52	19.43	18.8	0	0	0
20230321102232	19.51	0.54	-44.17	19.43	18.79	0	0	0
20230321102233	19.49	0.58	-43.52	19.41	18.79	0	0	0
20230321102234	19.47	0.5	-44.91	19.41	18.8	0	0	0
20230321102235	19.47	0.54	-44.2	19.41	18.8	0	0	0
20230321102236	19.49	0.54	-44.19	19.4	18.79	0	0	0
20230321102237	19.47	0.54	-44.2	19.4	18.79	0	0	0
20230321102238	19.46	0.46	-45.67	19.39	18.8	0	0	0
20230321102240	19.46	0.56	-43.87	19.39	18.79	0	0	0
20230321102241	19.43	0.54	-44.22	19.39	18.78	0	0	0
20230321102242	19.44	0.54	-44.21	19.38	18.78	0	0	0
20230321102243	19.44	0.48	-45.3	19.39	18.77	0	0	0
20230321102244	19.41	0.52	-44.58	19.38	18.77	0	0	0
20230321102245	19.4	0.5	-44.95	19.38	18.77	0	0	0
20230321102246	19.39	0.52	-44.59	19.38	18.75	0	0	0
20230321102247	19.37	0.54	-44.26	19.38	18.74	0	0	0
20230321102248	19.4	0.5	-44.95	19.38	18.75	0	0	0
20230321102249	19.37	0.46	-45.72	19.38	18.75	0	0	0
20230321102250	19.37	0.54	-44.26	19.37	18.74	0	0	0
20230321102251	19.36	0.46	-45.73	19.37	18.74	0	0	0
20230321102253	19.36	0.48	-45.34	19.37	18.74	0	0	0
20230321102254	19.34	0.49	-45.17	19.37	18.73	0	0	0
20230321102255	19.34	0.52	-44.62	19.37	18.73	0	0	0
20230321102256	19.36	0.5	-44.97	19.36	18.73	0	0	0
20230321102257	19.34	0.54	-44.27	19.34	18.72	0	0	0
20230321102258	19.31	0.49	-45.18	19.36	18.73	0	0	0
20230321102259	19.31	0.46	-45.76	19.34	18.72	0	0	0
20230321102300	19.31	0.43	-46.37	19.34	18.72	0	0	0
20230321102301	19.27	0.51	-44.84	19.34	18.71	0	0	0
20230321102302	19.29	0.45	-45.97	19.34	18.72	0	0	0
20230321102303	19.29	0.43	-46.38	19.33	18.71	0	0	0
20230321102304	19.29	0.43	-46.38	19.33	18.71	0	0	0
20230321102305	19.26	0.57	-43.82	19.33	18.71	0	0	0
20230321102306	19.26	0.45	-45.99	19.33	18.7	0	0	0
20230321102307	19.26	0.47	-45.59	19.33	18.7	0	0	0
20230321102309	19.24	0.45	-46.0	19.32	18.7	0	0	0
20230321102310	19.24	0.43	-46.41	19.33	18.7	0	0	0
20230321102311	19.26	0.4	-47.05	19.33	18.7	0	0	0
20230321102312	19.2	0.43	-46.43	19.33	18.7	0	0	0
20230321102313	19.2	0.43	-46.43	19.32	18.68	0	0	0
20230321102314	19.21	0.45	-46.01	19.31	18.68	0	0	0
20230321102315	19.2	0.49	-45.24	19.31	18.68	0	0	0
20230321102316	19.21	0.45	-46.01	19.31	18.68	0	0	0
20230321102317	19.19	0.47	-45.63	19.31	18.67	0	0	0
20230321102318	19.19	0.45	-46.03	19.3	18.67	0	0	0
20230321102319	19.17	0.47	-45.64	19.28	18.66	0	0	0
20230321102320	19.16	0.47	-45.65	19.28	18.66	0	0	0
20230321102322	19.16	0.45	-46.04	19.28	18.66	0	0	0
20230321102323	19.14	0.47	-45.66	19.28	18.66	0	0	0
20230321102324	19.13	0.43	-46.47	19.28	18.65	0	0	0
20230321102325	19.16	0.45	-46.04	19.28	18.65	0	0	0
20230321102326	19.11	0.39	-47.36	19.28	18.65	0	0	0
20230321102327	19.13	0.45	-46.06	19.27	18.66	0	0	0
20230321102328	19.11	0.43	-46.48	19.27	18.65	0	0	0
20230321102329	19.13	0.43	-46.47	19.27	18.66	0	0	0
20230321102330	19.13	0.45	-46.06	19.26	18.64	0	0	0
20230321102331	19.11	0.43	-46.48	19.27	18.65	0	0	0
20230321102332	19.1	0.43	-46.49	19.26	18.65	0	0	0
20230321102333	19.1	0.41	-46.92	19.25	18.63	0	0	0
20230321102334	19.06	0.41	-46.94	19.25	18.64	0	0	0
20230321102335	19.09	0.45	-46.08	19.25	18.63	0	0	0
20230321102337	19.06	0.43	-46.51	19.25	18.63	0	0	0
20230321102338	19.06	0.45	-46.1	19.25	18.63	0	0	0
20230321102339	19.03	0.43	-46.53	19.25	18.61	0	0	0
20230321102340	19.03	0.51	-44.98	19.24	18.61	0	0	0
20230321102341	19.05	0.43	-46.52	19.24	18.61	0	0	0
20230321102342	19.03	0.41	-46.96	19.24	18.61	0	0	0
20230321102343	19.02	0.47	-45.73	19.24	18.6	0	0	0
20230321102344	19.0	0.39	-47.42	19.24	18.6	0	0	0
20230321102345	19.02	0.37	-47.88	19.24	18.6	0	0	0
