EventTime	aTemp	RH	DP	cTemp	mTemp	sLid	sVacuu	sPressure	IsOkay
20230321134018	23.49	0.07	-59.52	23.43	21.08	1	1	1	1
20230321134019	23.53	0.23	-49.63	23.43	21.08	1	1	1	1
20230321134020	23.49	0.23	-49.66	23.41	21.05	1	1	1	1
20230321134021	23.49	0.26	-48.58	23.43	21.07	1	1	1	1
20230321134022	23.49	0.22	-50.04	23.43	21.07	1	1	1	1
20230321134023	23.5	0.28	-47.92	23.43	21.05	1	1	1	1
20230321134024	23.47	0.29	-47.62	23.41	21.05	1	1	1	1
20230321134025	23.5	0.28	-47.92	23.41	21.05	1	1	1	1
20230321134026	23.49	0.28	-47.92	23.41	21.05	1	1	1	1
20230321134027	23.5	0.23	-49.65	23.41	21.04	1	1	1	1
20230321134028	23.47	0.26	-48.59	23.43	21.05	1	1	1	1
20230321134029	23.49	0.23	-49.66	23.41	21.04	1	1	1	1
20230321134030	23.47	0.26	-48.59	23.41	21.03	1	1	1	1
20230321134031	23.47	0.26	-48.59	23.43	21.04	1	1	1	1
20230321134032	23.46	0.23	-49.67	23.41	21.03	1	1	1	1
20230321134033	23.46	0.26	-48.59	23.43	21.04	1	1	1	1
20230321134034	23.46	0.19	-51.33	23.41	21.04	1	1	1	1
20230321134036	23.46	0.27	-48.26	23.41	21.04	1	1	1	1
20230321134037	23.46	0.26	-48.59	23.4	21.03	1	1	1	1
20230321134038	23.45	0.29	-47.63	23.4	21.03	1	1	1	1
20230321134039	23.45	0.26	-48.6	23.41	21.03	1	1	1	1
20230321134040	23.4	0.23	-49.7	23.4	21.03	1	1	1	1
20230321134041	23.42	0.26	-48.62	23.4	21.03	1	1	1	1
20230321134042	23.4	0.22	-50.09	23.39	21.03	1	1	1	1
20230321134043	23.45	0.26	-48.6	23.39	21.03	1	1	1	1
20230321134044	23.45	0.22	-50.06	23.4	21.03	1	1	1	1
20230321134045	23.42	0.27	-48.28	23.39	21.02	1	1	1	1
20230321134046	23.43	0.27	-48.28	23.4	21.03	1	1	1	1
20230321134047	23.4	0.26	-48.63	23.4	21.0	1	1	1	1
20230321134048	23.4	0.26	-48.63	23.4	21.0	1	1	1	1
20230321134049	23.4	0.33	-46.5	23.39	21.0	1	1	1	1
20230321134050	23.39	0.23	-49.71	23.38	21.0	1	1	1	1
20230321134051	23.4	0.22	-50.09	23.38	21.0	1	1	1	1
