EventTime	aTemp	RH	DP	cTemp	mTemp	sLid	sVacuu	sPressure
20230318042113	20.29	0.09	-59.08	20.94	0	0	0	0
20230318042114	20.28	0.03	-67.38	20.94	0	0	0	0
20230318042115	20.28	0.03	-67.38	20.94	0	0	0	0
20230318042116	20.28	0.07	-61.05	20.94	0	0	0	0
20230318042117	20.28	0.07	-61.05	20.94	0	0	0	0
20230318042118	20.29	0.01	-74.95	20.94	0	0	0	0
20230318042119	20.27	0.03	-67.38	20.94	0	0	0	0
20230318042120	20.28	0.07	-61.05	20.94	0	0	0	0
20230318042121	20.28	0.0	-88.9	20.94	0	0	0	0
20230318042122	20.28	0.05	-63.61	20.94	0	0	0	0
20230318042124	20.28	0.07	-61.05	20.94	0	0	0	0
20230318042125	20.29	0.03	-67.37	20.94	0	0	0	0
20230318042126	20.27	0.07	-61.05	20.94	0	0	0	0
20230318042127	20.28	0.03	-67.38	20.94	0	0	0	0
20230318042128	20.29	0.05	-63.61	20.94	0	0	0	0
20230318042129	20.29	0.05	-63.61	20.94	0	0	0	0
20230318042130	20.31	0.01	-74.94	20.94	0	0	0	0
20230318042131	20.28	0.05	-63.61	20.94	0	0	0	0
20230318042132	20.29	0.05	-63.61	20.94	0	0	0	0
20230318042133	20.28	0.05	-63.61	20.94	0	0	0	0
