EventTime	aTemp	RH	DP	cTemp	mTemp	sLid	sVacuu	sPressure	IsOkay
20230331155226	-5.54	0.0	-94.83	4.45	6.7	1	1	1	1
20230331155227	-5.47	0.0	-94.79	4.47	6.69	1	1	1	1
20230331155228	-5.45	0.0	-94.79	4.49	6.7	1	1	1	1
20230331155229	-5.42	0.0	-94.77	4.52	6.72	1	1	1	1
20230331155230	-5.38	0.0	-94.75	4.54	6.75	1	1	1	1
20230331155231	-5.36	0.0	-94.75	4.55	6.78	1	1	1	1
20230331155232	-5.31	0.0	-94.72	4.57	6.78	1	1	1	1
20230331155233	-5.31	0.0	-94.72	4.6	6.82	1	1	1	1
20230331155234	-5.28	0.0	-94.71	4.6	6.82	1	1	1	1
20230331155235	-5.27	0.0	-94.71	4.62	6.84	1	1	1	1
20230331155236	-5.22	0.0	-94.68	4.66	6.85	1	1	1	1
20230331155237	-5.19	0.0	-94.67	4.67	6.87	1	1	0	1
20230331155238	-5.21	0.0	-94.68	4.72	6.89	1	1	0	1
20230331155239	-5.15	0.0	-94.65	4.74	6.92	1	1	1	1
20230331155240	-5.11	0.0	-94.63	4.76	6.92	1	1	1	1
20230331155241	-5.08	0.0	-94.62	4.76	6.89	1	1	1	1
20230331155242	-5.09	0.0	-94.63	4.79	6.94	1	1	1	1
20230331155243	-5.07	0.0	-94.62	4.81	6.94	1	1	1	1
20230331155244	-5.01	0.0	-94.59	4.87	7.01	1	1	1	1
20230331155246	-4.98	0.0	-94.58	4.89	7.03	1	1	0	1
20230331155247	-4.97	0.0	-94.57	4.92	7.03	1	1	1	1
20230331155248	-4.94	0.0	-94.56	4.92	7.03	1	1	1	1
20230331155249	-4.93	0.0	-94.55	4.95	7.06	1	1	1	1
20230331155250	-4.88	0.0	-94.53	4.99	7.06	1	1	1	1
20230331155251	-4.9	0.0	-94.54	5.02	7.07	1	1	1	1
20230331155252	-4.87	0.0	-94.53	5.04	7.1	1	1	1	1
20230331155253	-4.84	0.0	-94.52	5.1	7.11	1	1	1	1
20230331155254	-4.83	0.0	-94.51	5.08	7.14	1	1	1	1
20230331155255	-4.8	0.0	-94.5	5.17	7.14	1	1	1	1
20230331155256	-4.8	0.0	-94.5	5.15	7.17	1	1	1	1
20230331155257	-4.77	0.0	-94.48	5.18	7.19	1	1	1	1
20230331155258	-4.78	0.0	-94.49	5.2	7.2	1	1	1	1
20230331155259	-4.77	0.0	-94.48	5.25	7.22	1	1	1	1
20230331155300	-4.74	0.0	-94.47	5.28	7.25	1	1	1	1
20230331155301	-4.73	0.0	-94.47	5.28	7.26	1	1	1	1
20230331155302	-4.73	0.0	-94.47	5.3	7.26	1	1	1	1
20230331155303	-4.7	0.0	-94.45	5.33	7.26	1	1	1	1
20230331155305	-4.71	0.0	-94.46	5.36	7.27	1	1	1	1
20230331155306	-4.69	0.0	-94.45	5.3	7.32	1	1	1	1
20230331155307	-4.67	0.0	-94.44	5.25	7.33	1	1	1	1
20230331155308	-4.67	0.0	-94.44	5.13	7.26	1	1	1	1
20230331155309	-4.66	0.0	-94.44	5.02	7.26	1	1	1	1
20230331155310	-4.66	0.0	-94.44	4.95	7.22	1	1	1	1
20230331155311	-4.64	0.0	-94.43	4.82	7.14	1	1	1	1
20230331155312	-4.64	0.0	-94.43	4.74	7.09	1	1	1	1
20230331155313	-4.64	0.0	-94.43	4.67	7.06	1	1	1	1
20230331155314	-4.63	0.0	-94.42	4.54	6.98	1	1	1	1
20230331155315	-4.61	0.0	-94.41	4.45	6.92	1	1	1	1
20230331155316	-4.63	0.0	-94.42	4.35	6.85	1	1	1	1
20230331155317	-4.63	0.0	-94.42	4.27	6.79	1	1	1	1
20230331155318	-4.61	0.0	-94.41	4.2	6.78	1	1	1	1
20230331155319	-4.61	0.0	-94.41	4.08	6.67	1	1	1	1
20230331155320	-4.61	0.0	-94.41	4.02	6.66	1	1	1	1
20230331155321	-4.6	0.0	-94.41	3.94	6.61	1	1	1	1
20230331155322	-4.64	0.0	-94.43	3.83	6.52	1	1	1	1
20230331155323	-4.6	0.0	-94.41	3.72	6.45	1	1	1	1
20230331155324	-4.61	0.0	-94.41	3.65	6.4	1	1	1	1
20230331155326	-4.63	0.0	-94.42	3.58	6.33	1	1	1	1
20230331155327	-4.61	0.0	-94.41	3.49	6.28	1	1	1	1
20230331155328	-4.66	0.0	-94.44	3.4	6.24	1	1	1	1
20230331155329	-4.64	0.0	-94.43	3.33	6.2	1	1	1	1
20230331155330	-4.66	0.0	-94.44	3.24	6.11	1	1	1	1
20230331155331	-4.64	0.0	-94.43	3.2	6.1	1	1	1	1
20230331155332	-4.64	0.0	-94.43	3.09	6.02	1	1	1	1
20230331155333	-4.66	0.0	-94.44	3.0	5.96	1	1	1	1
20230331155334	-4.63	0.0	-94.42	2.96	5.94	1	1	1	1
20230331155335	-4.69	0.0	-94.45	2.86	5.88	1	1	1	1
20230331155336	-4.66	0.0	-94.44	2.79	5.82	1	1	1	1
20230331155337	-4.7	0.0	-94.45	2.71	5.76	1	1	1	1
20230331155338	-4.69	0.0	-94.45	2.64	5.72	1	1	1	1
20230331155339	-4.73	0.0	-94.47	2.56	5.66	1	1	1	1
20230331155340	-4.73	0.0	-94.47	2.52	5.65	1	1	1	1
20230331155341	-4.74	0.0	-94.47	2.46	5.55	1	1	1	1
20230331155342	-4.74	0.0	-94.47	2.39	5.57	1	1	1	1
20230331155343	-4.73	0.0	-94.47	2.27	5.52	1	1	1	1
20230331155344	-4.77	0.0	-94.48	2.21	5.42	1	1	1	1
20230331155346	-4.77	0.0	-94.48	2.15	5.38	1	1	1	1
20230331155347	-4.76	0.0	-94.48	2.09	5.34	1	1	1	1
20230331155348	-4.77	0.0	-94.48	2.01	5.3	1	1	1	1
20230331155349	-4.81	0.0	-94.5	1.99	5.28	1	1	1	1
20230331155350	-4.8	0.0	-94.5	1.89	5.21	1	1	1	1
20230331155351	-4.83	0.0	-94.51	1.85	5.21	1	1	1	1
20230331155352	-4.81	0.0	-94.5	1.77	5.13	1	1	1	1
20230331155353	-4.84	0.0	-94.52	1.69	5.08	1	1	1	1
20230331155354	-4.85	0.0	-94.52	1.62	5.04	1	1	1	1
20230331155355	-4.87	0.0	-94.53	1.56	5.0	1	1	1	1
20230331155356	-4.9	0.0	-94.54	1.5	4.97	1	1	1	1
20230331155357	-4.9	0.0	-94.54	1.44	4.9	1	1	1	1
20230331155358	-4.93	0.0	-94.55	1.39	4.87	1	1	1	1
20230331155359	-4.93	0.0	-94.55	1.31	4.85	1	1	1	1
20230331155400	-4.98	0.0	-94.58	1.29	4.79	1	1	1	1
20230331155401	-4.94	0.0	-94.56	1.25	4.74	1	1	1	1
20230331155402	-4.97	0.0	-94.57	1.14	4.69	1	1	1	1
20230331155403	-5.0	0.0	-94.59	1.08	4.66	1	1	1	1
20230331155404	-5.03	0.0	-94.6	1.03	4.66	1	1	1	1
20230331155406	-5.01	0.0	-94.59	0.95	4.6	1	1	1	1
20230331155407	-5.04	0.0	-94.6	0.9	4.57	1	1	1	1
20230331155408	-5.07	0.0	-94.62	0.86	4.59	1	1	1	1
20230331155409	-5.05	0.0	-94.61	0.79	4.5	1	1	1	1
20230331155410	-5.11	0.0	-94.63	0.75	4.47	1	1	1	1
20230331155411	-5.09	0.0	-94.63	0.71	4.39	1	1	1	1
20230331155412	-5.14	0.0	-94.65	0.64	4.35	1	1	1	1
20230331155413	-5.14	0.0	-94.65	0.57	4.32	1	1	1	1
20230331155414	-5.15	0.0	-94.65	0.53	4.28	1	1	1	1
20230331155415	-5.19	0.0	-94.67	0.48	4.25	1	1	1	1
20230331155416	-5.19	0.0	-94.67	0.44	4.21	1	1	1	1
20230331155417	-5.22	0.0	-94.68	0.39	4.18	1	1	1	1
20230331155418	-5.24	0.0	-94.69	0.32	4.14	1	1	1	1
20230331155419	-5.27	0.0	-94.71	0.28	4.09	1	1	1	1
20230331155420	-5.28	0.0	-94.71	0.23	4.09	1	1	1	1
20230331155421	-5.29	0.0	-94.71	0.23	4.08	1	1	1	1
20230331155422	-5.32	0.0	-94.73	0.16	4.06	1	1	1	1
20230331155423	-5.33	0.0	-94.73	0.07	3.99	1	1	1	1
20230331155424	-5.35	0.0	-94.74	0.02	3.95	1	1	1	1
20230331155426	-5.38	0.0	-94.75	-0.02	3.92	1	1	1	1
