EventTime	aTemp	RH	DP	cTemp	mTemp	sLid	sVacuu	sPressure	IsOkay
20230331134042	-2.6	0.0	-93.53	8.33	9.13	1	1	1	1
20230331134043	-2.62	0.0	-93.54	8.33	9.17	1	1	1	1
20230331134044	-2.58	0.0	-93.52	8.33	9.14	1	1	1	1
20230331134045	-2.59	0.0	-93.52	8.33	9.14	1	1	1	1
20230331134046	-2.56	0.0	-93.51	8.36	9.17	1	1	1	1
20230331134047	-2.53	0.0	-93.5	8.36	9.18	1	1	1	1
20230331134048	-2.52	0.0	-93.49	8.33	9.17	1	1	1	1
20230331134049	-2.49	0.0	-93.48	8.33	9.17	1	1	1	1
20230331134050	-2.53	0.0	-93.5	8.39	9.2	1	1	1	1
20230331134051	-2.48	0.0	-93.47	8.35	9.17	1	1	1	1
20230331134052	-2.45	0.0	-93.46	8.36	9.18	1	1	1	1
20230331134053	-2.45	0.0	-93.46	8.36	9.21	1	1	1	1
20230331134054	-2.45	0.0	-93.46	8.36	9.2	1	1	1	1
20230331134055	-2.43	0.0	-93.45	8.39	9.21	1	1	1	1
20230331134056	-2.39	0.0	-93.43	8.4	9.22	1	1	1	1
20230331134057	-2.41	0.0	-93.44	8.4	9.21	1	1	1	1
20230331134059	-2.38	0.0	-93.43	8.41	9.22	1	1	1	1
20230331134100	-2.35	0.0	-93.42	8.39	9.22	1	1	1	1
20230331134101	-2.34	0.0	-93.41	8.4	9.24	1	1	1	1
20230331134102	-2.36	0.0	-93.42	8.4	9.24	1	1	1	1
20230331134103	-2.32	0.0	-93.4	8.44	9.25	1	1	1	1
20230331134104	-2.32	0.0	-93.4	8.41	9.24	1	1	1	1
20230331134105	-2.31	0.0	-93.4	8.43	9.24	1	1	1	1
20230331134106	-2.28	0.0	-93.39	8.43	9.25	1	1	1	1
20230331134107	-2.28	0.0	-93.39	8.44	9.26	1	1	1	1
20230331134108	-2.26	0.0	-93.38	8.44	9.25	1	1	1	1
20230331134109	-2.24	0.0	-93.37	8.44	9.28	1	1	1	1
20230331134110	-2.24	0.0	-93.37	8.44	9.26	1	1	1	1
20230331134111	-2.24	0.0	-93.37	8.48	9.29	1	1	1	1
20230331134112	-2.24	0.0	-93.37	8.44	9.28	1	1	1	1
20230331134113	-2.22	0.0	-93.36	8.45	9.28	1	1	1	1
20230331134115	-2.21	0.0	-93.36	8.45	9.3	1	1	1	1
20230331134116	-2.21	0.0	-93.36	8.48	9.3	1	1	1	1
20230331134117	-2.19	0.0	-93.35	8.45	9.29	1	1	1	1
20230331134118	-2.18	0.0	-93.34	8.47	9.29	1	1	1	1
20230331134119	-2.15	0.0	-93.33	8.47	9.29	1	1	1	1
20230331134120	-2.19	0.0	-93.35	8.5	9.3	1	1	1	1
20230331134121	-2.14	0.0	-93.32	8.5	9.3	1	1	1	1
20230331134122	-2.16	0.0	-93.33	8.5	9.29	1	1	1	1
20230331134123	-2.15	0.0	-93.33	8.5	9.3	1	1	1	1
20230331134124	-2.14	0.0	-93.32	8.48	9.29	1	1	1	1
20230331134125	-2.14	0.0	-93.32	8.48	9.29	1	1	1	1
20230331134126	-2.12	0.0	-93.32	8.48	9.3	1	1	1	1
20230331134127	-2.11	0.0	-93.31	8.5	9.29	1	1	1	1
20230331134128	-2.11	0.0	-93.31	8.5	9.31	1	1	1	1
20230331134129	-2.09	0.0	-93.3	8.51	9.33	1	1	1	1
20230331134130	-2.11	0.0	-93.31	8.48	9.3	1	1	1	1
20230331134131	-2.11	0.0	-93.31	8.48	9.3	1	1	1	1
20230331134132	-2.06	0.0	-93.29	8.51	9.33	1	1	1	1
20230331134133	-2.06	0.0	-93.29	8.5	9.3	1	1	1	1
20230331134135	-2.11	0.0	-93.31	8.51	9.33	1	1	1	1
20230331134136	-2.06	0.0	-93.29	8.5	9.3	1	1	1	1
20230331134137	-2.06	0.0	-93.29	8.5	9.33	1	1	1	1
20230331134138	-2.06	0.0	-93.29	8.52	9.33	1	1	1	1
20230331134139	-2.05	0.0	-93.29	8.5	9.31	1	1	1	1
20230331134140	-2.06	0.0	-93.29	8.52	9.33	1	1	1	1
20230331134141	-2.06	0.0	-93.29	8.52	9.33	1	1	1	1
20230331134142	-2.05	0.0	-93.29	8.5	9.31	1	1	1	1
20230331134143	-2.05	0.0	-93.29	8.52	9.31	1	1	1	1
20230331134144	-2.04	0.0	-93.28	8.52	9.34	1	1	1	1
20230331134145	-2.04	0.0	-93.28	8.51	9.31	1	1	1	1
20230331134146	-2.05	0.0	-93.29	8.54	9.34	1	1	1	1
20230331134147	-2.04	0.0	-93.28	8.52	9.31	1	1	1	1
20230331134148	-2.04	0.0	-93.28	8.51	9.31	1	1	1	1
20230331134149	-2.01	0.0	-93.27	8.52	9.31	1	1	1	1
20230331134150	-2.01	0.0	-93.27	8.55	9.34	1	1	1	1
20230331134151	-2.01	0.0	-93.27	8.52	9.31	1	1	1	1
20230331134152	-2.02	0.0	-93.27	8.54	9.33	1	1	1	1
20230331134154	-2.02	0.0	-93.27	8.55	9.34	1	1	1	1
20230331134155	-2.04	0.0	-93.28	8.54	9.33	1	1	1	1
20230331134156	-1.99	0.0	-93.26	8.54	9.33	1	1	1	1
20230331134157	-1.98	0.0	-93.25	8.56	9.33	1	1	1	1
20230331134158	-1.99	0.0	-93.26	8.55	9.34	1	1	1	1
20230331134159	-2.01	0.0	-93.27	8.55	9.35	1	1	1	1
20230331134200	-2.01	0.0	-93.27	8.58	9.34	1	1	1	1
20230331134201	-1.99	0.0	-93.26	8.55	9.35	1	1	1	1
20230331134202	-2.01	0.0	-93.27	8.55	9.34	1	1	1	1
20230331134203	-1.99	0.0	-93.26	8.59	9.35	1	1	1	1
20230331134204	-2.01	0.0	-93.27	8.56	9.34	1	1	1	1
20230331134205	-1.99	0.0	-93.26	8.58	9.34	1	1	1	1
20230331134206	-2.01	0.0	-93.27	8.58	9.34	1	1	1	1
20230331134207	-1.99	0.0	-93.26	8.59	9.34	1	1	1	1
20230331134208	-1.96	0.0	-93.25	8.6	9.37	1	1	1	1
20230331134209	-1.96	0.0	-93.25	8.59	9.34	1	1	1	1
20230331134210	-1.96	0.0	-93.25	8.6	9.35	1	1	1	1
20230331134211	-1.98	0.0	-93.25	8.6	9.37	1	1	1	1
20230331134212	-1.95	0.0	-93.24	8.6	9.35	1	1	1	1
20230331134214	-1.96	0.0	-93.25	8.62	9.37	1	1	1	1
20230331134215	-1.95	0.0	-93.24	8.62	9.37	1	1	1	1
20230331134216	-1.95	0.0	-93.24	8.63	9.39	1	1	1	1
20230331134217	-1.96	0.0	-93.25	8.62	9.38	1	1	1	1
20230331134218	-1.95	0.0	-93.24	8.65	9.39	1	1	1	1
