EventTime	aTemp	RH	DP	cTemp	mTemp	sLid	sVacuu	sPressure
20230319183319	20.19	0.0	-88.93	20.91	0	0	0	0
20230319183320	20.17	0.0	-88.93	20.91	0	0	0	0
20230319183321	20.17	0.0	-88.93	20.91	0	0	0	0
20230319183322	20.19	0.0	-88.93	20.91	0	0	0	0
20230319183323	20.19	0.02	-70.29	20.91	0	0	0	0
20230319183324	20.19	0.02	-70.29	20.91	0	0	0	0
20230319183325	20.18	0.04	-65.32	20.91	0	0	0	0
20230319183326	20.17	0.06	-62.28	20.91	0	0	0	0
20230319183327	20.17	0.04	-65.33	20.91	0	0	0	0
20230319183328	20.17	0.04	-65.33	20.91	0	0	0	0
20230319183329	20.18	0.0	-88.93	20.91	0	0	0	0
20230319183330	20.18	0.06	-62.28	20.91	0	0	0	0
20230319183331	20.17	0.04	-65.33	20.91	0	0	0	0
20230319183333	20.18	0.0	-88.93	20.91	0	0	0	0
20230319183334	20.17	0.0	-88.93	20.91	0	0	0	0
20230319183335	20.18	0.04	-65.32	20.91	0	0	0	0
20230319183336	20.19	0.0	-88.93	20.91	0	0	0	0
20230319183337	20.17	0.04	-65.33	20.91	0	0	0	0
20230319183338	20.18	0.06	-62.28	20.91	0	0	0	0
20230319183339	20.17	0.04	-65.33	20.91	0	0	0	0
