EventTime	aTemp	RH	DP	cTemp	mTemp	sLid	sVacuu	sPressure
20230320215507	20.22	0.07	-61.08	20.94	0	0	0	0
20230320215508	20.27	0.07	-61.05	20.94	0	0	0	0
20230320215509	20.27	0.0	-88.9	20.94	0	0	0	0
20230320215510	20.27	0.0	-88.9	20.94	0	0	0	0
20230320215511	20.25	0.0	-88.91	20.94	0	0	0	0
20230320215512	20.27	0.01	-74.96	20.94	0	0	0	0
20230320215513	20.24	0.01	-74.97	20.94	0	0	0	0
20230320215514	20.24	0.08	-60.03	20.94	0	0	0	0
20230320215516	20.24	0.01	-74.97	20.94	0	0	0	0
20230320215517	20.24	0.0	-88.91	20.93	0	0	0	0
20230320215518	20.25	0.0	-88.91	20.94	0	0	0	0
20230320215519	20.25	0.0	-88.91	20.94	0	0	0	0
