EventTime	aTemp	RH	DP	cTemp	mTemp	sLid	sVacuu	sPressure
20230319182912	20.19	0.0	-88.93	20.91	0	0	0	0
20230319182913	20.18	0.12	-56.83	20.91	0	0	0	0
20230319182914	20.18	0.0	-88.93	20.92	0	0	0	0
20230319182915	20.17	0.04	-65.33	20.92	0	0	0	0
20230319182916	20.18	0.0	-88.93	20.91	0	0	0	0
20230319182918	20.18	0.0	-88.93	20.91	0	0	0	0
20230319182919	20.18	0.08	-60.06	20.91	0	0	0	0
20230319182920	20.18	0.0	-88.93	20.91	0	0	0	0
20230319182921	20.19	0.0	-88.93	20.91	0	0	0	0
20230319182922	20.18	0.0	-88.93	20.91	0	0	0	0
20230319182923	20.18	0.0	-88.93	20.91	0	0	0	0
20230319182924	20.19	0.04	-65.32	20.91	0	0	0	0
20230319182925	20.19	0.0	-88.93	20.91	0	0	0	0
20230319182926	20.18	0.02	-70.29	20.91	0	0	0	0
20230319182927	20.18	0.0	-88.93	20.91	0	0	0	0
20230319182928	20.19	0.0	-88.93	20.91	0	0	0	0
20230319182929	20.17	0.0	-88.93	20.91	0	0	0	0
20230319182930	20.19	0.06	-62.27	20.91	0	0	0	0
20230319182931	20.17	0.06	-62.28	20.91	0	0	0	0
20230319182933	20.17	0.04	-65.33	20.91	0	0	0	0
20230319182934	20.19	0.0	-88.93	20.91	0	0	0	0
20230319182935	20.17	0.02	-70.3	20.91	0	0	0	0
20230319182936	20.19	0.0	-88.93	20.91	0	0	0	0
20230319182937	20.17	0.02	-70.3	20.91	0	0	0	0
20230319182938	20.18	0.04	-65.32	20.91	0	0	0	0
20230319182939	20.15	0.0	-88.94	20.91	0	0	0	0
20230319182940	20.18	0.0	-88.93	20.91	0	0	0	0
20230319182941	20.17	0.0	-88.93	20.89	0	0	0	0
20230319182942	20.19	0.02	-70.29	20.91	0	0	0	0
20230319182943	20.18	0.06	-62.28	20.91	0	0	0	0
20230319182944	20.17	0.08	-60.06	20.91	0	0	0	0
20230319182945	20.19	0.0	-88.93	20.91	0	0	0	0
20230319182946	20.18	0.02	-70.29	20.89	0	0	0	0
20230319182948	20.18	0.0	-88.93	20.89	0	0	0	0
20230319182949	20.18	0.04	-65.32	20.91	0	0	0	0
20230319182950	20.17	0.04	-65.33	20.91	0	0	0	0
20230319182951	20.19	0.0	-88.93	20.91	0	0	0	0
20230319182952	20.18	0.06	-62.28	20.91	0	0	0	0
20230319182953	20.18	0.02	-70.29	20.89	0	0	0	0
20230319182954	20.17	0.06	-62.28	20.91	0	0	0	0
20230319182955	20.18	0.0	-88.93	20.91	0	0	0	0
20230319182956	20.19	0.0	-88.93	20.91	0	0	0	0
20230319182957	20.19	0.0	-88.93	20.91	0	0	0	0
20230319182958	20.17	0.0	-88.93	20.91	0	0	0	0
20230319182959	20.19	0.0	-88.93	20.92	0	0	0	0
20230319183000	20.18	0.0	-88.93	20.91	0	0	0	0
20230319183001	20.19	0.04	-65.32	20.91	0	0	0	0
20230319183003	20.18	0.08	-60.06	20.91	0	0	0	0
20230319183004	20.17	0.04	-65.33	20.91	0	0	0	0
20230319183005	20.18	0.08	-60.06	20.91	0	0	0	0
20230319183006	20.18	0.02	-70.29	20.91	0	0	0	0
20230319183007	20.18	0.02	-70.29	20.91	0	0	0	0
20230319183008	20.17	0.0	-88.93	20.91	0	0	0	0
20230319183009	20.19	0.02	-70.29	20.91	0	0	0	0
20230319183010	20.15	0.04	-65.34	20.91	0	0	0	0
