EventTime	aTemp	RH	DP	cTemp	mTemp	sLid	sVacuu	sPressure	IsOkay
20230331165144	-18.15	0.0	-100.5	-3.25	-2.61	1	1	1	1
20230331165145	-18.05	0.0	-100.46	-3.18	-2.56	1	1	1	1
20230331165146	-18.02	0.0	-100.44	-3.12	-2.51	1	1	1	1
20230331165147	-17.98	0.0	-100.43	-3.12	-2.53	1	1	1	1
20230331165148	-17.95	0.0	-100.41	-3.0	-2.43	1	1	1	1
20230331165149	-17.87	0.0	-100.37	-3.0	-2.41	1	1	1	1
20230331165150	-17.84	0.0	-100.36	-2.91	-2.33	1	1	1	1
20230331165151	-17.77	0.0	-100.33	-2.85	-2.31	1	1	1	1
20230331165152	-17.74	0.0	-100.32	-2.82	-2.31	1	1	1	1
20230331165153	-17.7	0.0	-100.3	-2.79	-2.26	1	1	1	1
20230331165154	-17.63	0.0	-100.27	-2.7	-2.16	1	1	1	1
20230331165155	-17.58	0.0	-100.24	-2.73	-2.19	1	1	1	1
20230331165157	-17.57	0.0	-100.24	-2.64	-2.06	1	1	1	1
20230331165158	-17.5	0.0	-100.21	-2.61	-2.04	1	1	1	1
20230331165159	-17.44	0.0	-100.18	-2.5	-1.99	1	1	1	1
20230331165200	-17.42	0.0	-100.17	-2.44	-1.94	1	1	1	1
20230331165201	-17.37	0.0	-100.15	-2.41	-1.92	1	1	1	1
20230331165202	-17.31	0.0	-100.12	-2.32	-1.85	1	1	1	1
20230331165203	-17.28	0.0	-100.11	-2.27	-1.82	1	1	1	1
20230331165204	-17.19	0.0	-100.06	-2.27	-1.8	1	1	1	1
20230331165205	-17.14	0.0	-100.04	-2.21	-1.8	1	1	1	1
20230331165206	-17.1	0.0	-100.02	-2.1	-1.68	1	1	1	1
20230331165207	-17.06	0.0	-100.0	-2.07	-1.68	1	1	1	1
20230331165208	-17.03	0.0	-99.99	-1.98	-1.61	1	1	1	1
20230331165209	-16.99	0.0	-99.97	-1.96	-1.54	1	1	1	1
20230331165210	-16.93	0.0	-99.95	-1.9	-1.51	1	1	1	1
20230331165211	-16.93	0.0	-99.95	-1.85	-1.47	1	1	1	1
20230331165212	-16.9	0.0	-99.93	-1.79	-1.49	1	1	1	1
20230331165213	-16.83	0.0	-99.9	-1.74	-1.4	1	1	1	1
20230331165214	-16.79	0.0	-99.88	-1.76	-1.42	1	1	1	1
20230331165215	-16.76	0.0	-99.87	-1.63	-1.33	1	1	1	1
20230331165216	-16.76	0.0	-99.87	-1.6	-1.28	1	1	1	1
20230331165218	-16.69	0.0	-99.84	-1.55	-1.26	1	1	1	1
