EventTime	aTemp	RH	DP	cTemp	mTemp	sLid	sVacuu	sPressure	IsOkay
20230328172401	21.4	0.2	-51.96	21.41	19.97	1	1	1	1
20230328172402	21.27	0.05	-63.16	21.41	19.97	1	1	1	1
20230328172403	21.29	0.05	-63.15	21.41	19.97	1	1	1	1
20230328172404	21.3	0.11	-56.97	21.41	19.97	1	1	1	1
20230328172405	21.3	0.16	-53.89	21.41	19.97	1	1	1	1
20230328172406	21.29	0.1	-57.75	21.41	19.99	1	1	1	1
20230328172407	21.3	0.13	-55.61	21.41	19.97	1	1	1	1
20230328172408	21.31	0.07	-60.56	21.41	19.97	1	1	1	1
20230328172409	21.3	0.13	-55.61	21.41	19.97	1	1	1	1
20230328172410	21.31	0.04	-64.81	21.42	20.0	1	1	1	1
20230328172412	21.33	0.12	-56.25	21.41	19.99	1	1	1	1
20230328172413	21.31	0.16	-53.89	21.41	19.97	1	1	1	1
20230328172414	21.3	0.07	-60.56	21.41	19.97	1	1	1	1
20230328172415	21.31	0.05	-63.14	21.41	19.97	1	1	1	1
20230328172416	21.33	0.16	-53.88	21.42	19.99	1	1	1	1
20230328172417	21.34	0.12	-56.25	21.41	19.97	1	1	1	1
20230328172418	21.33	0.06	-61.74	21.41	19.97	1	1	1	1
20230328172419	21.33	0.12	-56.25	21.41	19.97	1	1	1	1
20230328172420	21.31	0.07	-60.56	21.41	19.99	1	1	1	1
20230328172421	21.31	0.05	-63.14	21.41	19.97	1	1	1	1
20230328172422	21.34	0.07	-60.54	21.41	19.97	1	1	1	1
20230328172423	21.31	0.04	-64.81	21.41	19.97	1	1	1	1
20230328172424	21.34	0.07	-60.54	21.41	19.97	1	1	1	1
20230328172425	21.33	0.06	-61.74	21.41	19.99	1	1	1	1
20230328172426	21.34	0.12	-56.25	21.41	19.97	1	1	1	1
20230328172427	21.33	0.12	-56.25	21.41	19.99	1	1	1	1
20230328172428	21.34	0.1	-57.72	21.4	19.99	1	1	1	1
20230328172429	21.33	0.04	-64.8	21.41	19.99	1	1	1	1
20230328172430	21.33	0.16	-53.88	21.41	19.99	1	1	1	1
20230328172431	21.34	0.02	-69.8	21.41	19.97	1	1	1	1
20230328172433	21.31	0.05	-63.14	21.41	19.99	1	1	1	1
20230328172434	21.33	0.1	-57.73	21.41	19.99	1	1	1	1
20230328172435	21.34	0.07	-60.54	21.41	19.99	1	1	1	1
20230328172436	21.34	0.1	-57.72	21.4	19.97	1	1	1	1
20230328172437	21.34	0.1	-57.72	21.36	19.97	1	1	1	1
20230328172438	21.34	0.12	-56.25	21.29	19.97	1	1	1	1
20230328172439	21.33	0.13	-55.6	21.23	19.94	1	1	1	1
20230328172440	21.34	0.16	-53.87	21.14	19.91	1	1	1	1
20230328172441	21.36	0.12	-56.24	21.08	19.88	1	1	1	1
20230328172442	21.34	0.1	-57.72	20.99	19.83	1	1	1	1
20230328172443	21.34	0.12	-56.25	20.92	19.8	1	1	1	1
20230328172444	21.33	0.1	-57.73	20.83	19.75	1	1	1	1
20230328172445	21.34	0.06	-61.73	20.76	19.7	1	1	1	1
20230328172446	21.34	0.04	-64.79	20.69	19.65	1	1	1	1
20230328172447	21.33	0.1	-57.73	20.61	19.62	1	1	1	1
20230328172448	21.33	0.13	-55.6	20.54	19.56	1	1	1	1
20230328172449	21.34	0.0	-88.53	20.47	19.51	1	1	1	1
20230328172450	21.33	0.06	-61.74	20.4	19.46	1	1	1	1
20230328172451	21.33	0.12	-56.25	20.32	19.41	1	1	1	1
20230328172452	21.33	0.18	-52.89	20.26	19.37	1	1	1	1
20230328172454	21.34	0.1	-57.72	20.19	19.32	1	1	1	1
20230328172455	21.33	0.12	-56.25	20.14	19.28	1	1	1	1
20230328172456	21.31	0.11	-56.97	20.07	19.23	1	1	1	1
20230328172457	21.33	0.07	-60.55	20.01	19.19	1	1	1	1
20230328172458	21.3	0.1	-57.74	19.95	19.14	1	1	1	1
20230328172459	21.31	0.11	-56.97	19.89	19.1	1	1	1	1
20230328172500	21.3	0.16	-53.89	19.83	19.05	1	1	1	1
20230328172501	21.3	0.11	-56.97	19.77	19.02	1	1	1	1
20230328172502	21.29	0.13	-55.62	19.72	18.98	1	1	1	1
20230328172503	21.3	0.11	-56.97	19.66	18.93	1	1	1	1
20230328172504	21.3	0.11	-56.97	19.62	18.9	1	1	1	1
20230328172505	21.29	0.07	-60.57	19.57	18.87	1	1	1	1
20230328172506	21.3	0.11	-56.97	19.52	18.82	1	1	1	1
20230328172507	21.27	0.04	-64.83	19.47	18.78	1	1	1	1
20230328172508	21.26	0.15	-54.45	19.43	18.75	1	1	1	1
20230328172509	21.26	0.11	-56.99	19.37	18.73	1	1	1	1
20230328172510	21.25	0.17	-53.41	19.32	18.7	1	1	1	1
20230328172511	21.26	0.03	-66.94	19.27	18.65	1	1	1	1
20230328172512	21.26	0.09	-58.6	19.23	18.63	1	1	1	1
20230328172513	21.25	0.11	-57.0	19.19	18.59	1	1	1	1
