EventTime	aTemp	RH	DP	cTemp	mTemp	sLid	sVacuu	sPressure
20230319182642	20.18	0.0	-88.93	20.91	0	0	0	0
20230319182643	20.18	0.02	-70.29	20.91	0	0	0	0
20230319182644	20.17	0.02	-70.3	20.91	0	0	0	0
20230319182645	20.15	0.0	-88.94	20.91	0	0	0	0
20230319182646	20.18	0.0	-88.93	20.91	0	0	0	0
20230319182648	20.18	0.04	-65.32	20.91	0	0	0	0
20230319182649	20.19	0.02	-70.29	20.91	0	0	0	0
20230319182650	20.18	0.02	-70.29	20.91	0	0	0	0
20230319182651	20.18	0.0	-88.93	20.89	0	0	0	0
20230319182652	20.15	0.0	-88.94	20.89	0	0	0	0
20230319182653	20.17	0.0	-88.93	20.91	0	0	0	0
20230319182654	20.19	0.02	-70.29	20.89	0	0	0	0
20230319182655	20.18	0.0	-88.93	20.91	0	0	0	0
20230319182656	20.18	0.06	-62.28	20.89	0	0	0	0
20230319182657	20.18	0.0	-88.93	20.91	0	0	0	0
20230319182658	20.17	0.06	-62.28	20.91	0	0	0	0
20230319182659	20.21	0.01	-74.98	20.91	0	0	0	0
20230319182700	20.17	0.0	-88.93	20.91	0	0	0	0
