EventTime	aTemp	RH	DP	cTemp	mTemp	sLid	sVacuu	sPressure
20230320165535	15.86	0.0	-90.42	18.7	0	0	0	0
20230320165536	15.87	0.0	-90.42	18.71	0	0	0	0
20230320165537	15.88	0.0	-90.41	18.73	0	0	0	0
20230320165538	15.91	0.0	-90.4	18.71	0	0	0	0
20230320165539	15.9	0.0	-90.41	18.71	0	0	0	0
20230320165540	15.9	0.0	-90.41	18.72	0	0	0	0
20230320165541	15.91	0.0	-90.4	18.71	0	0	0	0
20230320165542	15.91	0.0	-90.4	18.72	0	0	0	0
20230320165543	15.9	0.0	-90.41	18.72	0	0	0	0
20230320165544	15.91	0.0	-90.4	18.72	0	0	0	0
20230320165545	15.9	0.0	-90.41	18.72	0	0	0	0
20230320165546	15.91	0.0	-90.4	18.72	0	0	0	0
20230320165547	15.94	0.0	-90.39	18.72	0	0	0	0
20230320165549	15.93	0.0	-90.4	18.73	0	0	0	0
20230320165550	15.94	0.0	-90.39	18.73	0	0	0	0
20230320165551	15.93	0.0	-90.4	18.73	0	0	0	0
20230320165552	15.97	0.0	-90.38	18.74	0	0	0	0
20230320165553	15.91	0.0	-90.4	18.73	0	0	0	0
20230320165554	15.94	0.0	-90.39	18.73	0	0	0	0
20230320165555	15.97	0.0	-90.38	18.74	0	0	0	0
20230320165556	15.93	0.0	-90.4	18.73	0	0	0	0
20230320165557	15.93	0.0	-90.4	18.74	0	0	0	0
20230320165558	15.97	0.0	-90.38	18.73	0	0	0	0
20230320165559	15.96	0.0	-90.39	18.74	0	0	0	0
20230320165600	15.96	0.0	-90.39	18.73	0	0	0	0
20230320165601	15.97	0.0	-90.38	18.74	0	0	0	0
20230320165602	15.94	0.0	-90.39	18.73	0	0	0	0
20230320165604	15.97	0.0	-90.38	18.74	0	0	0	0
20230320165605	15.96	0.0	-90.39	18.73	0	0	0	0
20230320165606	15.93	0.0	-90.4	18.74	0	0	0	0
20230320165607	15.96	0.0	-90.39	18.74	0	0	0	0
20230320165608	15.94	0.0	-90.39	18.72	0	0	0	0
20230320165609	15.94	0.0	-90.39	18.74	0	0	0	0
20230320165610	15.94	0.0	-90.39	18.74	0	0	0	0
20230320165611	15.94	0.0	-90.39	18.74	0	0	0	0
20230320165612	15.91	0.0	-90.4	18.74	0	0	0	0
