EventTime	aTemp	RH	DP	cTemp	mTemp	sLid	sVacuu	sPressure
20230320165613	15.93	0.0	-90.4	18.74	0	0	0	0
20230320165614	15.93	0.0	-90.4	18.74	0	0	0	0
20230320165615	15.94	0.0	-90.39	18.74	0	0	0	0
20230320165616	15.94	0.0	-90.39	18.74	0	0	0	0
20230320165617	15.94	0.0	-90.39	18.74	0	0	0	0
20230320165619	15.96	0.0	-90.39	18.74	0	0	0	0
20230320165620	15.94	0.0	-90.39	18.74	0	0	0	0
20230320165621	15.94	0.0	-90.39	18.74	0	0	0	0
20230320165622	15.96	0.0	-90.39	18.74	0	0	0	0
20230320165623	15.94	0.0	-90.39	18.74	0	0	0	0
20230320165624	15.94	0.0	-90.39	18.74	0	0	0	0
20230320165625	15.96	0.0	-90.39	18.74	0	0	0	0
20230320165626	15.94	0.0	-90.39	18.74	0	0	0	0
20230320165627	15.96	0.0	-90.39	18.73	0	0	0	0
20230320165628	15.94	0.0	-90.39	18.74	0	0	0	0
20230320165629	15.96	0.0	-90.39	18.74	0	0	0	0
20230320165630	15.97	0.0	-90.38	18.74	0	0	0	0
20230320165631	15.96	0.0	-90.39	18.74	0	0	0	0
20230320165632	15.96	0.0	-90.39	18.75	0	0	0	0
20230320165634	15.96	0.0	-90.39	18.74	0	0	0	0
20230320165635	15.97	0.0	-90.38	18.75	0	0	0	0
20230320165636	15.97	0.0	-90.38	18.74	0	0	0	0
20230320165637	15.96	0.0	-90.39	18.77	0	0	0	0
20230320165638	15.98	0.0	-90.38	18.74	0	0	0	0
20230320165639	15.97	0.0	-90.38	18.74	0	0	0	0
20230320165640	15.97	0.0	-90.38	18.75	0	0	0	0
20230320165641	15.96	0.0	-90.39	18.75	0	0	0	0
20230320165642	15.97	0.0	-90.38	18.75	0	0	0	0
20230320165643	16.0	0.0	-90.37	18.75	0	0	0	0
20230320165644	15.97	0.0	-90.38	18.75	0	0	0	0
20230320165645	15.97	0.0	-90.38	18.77	0	0	0	0
20230320165646	15.98	0.0	-90.38	18.77	0	0	0	0
20230320165647	15.97	0.0	-90.38	18.77	0	0	0	0
20230320165649	15.96	0.0	-90.39	18.75	0	0	0	0
20230320165650	16.0	0.0	-90.37	18.75	0	0	0	0
20230320165651	15.97	0.0	-90.38	18.75	0	0	0	0
20230320165652	15.96	0.0	-90.39	18.75	0	0	0	0
20230320165653	15.97	0.0	-90.38	18.75	0	0	0	0
20230320165654	15.98	0.0	-90.38	18.75	0	0	0	0
20230320165655	16.0	0.0	-90.37	18.77	0	0	0	0
20230320165656	15.98	0.0	-90.38	18.77	0	0	0	0
20230320165657	15.98	0.0	-90.38	18.77	0	0	0	0
20230320165658	15.97	0.0	-90.38	18.77	0	0	0	0
20230320165659	16.0	0.0	-90.37	18.75	0	0	0	0
20230320165700	15.98	0.0	-90.38	18.77	0	0	0	0
20230320165701	16.0	0.0	-90.37	18.77	0	0	0	0
20230320165702	16.0	0.0	-90.37	18.77	0	0	0	0
20230320165704	15.97	0.0	-90.38	18.77	0	0	0	0
20230320165705	15.98	0.0	-90.38	18.77	0	0	0	0
20230320165706	16.0	0.0	-90.37	18.77	0	0	0	0
20230320165707	15.98	0.0	-90.38	18.77	0	0	0	0
20230320165708	16.0	0.0	-90.37	18.78	0	0	0	0
20230320165709	15.98	0.0	-90.38	18.75	0	0	0	0
20230320165710	15.97	0.0	-90.38	18.75	0	0	0	0
20230320165711	15.97	0.0	-90.38	18.77	0	0	0	0
20230320165712	15.97	0.0	-90.38	18.77	0	0	0	0
20230320165713	15.97	0.0	-90.38	18.77	0	0	0	0
20230320165714	15.97	0.0	-90.38	18.77	0	0	0	0
20230320165715	16.0	0.0	-90.37	18.77	0	0	0	0
20230320165716	15.97	0.0	-90.38	18.78	0	0	0	0
20230320165717	15.98	0.0	-90.38	18.77	0	0	0	0
20230320165719	16.01	0.0	-90.37	18.77	0	0	0	0
20230320165720	15.98	0.0	-90.38	18.77	0	0	0	0
20230320165721	16.0	0.0	-90.37	18.77	0	0	0	0
20230320165722	16.0	0.0	-90.37	18.75	0	0	0	0
20230320165723	15.97	0.0	-90.38	18.78	0	0	0	0
20230320165724	16.0	0.0	-90.37	18.78	0	0	0	0
20230320165725	16.01	0.0	-90.37	18.78	0	0	0	0
20230320165726	15.98	0.0	-90.38	18.78	0	0	0	0
20230320165727	16.03	0.0	-90.36	18.78	0	0	0	0
20230320165728	16.0	0.0	-90.37	18.79	0	0	0	0
20230320165729	16.01	0.0	-90.37	18.79	0	0	0	0
20230320165730	16.03	0.0	-90.36	18.79	0	0	0	0
20230320165731	16.01	0.0	-90.37	18.79	0	0	0	0
20230320165732	16.01	0.0	-90.37	18.78	0	0	0	0
20230320165734	16.01	0.0	-90.37	18.79	0	0	0	0
20230320165735	16.03	0.0	-90.36	18.78	0	0	0	0
20230320165736	16.04	0.0	-90.36	18.79	0	0	0	0
20230320165737	16.03	0.0	-90.36	18.79	0	0	0	0
20230320165738	16.01	0.0	-90.37	18.79	0	0	0	0
20230320165739	16.03	0.0	-90.36	18.79	0	0	0	0
20230320165740	16.01	0.0	-90.37	18.79	0	0	0	0
20230320165741	16.03	0.0	-90.36	18.79	0	0	0	0
20230320165742	16.03	0.0	-90.36	18.79	0	0	0	0
20230320165743	16.03	0.0	-90.36	18.79	0	0	0	0
20230320165744	16.03	0.0	-90.36	18.79	0	0	0	0
20230320165745	16.03	0.0	-90.36	18.79	0	0	0	0
20230320165746	16.03	0.0	-90.36	18.79	0	0	0	0
20230320165747	16.01	0.0	-90.37	18.79	0	0	0	0
20230320165749	16.03	0.0	-90.36	18.79	0	0	0	0
20230320165750	16.05	0.0	-90.36	18.79	0	0	0	0
20230320165751	16.04	0.0	-90.36	18.79	0	0	0	0
20230320165752	16.03	0.0	-90.36	18.79	0	0	0	0
20230320165753	16.03	0.0	-90.36	18.79	0	0	0	0
20230320165754	16.01	0.0	-90.37	18.79	0	0	0	0
20230320165755	16.04	0.0	-90.36	18.79	0	0	0	0
20230320165756	16.03	0.0	-90.36	18.79	0	0	0	0
20230320165757	16.03	0.0	-90.36	18.78	0	0	0	0
20230320165758	16.03	0.0	-90.36	18.79	0	0	0	0
20230320165759	16.03	0.0	-90.36	18.79	0	0	0	0
20230320165800	16.01	0.0	-90.37	18.79	0	0	0	0
20230320165801	16.0	0.0	-90.37	18.79	0	0	0	0
20230320165802	16.01	0.0	-90.37	18.79	0	0	0	0
20230320165804	16.03	0.0	-90.36	18.79	0	0	0	0
20230320165805	16.01	0.0	-90.37	18.79	0	0	0	0
20230320165806	16.0	0.0	-90.37	18.79	0	0	0	0
20230320165807	16.03	0.0	-90.36	18.79	0	0	0	0
20230320165808	16.03	0.0	-90.36	18.79	0	0	0	0
20230320165809	16.01	0.0	-90.37	18.79	0	0	0	0
20230320165810	16.03	0.0	-90.36	18.79	0	0	0	0
20230320165811	16.03	0.0	-90.36	18.79	0	0	0	0
20230320165812	16.03	0.0	-90.36	18.79	0	0	0	0
20230320165813	16.03	0.0	-90.36	18.79	0	0	0	0
20230320165814	16.01	0.0	-90.37	18.79	0	0	0	0
20230320165815	16.01	0.0	-90.37	18.79	0	0	0	0
20230320165816	16.03	0.0	-90.36	18.79	0	0	0	0
20230320165817	16.01	0.0	-90.37	18.79	0	0	0	0
20230320165819	16.0	0.0	-90.37	18.8	0	0	0	0
20230320165820	16.01	0.0	-90.37	18.79	0	0	0	0
20230320165821	16.01	0.0	-90.37	18.79	0	0	0	0
20230320165822	16.01	0.0	-90.37	18.79	0	0	0	0
20230320165823	16.03	0.0	-90.36	18.79	0	0	0	0
20230320165824	16.03	0.0	-90.36	18.79	0	0	0	0
20230320165825	16.04	0.0	-90.36	18.8	0	0	0	0
20230320165826	16.05	0.0	-90.36	18.8	0	0	0	0
20230320165827	16.03	0.0	-90.36	18.79	0	0	0	0
20230320165828	16.07	0.0	-90.35	18.8	0	0	0	0
20230320165829	16.03	0.0	-90.36	18.8	0	0	0	0
20230320165830	16.07	0.0	-90.35	18.8	0	0	0	0
20230320165831	16.04	0.0	-90.36	18.8	0	0	0	0
20230320165832	16.05	0.0	-90.36	18.8	0	0	0	0
20230320165834	16.03	0.0	-90.36	18.79	0	0	0	0
20230320165835	16.04	0.0	-90.36	18.8	0	0	0	0
20230320165836	16.04	0.0	-90.36	18.8	0	0	0	0
20230320165837	16.04	0.0	-90.36	18.8	0	0	0	0
20230320165838	16.07	0.0	-90.35	18.8	0	0	0	0
20230320165839	16.05	0.0	-90.36	18.8	0	0	0	0
20230320165840	16.05	0.0	-90.36	18.8	0	0	0	0
20230320165841	16.07	0.0	-90.35	18.81	0	0	0	0
20230320165842	16.05	0.0	-90.36	18.8	0	0	0	0
20230320165843	16.07	0.0	-90.35	18.8	0	0	0	0
20230320165844	16.04	0.0	-90.36	18.8	0	0	0	0
20230320165845	16.05	0.0	-90.36	18.8	0	0	0	0
20230320165846	16.05	0.0	-90.36	18.8	0	0	0	0
20230320165847	16.07	0.0	-90.35	18.8	0	0	0	0
20230320165849	16.03	0.0	-90.36	18.8	0	0	0	0
20230320165850	16.05	0.0	-90.36	18.81	0	0	0	0
20230320165851	16.05	0.0	-90.36	18.8	0	0	0	0
20230320165852	16.04	0.0	-90.36	18.8	0	0	0	0
20230320165853	16.07	0.0	-90.35	18.8	0	0	0	0
20230320165854	16.04	0.0	-90.36	18.8	0	0	0	0
20230320165855	16.05	0.0	-90.36	18.8	0	0	0	0
20230320165856	16.05	0.0	-90.36	18.8	0	0	0	0
20230320165857	16.05	0.0	-90.36	18.8	0	0	0	0
20230320165858	16.04	0.0	-90.36	18.79	0	0	0	0
20230320165859	16.04	0.0	-90.36	18.8	0	0	0	0
20230320165900	16.04	0.0	-90.36	18.8	0	0	0	0
20230320165901	16.03	0.0	-90.36	18.8	0	0	0	0
20230320165903	16.04	0.0	-90.36	18.8	0	0	0	0
20230320165904	16.05	0.0	-90.36	18.79	0	0	0	0
20230320165905	16.03	0.0	-90.36	18.8	0	0	0	0
20230320165906	16.04	0.0	-90.36	18.8	0	0	0	0
20230320165907	16.04	0.0	-90.36	18.81	0	0	0	0
20230320165908	16.05	0.0	-90.36	18.81	0	0	0	0
20230320165909	16.04	0.0	-90.36	18.8	0	0	0	0
20230320165910	16.03	0.0	-90.36	18.8	0	0	0	0
20230320165911	16.07	0.0	-90.35	18.81	0	0	0	0
20230320165912	16.05	0.0	-90.36	18.8	0	0	0	0
20230320165913	16.04	0.0	-90.36	18.8	0	0	0	0
20230320165914	16.04	0.0	-90.36	18.81	0	0	0	0
20230320165915	16.03	0.0	-90.36	18.8	0	0	0	0
20230320165916	16.07	0.0	-90.35	18.81	0	0	0	0
20230320165917	16.04	0.0	-90.36	18.8	0	0	0	0
20230320165919	16.05	0.0	-90.36	18.81	0	0	0	0
20230320165920	16.05	0.0	-90.36	18.81	0	0	0	0
20230320165921	16.04	0.0	-90.36	18.81	0	0	0	0
20230320165922	16.04	0.0	-90.36	18.81	0	0	0	0
20230320165923	16.07	0.0	-90.35	18.81	0	0	0	0
20230320165924	16.05	0.0	-90.36	18.82	0	0	0	0
20230320165925	16.05	0.0	-90.36	18.81	0	0	0	0
20230320165926	16.05	0.0	-90.36	18.82	0	0	0	0
20230320165927	16.08	0.0	-90.35	18.82	0	0	0	0
20230320165928	16.08	0.0	-90.35	18.81	0	0	0	0
20230320165929	16.05	0.0	-90.36	18.81	0	0	0	0
20230320165930	16.07	0.0	-90.35	18.82	0	0	0	0
20230320165931	16.05	0.0	-90.36	18.81	0	0	0	0
20230320165932	16.07	0.0	-90.35	18.81	0	0	0	0
20230320165934	16.08	0.0	-90.35	18.81	0	0	0	0
20230320165935	16.07	0.0	-90.35	18.82	0	0	0	0
20230320165936	16.07	0.0	-90.35	18.81	0	0	0	0
20230320165937	16.07	0.0	-90.35	18.82	0	0	0	0
20230320165938	16.08	0.0	-90.35	18.81	0	0	0	0
20230320165939	16.07	0.0	-90.35	18.82	0	0	0	0
20230320165940	16.07	0.0	-90.35	18.82	0	0	0	0
20230320165941	16.05	0.0	-90.36	18.82	0	0	0	0
20230320165942	16.05	0.0	-90.36	18.81	0	0	0	0
20230320165943	16.07	0.0	-90.35	18.81	0	0	0	0
20230320165944	16.07	0.0	-90.35	18.8	0	0	0	0
20230320165945	16.05	0.0	-90.36	18.82	0	0	0	0
