EventTime	aTemp	RH	DP	cTemp	mTemp	sLid	sVacuu	sPressure
20230317171530	20.31	0.05	-63.6	20.97	0	0	0	0
20230317171531	20.32	0.07	-61.03	20.95	0	0	0	0
20230317171532	20.33	0.07	-61.02	20.98	0	0	0	0
20230317171533	20.33	0.13	-56.1	20.97	0	0	0	0
20230317171535	20.33	0.05	-63.59	20.97	0	0	0	0
20230317171536	20.33	0.09	-59.06	20.95	0	0	0	0
20230317171537	20.35	0.0	-88.87	20.97	0	0	0	0
20230317171538	20.31	0.01	-74.94	20.95	0	0	0	0
20230317171539	20.32	0.07	-61.03	20.97	0	0	0	0
20230317171540	20.32	0.05	-63.6	20.97	0	0	0	0
20230317171541	20.32	0.01	-74.94	20.97	0	0	0	0
20230317171542	20.33	0.03	-67.35	20.97	0	0	0	0
20230317171543	20.31	0.03	-67.36	20.95	0	0	0	0
20230317171544	20.33	0.09	-59.06	20.97	0	0	0	0
20230317171545	20.33	0.09	-59.06	20.97	0	0	0	0
20230317171546	20.35	0.05	-63.58	20.95	0	0	0	0
20230317171547	20.31	0.07	-61.03	20.97	0	0	0	0
20230317171549	20.33	0.07	-61.02	20.97	0	0	0	0
20230317171550	20.32	0.11	-57.46	20.97	0	0	0	0
20230317171551	20.32	0.01	-74.94	20.95	0	0	0	0
20230317171552	20.32	0.05	-63.6	20.97	0	0	0	0
20230317171553	20.33	0.07	-61.02	20.97	0	0	0	0
20230317171554	20.33	0.03	-67.35	20.97	0	0	0	0
20230317171555	20.33	0.07	-61.02	20.97	0	0	0	0
20230317171556	20.32	0.09	-59.06	20.97	0	0	0	0
20230317171557	20.33	0.03	-67.35	20.97	0	0	0	0
20230317171558	20.31	0.05	-63.6	20.97	0	0	0	0
20230317171559	20.32	0.09	-59.06	20.97	0	0	0	0
20230317171600	20.31	0.09	-59.07	20.97	0	0	0	0
20230317171601	20.29	0.0	-88.89	20.97	0	0	0	0
20230317171602	20.32	0.05	-63.6	20.97	0	0	0	0
20230317171604	20.33	0.05	-63.59	20.97	0	0	0	0
20230317171605	20.33	0.09	-59.06	20.95	0	0	0	0
20230317171606	20.33	0.09	-59.06	20.97	0	0	0	0
20230317171607	20.31	0.09	-59.07	20.97	0	0	0	0
20230317171608	20.32	0.09	-59.06	20.95	0	0	0	0
20230317171609	20.31	0.0	-88.89	20.97	0	0	0	0
20230317171610	20.32	0.05	-63.6	20.97	0	0	0	0
20230317171611	20.33	0.07	-61.02	20.97	0	0	0	0
20230317171612	20.32	0.09	-59.06	20.95	0	0	0	0
20230317171613	20.32	0.07	-61.03	20.97	0	0	0	0
20230317171614	20.33	0.05	-63.59	20.94	0	0	0	0
20230317171615	20.32	0.05	-63.6	20.97	0	0	0	0
20230317171616	20.32	0.07	-61.03	20.97	0	0	0	0
20230317171617	20.33	0.03	-67.35	20.97	0	0	0	0
20230317171619	20.33	0.05	-63.59	20.97	0	0	0	0
20230317171620	20.32	0.03	-67.36	20.95	0	0	0	0
20230317171621	20.32	0.05	-63.6	20.95	0	0	0	0
20230317171622	20.32	0.07	-61.03	20.95	0	0	0	0
20230317171623	20.32	0.11	-57.46	20.95	0	0	0	0
20230317171624	20.33	0.03	-67.35	20.97	0	0	0	0
20230317171625	20.32	0.07	-61.03	20.97	0	0	0	0
20230317171626	20.32	0.0	-88.88	20.97	0	0	0	0
20230317171627	20.33	0.07	-61.02	20.95	0	0	0	0
20230317171628	20.35	0.13	-56.09	20.97	0	0	0	0
20230317171629	20.29	0.01	-74.95	20.97	0	0	0	0
20230317171630	20.32	0.07	-61.03	20.95	0	0	0	0
20230317171631	20.33	0.0	-88.88	20.97	0	0	0	0
20230317171632	20.32	0.01	-74.94	20.97	0	0	0	0
20230317171634	20.32	0.11	-57.46	20.95	0	0	0	0
