EventTime	aTemp	RH	DP	cTemp	mTemp	sLid	sVacuu	sPressure	IsOkay
20230404160158	-9.31	0.57	-57.18	-13.68	-12.04	1	1	1	1
20230404160159	-9.35	0.48	-58.5	-13.75	-12.11	1	1	1	1
20230404160200	-9.38	0.51	-58.07	-13.71	-12.07	1	1	1	1
20230404160201	-9.38	0.51	-58.07	-13.75	-12.11	1	1	1	1
20230404160202	-9.42	0.55	-57.53	-13.78	-12.18	1	1	1	1
20230404160203	-9.42	0.53	-57.81	-13.81	-12.18	1	1	1	1
20230404160204	-9.45	0.55	-57.55	-13.88	-12.25	1	1	1	1
20230404160205	-9.47	0.56	-57.42	-13.97	-12.32	1	1	1	1
20230404160206	-9.47	0.48	-58.58	-13.94	-12.28	1	1	1	1
20230404160207	-9.5	0.53	-57.86	-14.01	-12.32	1	1	1	1
20230404160209	-9.53	0.51	-58.17	-14.07	-12.42	1	1	1	1
20230404160210	-9.55	0.55	-57.61	-14.11	-12.45	1	1	1	1
20230404160211	-9.56	0.55	-57.62	-14.17	-12.42	1	1	1	1
20230404160212	-9.59	0.54	-57.78	-14.14	-12.45	1	1	1	1
20230404160213	-9.63	0.49	-58.53	-14.24	-12.52	1	1	1	1
20230404160214	-9.64	0.56	-57.54	-14.24	-12.59	1	1	1	1
20230404160215	-9.67	0.58	-57.29	-14.24	-12.59	1	1	1	1
20230404160216	-9.7	0.52	-58.14	-14.27	-12.59	1	1	1	1
20230404160217	-9.7	0.54	-57.85	-14.4	-12.7	1	1	1	1
20230404160218	-9.73	0.51	-58.3	-14.44	-12.73	1	1	1	1
20230404160220	-9.76	0.58	-57.35	-14.44	-12.77	1	1	1	1
20230404160221	-9.78	0.54	-57.9	-14.4	-12.73	1	1	1	1
20230404160222	-9.83	0.52	-58.22	-14.47	-12.8	1	1	1	1
20230404160223	-9.83	0.5	-58.52	-14.47	-12.77	1	1	1	1
20230404160224	-9.87	0.54	-57.96	-14.54	-12.87	1	1	1	1
20230404160225	-9.9	0.52	-58.27	-14.6	-12.84	1	1	1	1
20230404160226	-9.91	0.56	-57.72	-14.64	-12.94	1	1	1	1
20230404160227	-9.94	0.52	-58.3	-14.67	-12.94	1	1	1	1
20230404160228	-9.96	0.54	-58.03	-14.7	-12.91	1	1	1	1
20230404160229	-9.96	0.52	-58.31	-14.67	-12.98	1	1	1	1
20230404160231	-10.0	0.5	-58.63	-14.74	-13.05	1	1	1	1
20230404160232	-10.03	0.46	-59.27	-14.74	-13.05	1	1	1	1
20230404160233	-10.06	0.51	-58.52	-14.84	-13.05	1	1	1	1
20230404160234	-10.08	0.5	-58.68	-14.84	-13.08	1	1	1	1
20230404160235	-10.1	0.53	-58.26	-14.84	-13.15	1	1	1	1
20230404160236	-10.13	0.53	-58.28	-14.87	-13.15	1	1	1	1
20230404160237	-10.14	0.5	-58.72	-14.97	-13.22	1	1	1	1
20230404160238	-10.18	0.49	-58.9	-14.97	-13.19	1	1	1	1
20230404160239	-10.18	0.59	-57.5	-15.01	-13.29	1	1	1	1
20230404160240	-10.21	0.53	-58.33	-15.07	-13.33	1	1	1	1
20230404160242	-10.24	0.48	-59.09	-15.04	-13.36	1	1	1	1
20230404160243	-10.25	0.55	-58.08	-15.14	-13.36	1	1	1	1
20230404160244	-10.27	0.53	-58.37	-15.14	-13.36	1	1	1	1
20230404160245	-10.31	0.49	-58.99	-15.11	-13.43	1	1	1	1
20230404160246	-10.29	0.47	-59.28	-15.14	-13.4	1	1	1	1
20230404160247	-10.32	0.51	-58.69	-15.18	-13.43	1	1	1	1
20230404160248	-10.37	0.53	-58.44	-15.28	-13.5	1	1	1	1
20230404160249	-10.37	0.53	-58.44	-15.24	-13.47	1	1	1	1
20230404160250	-10.41	0.53	-58.47	-15.28	-13.5	1	1	1	1
20230404160251	-10.45	0.58	-57.82	-15.31	-13.61	1	1	1	1
20230404160252	-10.46	0.56	-58.09	-15.38	-13.54	1	1	1	1
20230404160254	-10.49	0.58	-57.84	-15.38	-13.57	1	1	1	1
20230404160255	-10.51	0.52	-58.67	-15.45	-13.65	1	1	1	1
20230404160256	-10.53	0.5	-58.98	-15.45	-13.68	1	1	1	1
20230404160257	-10.55	0.47	-59.45	-15.45	-13.65	1	1	1	1
20230404160258	-10.58	0.5	-59.01	-15.52	-13.72	1	1	1	1
20230404160259	-10.59	0.52	-58.73	-15.52	-13.79	1	1	1	1
20230404160300	-10.62	0.54	-58.47	-15.59	-13.79	1	1	1	1
20230404160301	-10.62	0.52	-58.75	-15.59	-13.79	1	1	1	1
20230404160302	-10.66	0.56	-58.22	-15.62	-13.79	1	1	1	1
20230404160303	-10.66	0.48	-59.37	-15.69	-13.82	1	1	1	1
20230404160305	-10.72	0.46	-59.73	-15.69	-13.93	1	1	1	1
20230404160306	-10.72	0.55	-58.4	-15.76	-13.93	1	1	1	1
20230404160307	-10.73	0.59	-57.87	-15.79	-13.97	1	1	1	1
20230404160308	-10.76	0.52	-58.84	-15.79	-14.0	1	1	1	1
20230404160309	-10.76	0.54	-58.56	-15.76	-13.97	1	1	1	1
20230404160310	-10.8	0.53	-58.73	-15.86	-13.97	1	1	1	1
20230404160311	-10.82	0.51	-59.03	-15.83	-14.07	1	1	1	1
20230404160312	-10.83	0.53	-58.75	-15.86	-14.07	1	1	1	1
20230404160313	-10.84	0.57	-58.21	-15.97	-14.11	1	1	1	1
20230404160314	-10.89	0.5	-59.22	-15.97	-14.11	1	1	1	1
20230404160315	-10.9	0.53	-58.79	-15.93	-14.11	1	1	1	1
20230404160317	-10.92	0.55	-58.53	-15.97	-14.18	1	1	1	1
20230404160318	-10.95	0.51	-59.11	-16.0	-14.22	1	1	1	1
20230404160319	-10.97	0.55	-58.56	-16.07	-14.25	1	1	1	1
20230404160320	-10.99	0.49	-59.44	-16.07	-14.18	1	1	1	1
20230404160321	-11.02	0.51	-59.16	-16.04	-14.22	1	1	1	1
20230404160322	-11.0	0.55	-58.58	-16.14	-14.32	1	1	1	1
20230404160323	-11.03	0.56	-58.47	-16.11	-14.29	1	1	1	1
20230404160324	-11.06	0.51	-59.19	-16.18	-14.36	1	1	1	1
20230404160325	-11.1	0.54	-58.79	-16.25	-14.4	1	1	1	1
20230404160326	-11.13	0.45	-60.16	-16.25	-14.4	1	1	1	1
20230404160328	-11.13	0.53	-58.95	-16.28	-14.36	1	1	1	1
20230404160329	-11.13	0.51	-59.23	-16.28	-14.43	1	1	1	1
20230404160330	-11.17	0.52	-59.11	-16.28	-14.47	1	1	1	1
20230404160331	-11.17	0.52	-59.11	-16.28	-14.51	1	1	1	1
20230404160332	-11.2	0.54	-58.85	-16.28	-14.47	1	1	1	1
20230404160333	-11.2	0.51	-59.28	-16.39	-14.54	1	1	1	1
20230404160334	-11.24	0.56	-58.61	-16.35	-14.51	1	1	1	1
20230404160335	-11.27	0.52	-59.18	-16.39	-14.51	1	1	1	1
20230404160336	-11.3	0.56	-58.65	-16.39	-14.54	1	1	1	1
20230404160337	-11.3	0.5	-59.49	-16.39	-14.54	1	1	1	1
20230404160339	-11.31	0.52	-59.21	-16.49	-14.58	1	1	1	1
20230404160340	-11.36	0.47	-59.99	-16.49	-14.69	1	1	1	1
20230404160341	-11.37	0.5	-59.54	-16.56	-14.69	1	1	1	1
20230404160342	-11.38	0.57	-58.57	-16.56	-14.69	1	1	1	1
20230404160343	-11.41	0.5	-59.57	-16.53	-14.65	1	1	1	1
20230404160344	-11.43	0.52	-59.29	-16.6	-14.72	1	1	1	1
20230404160345	-11.4	0.52	-59.27	-16.67	-14.76	1	1	1	1
20230404160346	-11.45	0.52	-59.3	-16.67	-14.76	1	1	1	1
20230404160347	-11.5	0.52	-59.33	-16.67	-14.8	1	1	1	1
20230404160348	-11.5	0.54	-59.05	-16.7	-14.83	1	1	1	1
20230404160350	-11.52	0.48	-59.94	-16.74	-14.8	1	1	1	1
20230404160351	-11.55	0.55	-58.95	-16.74	-14.87	1	1	1	1
20230404160352	-11.54	0.54	-59.08	-16.74	-14.9	1	1	1	1
20230404160353	-11.58	0.46	-60.29	-16.77	-14.9	1	1	1	1
20230404160354	-11.58	0.53	-59.25	-16.74	-14.94	1	1	1	1
20230404160355	-11.61	0.5	-59.7	-16.77	-14.98	1	1	1	1
20230404160356	-11.64	0.48	-60.02	-16.85	-14.9	1	1	1	1
20230404160357	-11.64	0.53	-59.29	-16.81	-14.94	1	1	1	1
20230404160358	-11.67	0.55	-59.03	-16.88	-15.01	1	1	1	1
20230404160359	-11.69	0.51	-59.61	-16.88	-15.01	1	1	1	1
20230404160401	-11.69	0.55	-59.04	-16.85	-15.05	1	1	1	1
20230404160402	-11.72	0.51	-59.63	-16.95	-15.05	1	1	1	1
20230404160403	-11.74	0.55	-59.08	-16.95	-15.09	1	1	1	1
20230404160404	-11.75	0.53	-59.36	-16.99	-15.12	1	1	1	1
20230404160405	-11.77	0.53	-59.37	-17.03	-15.05	1	1	1	1
20230404160406	-11.78	0.47	-60.27	-16.95	-15.09	1	1	1	1
20230404160407	-11.79	0.55	-59.11	-16.99	-15.09	1	1	1	1
20230404160408	-11.82	0.51	-59.69	-17.03	-15.16	1	1	1	1
20230404160409	-11.86	0.49	-60.01	-16.99	-15.12	1	1	1	1
20230404160410	-11.86	0.53	-59.43	-17.06	-15.2	1	1	1	1
20230404160411	-11.85	0.53	-59.43	-17.1	-15.2	1	1	1	1
20230404160413	-11.85	0.54	-59.29	-17.13	-15.23	1	1	1	1
20230404160414	-11.89	0.54	-59.32	-17.1	-15.2	1	1	1	1
20230404160415	-11.91	0.49	-60.05	-17.1	-15.31	1	1	1	1
20230404160416	-11.93	0.52	-59.62	-17.17	-15.31	1	1	1	1
20230404160417	-11.95	0.49	-60.07	-17.13	-15.27	1	1	1	1
20230404160418	-11.95	0.52	-59.64	-17.21	-15.34	1	1	1	1
20230404160419	-11.98	0.56	-59.1	-17.24	-15.34	1	1	1	1
20230404160420	-12.0	0.47	-60.41	-17.17	-15.27	1	1	1	1
20230404160421	-12.0	0.52	-59.67	-17.21	-15.31	1	1	1	1
20230404160422	-12.03	0.47	-60.43	-17.28	-15.38	1	1	1	1
20230404160424	-12.02	0.54	-59.4	-17.24	-15.34	1	1	1	1
20230404160425	-12.06	0.5	-60.0	-17.31	-15.42	1	1	1	1
20230404160426	-12.06	0.54	-59.43	-17.28	-15.38	1	1	1	1
20230404160427	-12.08	0.58	-58.91	-17.28	-15.38	1	1	1	1
20230404160428	-12.09	0.5	-60.02	-17.28	-15.42	1	1	1	1
20230404160429	-12.13	0.57	-59.07	-17.28	-15.42	1	1	1	1
20230404160430	-12.13	0.56	-59.21	-17.39	-15.49	1	1	1	1
20230404160431	-12.16	0.5	-60.07	-17.42	-15.49	1	1	1	1
20230404160432	-12.16	0.56	-59.23	-17.42	-15.53	1	1	1	1
20230404160433	-12.18	0.54	-59.51	-17.35	-15.42	1	1	1	1
20230404160435	-12.19	0.52	-59.8	-17.39	-15.49	1	1	1	1
20230404160436	-12.22	0.52	-59.82	-17.5	-15.6	1	1	1	1
20230404160437	-12.23	0.52	-59.82	-17.5	-15.6	1	1	1	1
20230404160438	-12.23	0.54	-59.54	-17.5	-15.6	1	1	1	1
20230404160439	-12.25	0.55	-59.42	-17.42	-15.57	1	1	1	1
20230404160440	-12.26	0.54	-59.56	-17.46	-15.57	1	1	1	1
20230404160441	-12.3	0.53	-59.73	-17.46	-15.57	1	1	1	1
20230404160442	-12.29	0.57	-59.18	-17.5	-15.6	1	1	1	1
20230404160443	-12.34	0.55	-59.48	-17.6	-15.68	1	1	1	1
20230404160444	-12.32	0.59	-58.94	-17.57	-15.68	1	1	1	1
20230404160446	-12.34	0.5	-60.19	-17.64	-15.71	1	1	1	1
20230404160447	-12.34	0.55	-59.48	-17.57	-15.75	1	1	1	1
20230404160448	-12.34	0.48	-60.49	-17.64	-15.68	1	1	1	1
20230404160449	-12.39	0.53	-59.79	-17.57	-15.68	1	1	1	1
20230404160450	-12.42	0.48	-60.54	-17.6	-15.71	1	1	1	1
20230404160451	-12.43	0.59	-59.02	-17.68	-15.75	1	1	1	1
20230404160452	-12.46	0.49	-60.41	-17.6	-15.79	1	1	1	1
20230404160453	-12.43	0.53	-59.81	-17.71	-15.83	1	1	1	1
20230404160454	-12.49	0.55	-59.58	-17.71	-15.83	1	1	1	1
20230404160455	-12.47	0.51	-60.13	-17.71	-15.83	1	1	1	1
20230404160457	-12.5	0.55	-59.59	-17.75	-15.79	1	1	1	1
20230404160458	-12.52	0.49	-60.45	-17.71	-15.86	1	1	1	1
20230404160459	-12.54	0.51	-60.17	-17.79	-15.86	1	1	1	1
20230404160500	-12.57	0.56	-59.5	-17.79	-15.9	1	1	1	1
20230404160501	-12.57	0.49	-60.49	-17.75	-15.86	1	1	1	1
20230404160502	-12.57	0.53	-59.91	-17.75	-15.86	1	1	1	1
20230404160503	-12.58	0.53	-59.92	-17.79	-15.9	1	1	1	1
20230404160504	-12.6	0.53	-59.93	-17.82	-15.94	1	1	1	1
20230404160505	-12.61	0.54	-59.8	-17.86	-15.94	1	1	1	1
20230404160506	-12.65	0.56	-59.55	-17.9	-15.97	1	1	1	1
20230404160507	-12.65	0.58	-59.29	-17.82	-15.97	1	1	1	1
20230404160509	-12.65	0.51	-60.25	-17.82	-15.9	1	1	1	1
20230404160510	-12.67	0.54	-59.84	-17.86	-15.9	1	1	1	1
20230404160511	-12.67	0.51	-60.26	-17.86	-15.94	1	1	1	1
20230404160512	-12.7	0.58	-59.33	-17.94	-16.01	1	1	1	1
20230404160513	-12.73	0.56	-59.61	-17.9	-16.05	1	1	1	1
20230404160514	-12.74	0.56	-59.62	-17.94	-16.09	1	1	1	1
20230404160515	-12.75	0.58	-59.36	-17.97	-16.09	1	1	1	1
20230404160516	-12.78	0.5	-60.48	-18.01	-16.09	1	1	1	1
20230404160517	-12.81	0.54	-59.93	-18.01	-16.09	1	1	1	1
20230404160518	-12.8	0.52	-60.2	-17.97	-16.12	1	1	1	1
20230404160520	-12.83	0.56	-59.68	-17.97	-16.12	1	1	1	1
20230404160521	-12.8	0.6	-59.14	-18.01	-16.09	1	1	1	1
20230404160522	-12.84	0.5	-60.52	-18.08	-16.12	1	1	1	1
20230404160523	-12.84	0.54	-59.95	-18.01	-16.09	1	1	1	1
20230404160524	-12.87	0.54	-59.97	-18.05	-16.12	1	1	1	1
20230404160525	-12.87	0.49	-60.69	-18.05	-16.12	1	1	1	1
20230404160526	-12.91	0.54	-60.0	-18.12	-16.24	1	1	1	1
20230404160527	-12.91	0.54	-60.0	-18.12	-16.24	1	1	1	1
20230404160528	-12.91	0.46	-61.18	-18.16	-16.24	1	1	1	1
20230404160529	-12.94	0.54	-60.02	-18.08	-16.2	1	1	1	1
20230404160531	-12.95	0.5	-60.59	-18.16	-16.2	1	1	1	1
20230404160532	-12.95	0.5	-60.59	-18.16	-16.24	1	1	1	1
20230404160533	-12.97	0.55	-59.9	-18.12	-16.2	1	1	1	1
20230404160534	-12.99	0.54	-60.05	-18.23	-16.27	1	1	1	1
20230404160535	-13.01	0.52	-60.34	-18.16	-16.2	1	1	1	1
