EventTime	aTemp	RH	DP	cTemp	mTemp	sLid	sVacuu	sPressure
20230321105506	18.53	0.15	-55.85	18.87	18.46	0	0	0
20230321105507	18.55	0.19	-53.88	18.87	18.46	0	0	0
20230321105508	18.55	0.13	-57.0	18.88	18.45	0	0	0
20230321105509	18.58	0.15	-55.82	18.87	18.46	0	0	0
20230321105511	18.55	0.19	-53.88	18.87	18.46	0	0	0
20230321105512	18.56	0.18	-54.33	18.87	18.46	0	0	0
20230321105513	18.59	0.19	-53.86	18.9	18.46	0	0	0
20230321105514	18.56	0.13	-57.0	18.88	18.46	0	0	0
20230321105515	18.55	0.15	-55.84	18.9	18.47	0	0	0
20230321105516	18.58	0.18	-54.32	18.9	18.47	0	0	0
20230321105517	18.58	0.12	-57.63	18.9	18.46	0	0	0
20230321105518	18.58	0.13	-56.99	18.9	18.47	0	0	0
20230321105519	18.58	0.13	-56.99	18.9	18.47	0	0	0
20230321105520	18.55	0.12	-57.65	18.88	18.47	0	0	0
20230321105522	18.56	0.19	-53.88	18.9	18.46	0	0	0
20230321105523	18.58	0.15	-55.82	18.9	18.48	0	0	0
20230321105524	18.61	0.1	-59.07	18.91	18.48	0	0	0
20230321105525	18.55	0.09	-59.93	18.91	18.48	1	0	0
20230321105526	18.56	0.18	-54.33	18.9	18.48	1	0	0
20230321105527	18.59	0.07	-61.86	18.91	18.47	1	0	0
20230321105528	18.61	0.13	-56.97	18.91	18.47	1	0	0
20230321105529	18.59	0.15	-55.82	18.91	18.48	1	0	0
20230321105530	18.59	0.19	-53.86	18.91	18.47	1	0	0
20230321105532	18.61	0.13	-56.97	18.91	18.47	1	0	0
20230321105533	18.62	0.16	-55.27	18.91	18.48	1	0	0
20230321105534	18.61	0.13	-56.97	18.92	18.47	1	0	0
20230321105535	18.59	0.18	-54.31	18.92	18.48	1	0	0
20230321105536	18.62	0.14	-56.36	18.91	18.48	1	0	0
20230321105537	18.62	0.19	-53.84	18.92	18.48	1	0	0
20230321105538	18.59	0.12	-57.63	18.93	18.5	1	0	0
20230321105539	18.61	0.08	-60.82	18.92	18.48	1	0	0
20230321105541	18.62	0.18	-54.3	18.93	18.48	1	0	0
20230321105542	18.61	0.13	-56.97	18.93	18.48	1	0	0
20230321105543	18.62	0.1	-59.06	18.93	18.48	1	0	0
